run,profile,stage_index,stage_id,stage_name,req_level,boss_level,unlock_wins,reached,cleared,entry_highest_level,boss_start_highest_level,clear_highest_level,normalBattles,normalCombatWins,scoutWins,normalLosses,scoutEncounters,bossAttempts,bossLosses,bossTurns,recruitmentBossBattles,recruitmentBossLosses,totalBattles,totalTurns,guardTurns,maxGuardStreak,maxBattleTurns,battles50Plus,guardLoopBattles,stalledBattles,kos,trainingBooks,fusions,levelRecoveryBattles,gold_at_entry,gold_at_clear,scenario
78,collector,3,brook,しずく湖畔,5,10,3,1,1,10,10,14,18,15,3,0,8,6,5,29,5,5,29,95,4,1,8,0,0,0,31,8,0,0,1456,2248,control
78,collector,4,volcano,ほむら火山,8,14,4,1,1,14,13,18,22,21,1,0,7,7,6,168,5,5,34,273,4,1,36,0,0,0,37,30,0,0,1188,1623,control
78,collector,5,tower,星晶の塔,12,20,5,1,1,18,17,24,45,40,1,4,10,13,12,63,5,5,63,348,4,1,19,0,0,0,73,42,0,0,859,3479,control
79,rush,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,12,3,1,8,8,3,2,25,0,0,15,58,0,0,10,0,0,0,14,7,0,0,230,661,control
79,rush,2,cave,こだま洞くつ,3,7,2,1,1,6,7,11,8,7,1,0,1,7,6,58,0,0,15,77,0,0,10,0,0,0,21,16,0,0,661,1383,control
79,rush,3,brook,しずく湖畔,5,10,3,1,1,11,11,15,13,13,0,0,0,11,10,72,0,0,24,97,0,0,8,0,0,0,32,30,0,0,1383,1382,control
79,rush,4,volcano,ほむら火山,8,14,4,1,1,15,16,20,15,15,0,0,0,12,11,73,0,0,27,101,0,0,7,0,0,0,35,55,0,0,1382,1233,control
79,rush,5,tower,星晶の塔,12,20,5,1,0,20,21,0,46,45,0,1,0,40,40,183,0,0,86,315,0,0,7,0,0,0,125,111,0,0,1233,0,control
80,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,7,5,1,1,3,3,2,26,2,0,12,69,4,1,12,0,0,0,8,6,0,0,230,863,control
80,balanced,2,cave,こだま洞くつ,3,7,2,1,1,9,9,12,6,5,1,0,4,3,2,31,2,2,11,70,4,1,17,0,0,0,15,19,0,0,2339,2214,control
80,balanced,3,brook,しずく湖畔,5,10,3,1,1,12,11,14,7,6,1,0,3,3,2,20,2,2,12,49,0,0,9,0,0,0,13,22,0,0,1716,1162,control
80,balanced,4,volcano,ほむら火山,8,14,4,1,1,14,13,18,16,15,1,0,3,7,6,62,2,2,25,115,4,1,16,0,0,0,27,34,0,0,901,2450,control
80,balanced,5,tower,星晶の塔,12,20,5,1,1,18,17,23,28,26,1,1,5,12,11,61,2,2,42,135,4,1,8,0,0,0,47,61,0,0,1898,3391,control
81,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,8,7,1,0,6,3,2,28,5,4,16,89,4,1,14,0,0,0,14,1,0,0,230,1123,control
81,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,4,10,11,10,1,0,3,4,3,57,1,0,16,141,5,1,19,0,0,0,8,11,0,0,753,1961,control
81,collector,3,brook,しずく湖畔,5,10,3,1,1,11,11,16,18,17,1,0,4,6,5,43,3,1,27,102,4,1,14,0,0,0,22,22,0,0,2335,2214,control
81,collector,4,volcano,ほむら火山,8,14,4,1,1,14,17,19,7,5,2,0,7,2,1,10,5,5,14,58,1,1,9,0,0,0,19,13,0,0,3538,4160,control
81,collector,5,tower,星晶の塔,12,20,5,1,1,19,17,21,23,20,3,0,8,7,6,65,5,5,35,150,0,0,20,0,0,0,36,46,0,0,2197,2274,control
82,rush,1,meadow,はじまり草原,1,4,2,1,1,1,3,8,13,10,0,3,2,9,8,41,0,0,22,72,0,0,7,0,0,0,11,10,0,0,230,658,control
82,rush,2,cave,こだま洞くつ,3,7,2,1,0,8,8,0,42,42,0,0,2,40,40,132,0,0,82,217,0,0,5,0,0,0,40,57,0,0,658,0,control
82,rush,3,brook,しずく湖畔,5,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,control
82,rush,4,volcano,ほむら火山,8,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,control
82,rush,5,tower,星晶の塔,12,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,control
83,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,6,5,1,0,4,3,2,22,2,1,11,57,4,1,10,0,0,0,8,6,0,0,230,862,control
83,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,7,10,4,3,1,0,3,2,1,27,2,2,8,58,2,1,14,0,0,0,12,7,0,0,837,2468,control
83,balanced,3,brook,しずく湖畔,5,10,3,1,1,10,10,13,7,6,1,0,3,3,2,17,2,2,12,40,1,1,7,0,0,0,14,22,0,0,1912,1478,control
83,balanced,4,volcano,ほむら火山,8,14,4,1,1,13,13,15,6,5,1,0,3,2,1,12,2,2,10,36,0,0,7,0,0,0,12,20,0,0,1145,2043,control
83,balanced,5,tower,星晶の塔,12,20,5,1,1,15,15,22,31,26,1,4,10,12,11,54,2,2,45,164,3,1,10,0,0,0,56,72,0,0,1583,1834,control
84,collector,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,9,7,1,1,7,3,2,28,5,5,17,108,3,1,16,0,0,0,16,0,0,0,230,1166,control
84,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,6,11,17,16,1,0,7,6,5,111,5,5,28,221,5,1,24,0,0,0,32,13,0,0,617,1114,control
84,collector,3,brook,しずく湖畔,5,10,3,1,1,11,12,13,3,1,2,0,7,1,0,8,5,5,9,45,0,0,9,0,0,0,17,0,0,0,590,2121,control
84,collector,4,volcano,ほむら火山,8,14,4,1,1,13,11,19,37,35,2,0,8,12,11,100,5,5,54,324,10,1,18,0,0,0,62,40,0,0,1121,1617,control
84,collector,5,tower,星晶の塔,12,20,5,1,1,19,17,20,20,18,2,0,7,6,5,24,5,5,31,168,3,1,19,0,0,0,40,21,0,0,855,2262,control
85,rush,1,meadow,はじまり草原,1,4,2,1,1,1,3,9,14,14,0,0,1,13,12,57,0,0,27,83,0,0,6,0,0,0,12,9,0,0,230,1137,control
85,rush,2,cave,こだま洞くつ,3,7,2,1,1,9,9,16,33,33,0,0,2,32,31,92,0,0,65,158,0,0,6,0,0,0,31,56,0,0,1137,553,control
85,rush,3,brook,しずく湖畔,5,10,3,1,1,16,16,17,5,3,2,0,3,3,2,14,0,0,8,29,0,0,6,0,0,0,9,8,0,0,553,1152,control
85,rush,4,volcano,ほむら火山,8,14,4,1,1,17,18,21,21,21,0,0,0,18,17,90,0,0,39,132,0,0,6,0,0,0,56,39,0,0,1152,948,control
85,rush,5,tower,星晶の塔,12,20,5,1,1,21,22,28,38,38,0,0,0,34,33,133,0,0,72,201,0,0,6,0,0,0,101,106,0,0,948,1546,control
86,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,6,5,1,0,2,3,2,21,1,0,10,42,3,1,8,0,0,0,5,6,0,0,230,884,control
86,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,7,10,4,3,1,0,3,2,1,30,2,1,8,62,1,1,19,0,0,0,8,8,0,0,962,2597,control
86,balanced,3,brook,しずく湖畔,5,10,3,1,1,11,11,13,5,4,1,0,4,2,1,10,2,2,9,29,0,0,5,0,0,0,11,11,0,0,2420,2717,control
86,balanced,4,volcano,ほむら火山,8,14,4,1,1,13,12,16,10,9,1,0,4,4,3,28,2,2,16,68,4,1,9,0,0,0,18,46,0,0,2105,1265,control
86,balanced,5,tower,星晶の塔,12,20,5,1,1,16,15,22,23,22,1,0,5,10,9,51,2,2,35,116,4,1,9,0,0,0,39,62,0,0,981,3041,control
87,collector,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,13,10,1,2,5,4,3,38,2,1,19,92,7,1,14,0,0,0,12,0,0,0,230,1024,control
87,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,8,10,5,4,1,0,3,2,1,32,2,1,9,66,1,1,23,0,0,0,4,5,0,0,980,3061,control
87,collector,3,brook,しずく湖畔,5,10,3,1,1,11,7,12,18,15,3,0,8,6,5,24,5,5,29,80,3,1,6,0,0,0,21,23,0,0,2828,1357,control
87,collector,4,volcano,ほむら火山,8,14,4,1,1,12,13,16,10,7,3,0,8,3,2,16,5,5,18,76,2,1,8,0,0,0,23,15,0,0,718,2700,control
87,collector,5,tower,星晶の塔,12,20,5,1,1,16,14,21,33,27,2,4,12,9,8,70,5,5,47,220,2,1,29,0,0,0,55,28,0,0,1427,3455,control
88,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,5,2,2,1,3,3,2,34,0,0,8,48,0,0,14,0,0,0,8,8,0,0,230,682,control
88,rush,2,cave,こだま洞くつ,3,7,2,1,1,7,7,11,7,7,0,0,0,6,5,42,0,0,13,57,0,0,9,0,0,0,16,16,0,0,682,1394,control
88,rush,3,brook,しずく湖畔,5,10,3,1,1,11,11,14,5,5,0,0,0,3,2,17,0,0,8,27,0,0,7,0,0,0,8,25,0,0,1394,1169,control
88,rush,4,volcano,ほむら火山,8,14,4,1,1,14,15,22,43,43,0,0,0,40,39,197,0,0,83,311,0,0,7,0,0,0,125,86,0,0,1169,972,control
88,rush,5,tower,星晶の塔,12,20,5,1,0,22,23,0,46,45,0,1,0,40,40,173,0,0,86,285,0,0,6,0,0,0,131,108,0,0,972,0,control
89,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,6,5,1,0,3,3,2,28,1,0,10,52,4,1,12,0,0,0,5,6,0,0,230,873,control
89,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,6,10,6,5,1,0,2,3,2,37,1,0,10,57,3,1,17,0,0,0,4,14,0,0,951,2608,control
89,balanced,3,brook,しずく湖畔,5,10,3,1,1,10,10,13,7,6,1,0,4,3,2,14,2,2,12,42,1,1,6,0,0,0,13,22,0,0,2742,2101,control
89,balanced,4,volcano,ほむら火山,8,14,4,1,1,13,13,18,18,17,1,0,3,8,7,47,2,2,28,88,4,1,10,0,0,0,29,44,0,0,1628,1533,control
89,balanced,5,tower,星晶の塔,12,20,5,1,1,18,19,24,27,26,1,0,5,12,11,61,2,2,41,141,4,1,8,0,0,0,45,67,0,0,1188,3448,control
90,collector,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,15,9,2,4,6,4,3,42,2,1,21,100,9,1,12,0,0,0,20,0,0,0,230,1021,control
90,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,7,10,8,6,2,0,7,3,2,51,5,5,16,123,3,1,22,0,0,0,23,7,0,0,1857,2807,control
90,collector,3,brook,しずく湖畔,5,10,3,1,1,10,10,12,6,4,2,0,7,2,1,22,5,5,13,62,2,1,15,0,0,0,20,6,0,0,1483,1654,control
90,collector,4,volcano,ほむら火山,8,14,4,1,1,12,11,15,10,8,2,0,9,3,2,19,5,5,18,92,4,1,9,0,0,0,27,13,1,0,875,2532,control
90,collector,5,tower,星晶の塔,12,20,5,1,1,15,16,21,33,31,1,1,11,10,9,39,5,5,48,262,6,1,17,0,0,0,62,44,0,0,1338,2657,control
91,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,14,2,2,10,9,3,2,29,0,0,17,79,0,0,11,0,0,0,18,6,0,0,230,678,control
91,rush,2,cave,こだま洞くつ,3,7,2,1,1,6,7,12,11,11,0,0,0,10,9,71,0,0,21,97,0,0,10,0,0,0,28,22,0,0,678,1390,control
91,rush,3,brook,しずく湖畔,5,10,3,1,1,12,12,14,4,4,0,0,0,2,1,12,0,0,6,24,0,0,7,0,0,0,6,20,0,0,1390,1183,control
91,rush,4,volcano,ほむら火山,8,14,4,1,1,14,14,21,31,31,0,0,0,28,27,141,0,0,59,231,0,0,6,0,0,0,89,75,0,0,1183,961,control
91,rush,5,tower,星晶の塔,12,20,5,1,0,21,21,0,46,45,0,1,0,40,40,176,0,0,86,294,0,0,7,0,0,0,135,105,0,0,961,0,control
92,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,10,5,1,4,6,3,2,28,1,0,14,61,3,1,12,0,0,0,10,5,0,0,230,858,control
92,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,5,10,6,5,1,0,2,3,2,35,1,0,10,77,2,1,16,0,0,0,4,14,0,0,936,2570,control
92,balanced,3,brook,しずく湖畔,5,10,3,1,1,11,11,14,7,6,1,0,3,3,2,15,2,2,12,35,4,1,6,0,0,0,9,25,0,0,2944,2123,control
92,balanced,4,volcano,ほむら火山,8,14,4,1,1,14,14,17,8,7,1,0,4,3,2,14,2,2,13,43,2,1,6,0,0,0,9,33,0,0,1645,1278,control
92,balanced,5,tower,星晶の塔,12,20,5,1,1,17,18,25,30,28,1,1,4,13,12,75,2,2,45,157,9,1,8,0,0,0,46,72,0,0,990,4002,control
93,collector,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,14,13,1,0,2,5,4,54,1,0,20,97,6,1,16,0,0,0,10,1,0,0,230,1302,control
93,collector,2,cave,こだま洞くつ,3,7,2,1,1,8,8,12,11,10,1,0,6,4,3,46,5,5,20,122,3,1,19,0,0,0,26,17,0,0,2280,1667,control
93,collector,3,brook,しずく湖畔,5,10,3,1,1,12,12,15,15,14,1,0,6,5,4,36,5,5,25,95,2,1,10,0,0,0,29,14,0,0,881,1391,control
93,collector,4,volcano,ほむら火山,8,14,4,1,1,15,14,16,13,11,2,0,7,4,3,27,5,5,22,86,2,1,8,0,0,0,26,12,0,0,736,1619,control
93,collector,5,tower,星晶の塔,12,20,5,1,1,16,17,23,33,30,2,1,10,10,9,51,5,5,48,200,6,1,14,0,0,0,56,41,0,0,856,2252,control
94,rush,1,meadow,はじまり草原,1,4,2,1,1,1,3,9,21,15,0,6,6,14,13,62,0,0,35,113,0,0,7,0,0,0,19,9,0,0,230,964,control
94,rush,2,cave,こだま洞くつ,3,7,2,1,1,9,9,12,5,4,1,0,2,4,3,27,0,0,9,41,0,0,8,0,0,0,7,29,0,0,964,565,control
94,rush,3,brook,しずく湖畔,5,10,3,1,1,12,12,15,12,11,1,0,1,10,9,63,0,0,22,86,0,0,9,0,0,0,29,15,0,0,565,1180,control
94,rush,4,volcano,ほむら火山,8,14,4,1,1,15,16,19,6,6,0,0,0,3,2,18,0,0,9,31,0,0,6,0,0,0,8,44,0,0,1180,966,control
94,rush,5,tower,星晶の塔,12,20,5,1,0,19,20,0,45,45,0,0,0,40,40,183,0,0,85,298,0,0,7,0,0,0,130,112,0,0,966,0,control
95,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,13,7,1,5,7,4,3,47,2,0,19,106,7,1,17,0,0,0,14,6,0,0,230,749,control
95,balanced,2,cave,こだま洞くつ,3,7,2,1,1,8,8,12,6,5,1,0,3,3,2,35,2,2,11,69,2,1,14,0,0,0,15,21,0,0,1525,1777,control
95,balanced,3,brook,しずく湖畔,5,10,3,1,1,12,12,15,9,8,1,0,3,4,3,32,2,2,15,55,1,1,10,0,0,0,16,21,0,0,1377,1202,control
95,balanced,4,volcano,ほむら火山,8,14,4,1,1,15,14,18,14,13,1,0,4,6,5,53,2,2,22,96,4,1,19,0,0,0,25,46,0,0,932,1520,control
95,balanced,5,tower,星晶の塔,12,20,5,1,1,18,19,26,37,36,1,0,6,17,16,86,2,2,56,178,14,1,7,0,0,0,59,91,0,0,1178,3064,control
96,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,11,10,1,0,4,4,3,44,3,2,18,95,4,1,18,0,0,0,12,0,0,0,230,1026,control
96,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,7,12,11,9,2,0,6,4,3,77,4,3,19,159,5,1,26,0,0,0,21,16,0,0,873,1764,control
96,collector,3,brook,しずく湖畔,5,10,3,1,1,10,12,14,12,10,2,0,7,4,3,30,5,5,21,92,2,1,13,0,0,0,26,11,0,0,1597,1366,control
96,collector,4,volcano,ほむら火山,8,14,4,1,1,14,14,17,10,7,3,0,8,3,2,19,5,5,18,77,2,1,8,0,0,0,24,18,0,0,723,2527,control
96,collector,5,tower,星晶の塔,12,20,5,1,1,17,16,24,45,42,2,1,11,14,13,247,5,5,64,452,12,1,38,0,0,0,63,50,0,0,1336,3457,control
97,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,10,4,1,5,5,4,3,30,0,0,14,56,0,0,9,0,0,0,12,7,0,0,230,683,control
97,rush,2,cave,こだま洞くつ,3,7,2,1,1,6,7,10,7,6,1,0,1,6,5,49,0,0,13,66,0,0,9,0,0,0,17,16,0,0,683,1356,control
97,rush,3,brook,しずく湖畔,5,10,3,1,1,10,11,14,9,9,0,0,0,7,6,47,0,0,16,69,0,0,8,0,0,0,20,27,0,0,1356,1170,control
97,rush,4,volcano,ほむら火山,8,14,4,1,1,14,15,19,18,18,0,0,0,15,14,90,0,0,33,131,0,0,7,0,0,0,44,49,0,0,1170,1271,control
97,rush,5,tower,星晶の塔,12,20,5,1,0,19,20,0,45,45,0,0,0,40,40,195,0,0,85,313,0,0,7,0,0,0,124,124,0,0,1271,0,control
98,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,6,5,1,0,3,3,2,30,2,1,11,72,2,1,14,0,0,0,7,6,0,0,230,863,control
98,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,7,11,8,7,1,0,3,4,3,64,2,2,14,107,6,1,21,0,0,0,17,14,0,0,829,2363,control
98,balanced,3,brook,しずく湖畔,5,10,3,1,1,11,12,16,13,12,1,0,3,6,5,49,2,2,21,92,0,0,11,0,0,0,23,36,0,0,1831,960,control
98,balanced,4,volcano,ほむら火山,8,14,4,1,1,16,16,18,8,7,1,0,6,3,2,22,2,2,13,67,2,1,12,0,0,0,18,21,0,0,744,2116,control
98,balanced,5,tower,星晶の塔,12,20,5,1,1,18,17,19,7,6,1,0,3,2,1,20,2,2,11,45,0,0,12,0,0,0,11,20,0,0,1640,2738,control
99,collector,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,7,4,1,2,4,2,1,16,1,0,10,43,3,1,10,0,0,0,6,0,0,0,230,1231,control
99,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,4,9,8,7,1,0,7,3,2,43,5,4,16,154,3,1,16,0,0,0,14,6,0,0,1309,3116,control
99,collector,3,brook,しずく湖畔,5,10,3,1,1,10,10,14,18,15,3,0,8,6,5,50,5,5,29,116,5,1,19,0,0,0,31,19,0,0,1950,1333,control
99,collector,4,volcano,ほむら火山,8,14,4,1,1,14,13,16,16,12,4,0,9,5,4,33,5,5,26,126,1,1,20,0,0,0,32,26,0,0,705,2072,control
99,collector,5,tower,星晶の塔,12,20,5,1,1,16,16,23,42,38,3,1,9,13,12,291,5,5,60,399,6,1,72,3,0,0,57,43,0,0,1096,3510,control
100,rush,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,6,4,1,1,2,4,3,31,0,0,10,49,0,0,9,0,0,0,8,8,0,0,230,718,control
100,rush,2,cave,こだま洞くつ,3,7,2,1,1,7,7,10,9,5,1,3,4,5,4,36,0,0,14,66,0,0,8,0,0,0,21,13,0,0,718,1363,control
100,rush,3,brook,しずく湖畔,5,10,3,1,1,10,11,14,8,8,0,0,0,6,5,34,0,0,14,51,0,0,8,0,0,0,17,26,0,0,1363,1189,control
100,rush,4,volcano,ほむら火山,8,14,4,1,1,14,15,18,14,14,0,0,0,11,10,59,0,0,25,85,0,0,7,0,0,0,32,42,0,0,1189,961,control
100,rush,5,tower,星晶の塔,12,20,5,1,0,18,20,0,45,45,0,0,0,40,40,192,0,0,85,310,0,0,7,0,0,0,122,124,0,0,961,0,control
101,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,6,5,1,0,3,3,2,28,2,0,11,59,4,1,11,0,0,0,6,6,0,0,230,884,control
101,balanced,2,cave,こだま洞くつ,3,7,2,1,1,8,9,12,6,6,0,0,3,3,2,49,1,0,10,74,4,1,22,0,0,0,5,24,0,0,2360,1460,control
101,balanced,3,brook,しずく湖畔,5,10,3,1,1,12,8,12,9,8,1,0,3,4,3,22,2,2,15,47,3,1,10,0,0,0,11,28,0,0,1774,970,control
101,balanced,4,volcano,ほむら火山,8,14,4,1,1,12,12,16,8,7,1,0,5,3,2,13,2,2,13,39,2,1,6,0,0,0,9,26,0,0,752,2396,control
101,balanced,5,tower,星晶の塔,12,20,5,1,1,16,17,24,35,34,1,0,3,16,15,96,2,2,53,177,4,1,13,0,0,0,54,94,0,0,1856,2193,control
102,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,11,10,1,0,2,4,3,36,1,0,16,64,5,1,12,0,0,0,7,1,0,0,230,1041,control
102,collector,2,cave,こだま洞くつ,3,7,2,1,1,7,6,10,8,7,1,0,5,3,2,41,4,2,15,114,5,1,19,0,0,0,9,7,0,0,1119,2782,control
102,collector,3,brook,しずく湖畔,5,10,3,1,1,10,11,14,12,10,2,0,7,4,3,21,5,5,21,68,4,1,6,0,0,0,17,23,0,0,2624,1339,control
102,collector,4,volcano,ほむら火山,8,14,4,1,1,14,15,18,13,11,2,0,7,4,3,21,5,5,22,78,3,1,9,0,0,0,25,19,0,0,709,3513,control
102,collector,5,tower,星晶の塔,12,20,5,1,1,18,16,22,32,29,3,0,8,10,9,208,5,5,47,355,6,1,74,1,0,0,47,49,0,0,1856,2304,control
103,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,5,3,2,1,0,1,2,1,13,0,0,5,19,0,0,7,0,0,0,2,3,0,0,230,938,control
103,rush,2,cave,こだま洞くつ,3,7,2,1,1,5,6,10,10,6,1,3,5,6,5,52,0,0,16,90,0,0,11,0,0,0,23,16,0,0,938,1405,control
103,rush,3,brook,しずく湖畔,5,10,3,1,1,10,11,14,5,5,0,0,0,3,2,14,0,0,8,25,0,0,6,0,0,0,8,25,0,0,1405,1162,control
103,rush,4,volcano,ほむら火山,8,14,4,1,1,14,14,19,18,18,0,0,0,15,14,82,0,0,33,128,0,0,7,0,0,0,44,46,0,0,1162,961,control
103,rush,5,tower,星晶の塔,12,20,5,1,0,19,20,0,46,45,0,1,0,40,40,181,0,0,86,302,0,0,7,0,0,0,126,118,0,0,961,0,control
104,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,6,4,2,0,4,3,2,33,2,0,11,74,4,1,16,0,0,0,10,5,0,0,230,914,control
104,balanced,2,cave,こだま洞くつ,3,7,2,1,1,8,8,10,4,3,1,0,3,2,1,23,2,2,8,50,2,1,13,0,0,0,12,8,0,0,1690,2839,control
104,balanced,3,brook,しずく湖畔,5,10,3,1,1,10,10,13,7,6,1,0,3,3,2,21,2,2,12,49,2,1,9,0,0,0,14,20,0,0,2200,1868,control
104,balanced,4,volcano,ほむら火山,8,14,4,1,1,13,11,16,17,15,1,1,6,7,6,61,2,2,26,122,4,1,12,0,0,0,31,39,0,0,1447,1527,control
104,balanced,5,tower,星晶の塔,12,20,5,1,1,16,18,29,68,67,0,1,5,32,31,161,2,2,102,324,16,1,8,0,0,0,108,153,0,0,1183,3134,control
105,collector,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,14,13,1,0,2,5,4,52,1,0,20,93,6,1,13,0,0,0,11,0,0,0,230,1312,control
105,collector,2,cave,こだま洞くつ,3,7,2,1,1,7,7,12,11,9,2,0,7,4,3,89,5,4,20,168,6,1,28,0,0,0,25,17,0,0,1390,1685,control
105,collector,3,brook,しずく湖畔,5,10,3,1,1,12,10,13,9,6,3,0,8,3,2,32,5,5,17,79,2,1,14,0,0,0,23,10,0,0,1271,1346,control
105,collector,4,volcano,ほむら火山,8,14,4,1,1,13,11,15,13,10,3,0,8,4,3,27,5,5,22,107,5,1,19,0,0,0,29,24,0,0,712,2026,control
105,collector,5,tower,星晶の塔,12,20,5,1,1,15,17,21,17,13,4,0,9,5,4,38,5,5,27,112,4,1,10,0,0,0,31,23,0,0,1071,3822,control
106,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,7,3,1,3,5,3,2,22,0,0,10,40,0,0,8,0,0,0,8,7,0,0,230,706,control
106,rush,2,cave,こだま洞くつ,3,7,2,1,1,6,7,12,17,17,0,0,1,16,15,72,0,0,33,109,0,0,6,0,0,0,33,26,0,0,706,1246,control
106,rush,3,brook,しずく湖畔,5,10,3,1,1,12,13,14,4,3,1,0,1,2,1,9,0,0,6,18,0,0,5,0,0,0,6,18,0,0,1246,1354,control
106,rush,4,volcano,ほむら火山,8,14,4,1,1,14,15,19,14,14,0,0,0,11,10,51,0,0,25,72,0,0,6,0,0,0,33,54,0,0,1354,1284,control
106,rush,5,tower,星晶の塔,12,20,5,1,1,19,20,27,38,38,0,0,0,34,33,139,0,0,72,217,0,0,6,0,0,0,103,102,0,0,1284,1571,control
107,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,6,5,1,0,2,3,2,28,1,0,10,49,3,1,11,0,0,0,6,6,0,0,230,882,control
107,balanced,2,cave,こだま洞くつ,3,7,2,1,1,6,7,11,6,5,1,0,2,3,2,39,1,0,10,73,1,1,17,0,0,0,5,19,0,0,960,2287,control
107,balanced,3,brook,しずく湖畔,5,10,3,1,1,12,7,11,9,8,1,0,3,4,3,29,2,2,15,53,2,1,15,0,0,0,11,19,0,0,2421,1932,control
107,balanced,4,volcano,ほむら火山,8,14,4,1,1,11,12,18,18,17,1,0,4,8,7,63,2,2,28,113,2,1,15,0,0,0,28,55,0,0,1497,1537,control
107,balanced,5,tower,星晶の塔,12,20,5,1,1,18,18,25,39,38,1,0,3,18,17,79,2,2,59,179,0,0,10,0,0,0,62,78,0,0,1191,3945,control
108,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,11,6,2,3,7,3,2,37,2,1,16,86,3,1,16,0,0,0,15,0,0,0,230,1163,control
108,collector,2,cave,こだま洞くつ,3,7,2,1,1,7,7,11,8,6,2,0,6,3,2,36,4,2,15,104,4,1,19,0,0,0,17,10,0,0,2222,2746,control
108,collector,3,brook,しずく湖畔,5,10,3,1,1,9,9,13,12,10,2,0,8,4,3,29,5,5,21,87,3,1,12,0,0,0,26,15,0,0,2365,1491,control
108,collector,4,volcano,ほむら火山,8,14,4,1,1,13,12,17,13,11,2,0,7,4,3,36,5,5,22,139,3,1,22,0,0,0,30,31,0,0,789,3096,control
108,collector,5,tower,星晶の塔,12,20,5,1,1,17,15,20,20,17,3,0,8,6,5,57,5,5,31,141,5,1,23,0,0,0,34,25,0,0,1636,2670,control
109,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,11,5,1,5,7,5,4,38,0,0,16,71,0,0,9,0,0,0,14,9,0,0,230,552,control
109,rush,2,cave,こだま洞くつ,3,7,2,1,1,7,7,10,5,4,1,0,2,4,3,37,0,0,9,55,0,0,10,0,0,0,13,10,0,0,552,1597,control
109,rush,3,brook,しずく湖畔,5,10,3,1,1,10,11,14,6,6,0,0,0,4,3,21,0,0,10,32,0,0,7,0,0,0,10,28,0,0,1597,1190,control
109,rush,4,volcano,ほむら火山,8,14,4,1,1,14,15,19,19,19,0,0,0,16,15,92,0,0,35,124,0,0,7,0,0,0,47,48,0,0,1190,1872,control
109,rush,5,tower,星晶の塔,12,20,5,1,0,19,20,0,45,45,0,0,0,40,40,185,0,0,85,298,0,0,7,0,0,0,123,124,0,0,1872,0,control
110,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,8,5,1,2,6,3,2,30,2,1,13,69,3,1,14,0,0,0,10,5,0,0,230,891,control
110,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,7,11,8,7,1,0,3,4,3,38,2,2,14,81,3,1,12,0,0,0,18,12,0,0,863,2319,control
