run,profile,profile_label,seed,status,completed,failed_stage,failure_reason,maxBattles,maxTurnsPerBattle,maxBossLosses,totalBattles,normalBattles,bossBattles,totalTurns,wins,losses,stalledBattles,timerOrTurnCaps,kos,guardTurns,maxGuardStreak,maxBattleTurns,guardLoopBattles,battles50Plus,battles100Plus,scoutAttempts,scoutSuccesses,zeroRewardScoutWins,scoutCharmPurchases,scoutCharmConsumed,scoutCharmWasted,charmWasteRate,fusions,fusionLevelDebt,levelRecoveryBattles,trainingBooks,trainingGold,freeHeals,questClaims,rankClaims,battleGold,questGold,rankGold,defeatGoldLost,goldInflow,goldSink,goldSinkRate,minGold,finalGold,finalHighestLevel,finalPlayerRank,firstBRankBattle,firstARankBattle,firstSRankBattle,finalOwned,finalDexDiscovered,finalDexScouted,bossesCleared,finalParty
71,balanced,バランス,4022196546,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,943,634,309,27262,626,317,0,0,990,125,1,227,0,131,98,59,15,13,0,1,1,1,0,0,0,3803,228180,943,43,12,471011,55830,6850,283729,533771,511909,0.9590423608626171,80,21862,100,13,,,,16,63,16,12,コーラルルーメ Lv100 / ルミネル Lv100 / クリスタゴン Lv100
72,collector,収集・配合,821857122,stuck,0,deep_sea_temple,boss_retry_cap,1000,400,80,889,642,247,10075,635,254,0,0,816,155,1,76,0,64,0,112,23,21,509,510,458,0.8980392156862745,1,50,0,3582,214920,889,41,12,334100,40380,6850,122334,381410,362704,0.9509556645080097,80,18706,100,13,267,,,23,52,25,10,ルミネル Lv97 / クリスタゴン Lv100 / グルーモス Lv99
73,rush,速攻,2413474600,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,631,333,298,2318,329,302,0,0,914,0,0,11,0,0,0,3,2,2,0,1,1,1,0,0,0,1270,76200,631,28,9,78549,12500,3550,17840,94679,94040,0.9932508792868535,80,639,60,10,,,,3,33,3,7,ペブロン Lv59 / ぷるミン Lv60 / プフバット Lv60
74,balanced,バランス,3265865549,stuck,0,demon_gate,boss_retry_cap,1000,400,80,702,470,232,28753,470,232,0,0,746,89,1,366,0,103,74,35,13,11,0,1,1,1,0,0,0,3588,215280,702,40,11,329765,43580,5600,145649,379025,360929,0.9522564474638876,80,18096,100,12,,,,14,54,14,11,ルーメンオウル Lv100 / コーラルルーメ Lv100 / ルミネル Lv100
75,collector,収集・配合,1417342317,completed,1,,,1000,400,80,748,530,218,17975,513,235,0,0,844,129,1,248,0,92,62,138,24,22,425,426,354,0.8309859154929577,2,74,0,4083,244980,748,45,11,351931,64480,5600,135784,422091,402014,0.9524344276471187,80,20077,100,12,320,551,,23,65,26,13,ドゥームゲイザー Lv92 / アビスジェリー Lv100 / コーラルルーメ Lv100
76,rush,速攻,2150450191,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,590,311,279,2187,310,280,0,0,897,0,0,9,0,0,0,2,2,2,0,1,1,1,0,0,0,1233,73980,590,28,9,74461,12500,3550,16022,90591,90002,0.9934982503780728,80,589,59,10,,,,3,34,3,7,ペブロン Lv56 / ぷるミン Lv58 / プフバット Lv59
77,balanced,バランス,1272236092,completed,1,,,1000,400,80,529,359,170,7754,340,189,0,0,624,96,1,234,0,32,30,60,13,12,0,1,1,1,0,0,0,3129,187740,529,43,10,213305,63480,4500,78947,281365,266687,0.947832886108791,80,14678,91,11,134,476,,14,60,14,13,ドゥームゲイザー Lv76 / ルーメンオウル Lv91 / アビスジェリー Lv86
78,collector,収集・配合,2259626649,stuck,0,demon_gate,boss_training_campaign_cap,1000,400,80,1000,725,275,47523,719,281,0,0,1011,267,1,320,0,187,181,86,27,24,590,591,538,0.9103214890016921,2,60,0,3654,219240,1000,43,13,445587,49780,8250,230181,503697,478921,0.9508116983027495,80,24776,100,14,61,530,751,26,59,30,11,コーラルルーメ Lv100 / アビスジェリー Lv100 / ルミネル Lv100
79,rush,速攻,1882423920,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,456,243,213,1752,238,218,0,0,641,0,0,11,0,0,0,2,2,2,0,1,1,1,0,0,0,806,48360,456,26,8,46821,10000,2750,10914,59651,59274,0.9936799047794672,59,377,50,9,,,,3,33,3,6,ペブロン Lv49 / リーフリン Lv49 / ぷるミン Lv50
80,balanced,バランス,3322768215,stuck,0,sky_ruins,boss_training_campaign_cap,1000,400,80,1000,668,332,18572,667,333,0,0,1094,337,1,136,0,121,102,52,13,11,0,1,1,1,0,0,0,4016,240960,1000,42,13,502154,54980,8250,303887,565464,544847,0.9635396771500927,80,20617,100,14,191,,,14,62,14,12,スノーフェア Lv100 / アビスフィン Lv100 / グルーモス Lv100
81,collector,収集・配合,3628861458,stuck,0,sky_ruins,boss_stalled,1000,400,80,864,623,241,36357,595,268,1,1,1040,236,1,400,0,244,147,81,22,20,496,497,430,0.8651911468812877,1,46,0,3854,231240,864,44,12,393571,55980,6850,181833,456481,437873,0.9592359813442399,80,18608,100,13,196,,,22,61,23,12,アビスジェリー Lv100 / ルーメンオウル Lv100 / 雲ぷる Lv80
82,rush,速攻,1570520334,stuck,0,tower,boss_retry_cap,1000,400,80,295,154,141,1073,157,138,0,0,459,0,0,9,0,0,0,2,2,2,0,1,1,1,0,0,0,325,19500,295,23,6,17344,6400,1550,5586,25374,25086,0.9886497990068575,80,288,33,7,,,,3,24,3,4,プフバット Lv32 / つぼみラビ Lv33 / ぷるミン Lv33
83,balanced,バランス,73030072,stuck,0,demon_gate,boss_retry_cap,1000,400,80,913,613,300,15458,603,310,0,0,1008,244,1,137,0,110,72,35,13,12,0,1,1,1,0,0,0,3933,235980,913,40,12,390946,41780,6850,185663,439656,421643,0.9590293320232182,80,18013,100,13,469,,,14,55,14,11,アビスフィン Lv100 / スノーフェア Lv100 / グルーモス Lv100
84,collector,収集・配合,2934331602,stuck,0,sky_ruins,boss_stalled,1000,400,80,777,577,200,20181,550,226,1,1,800,65,1,400,0,104,52,82,26,24,460,461,403,0.8741865509761388,2,64,71,3767,226020,777,44,12,296747,55980,6850,106442,359657,355462,0.9883361091261952,80,4195,95,13,165,678,,25,63,28,12,アビスジェリー Lv92 / 雲ぷる Lv89 / コーラルルーメ Lv95
85,rush,速攻,3154531745,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,402,211,191,1195,216,186,0,0,546,0,0,8,0,0,0,3,2,2,0,1,1,1,0,0,0,715,42900,402,26,7,40752,10000,2100,9609,52932,52509,0.99200861482657,80,423,47,8,,,,3,31,3,6,グルーモス Lv46 / ぷるミン Lv47 / プフバット Lv47
86,balanced,バランス,680427949,completed,1,,,1000,400,80,585,388,197,7262,397,188,0,0,623,94,1,324,0,25,24,41,14,12,0,1,1,1,0,0,0,4233,253980,585,44,11,277521,64330,5600,77942,347531,331922,0.9550860211031534,80,15609,99,12,485,,,15,60,15,13,雲ぷる Lv94 / ヘルナイト Lv92 / コーラルルーメ Lv99
87,collector,収集・配合,3385733810,stuck,0,sky_ruins,boss_training_campaign_cap,1000,400,80,1000,729,271,61059,705,295,0,0,1164,207,1,400,0,281,217,118,29,26,621,622,548,0.8810289389067524,3,108,0,3693,221580,1000,44,13,547624,55980,8250,330875,611934,583505,0.9535423754849379,80,28429,100,14,38,,,27,62,31,12,アビスジェリー Lv100 / ルーメンオウル Lv100 / コーラルルーメ Lv100
88,rush,速攻,608453641,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,608,318,290,2087,321,287,0,0,874,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,1269,76140,608,28,9,77098,12500,3550,16613,93228,92753,0.9949049641738533,80,475,60,10,,,,3,33,3,7,ドリモール Lv57 / ぷるミン Lv59 / プフバット Lv60
89,balanced,バランス,2296774934,completed,1,,,1000,400,80,688,455,233,6531,463,225,0,0,701,111,1,78,0,54,0,41,12,12,0,1,1,1,0,0,0,4276,256560,688,43,11,274423,63480,5600,66559,343583,323119,0.94043942802758,80,20464,96,12,604,,,13,61,13,13,アビスジェリー Lv96 / ヘルナイト Lv87 / ゲイルグリフ Lv90
90,collector,収集・配合,3711575718,completed,1,,,1000,400,80,612,429,183,13962,416,196,0,0,718,108,1,240,0,107,38,85,26,24,341,342,281,0.8216374269005848,0,0,0,3485,209100,612,44,11,271253,64330,5600,104244,341263,330394,0.968150663857494,80,10869,98,12,173,509,,27,61,27,13,ドゥームゲイザー Lv90 / アビスジェリー Lv97 / ルーメンオウル Lv98
91,rush,速攻,1727159599,stuck,0,tower,boss_retry_cap,1000,400,80,259,137,122,1004,138,121,0,0,366,0,0,12,0,0,0,2,2,2,0,1,1,1,0,0,0,305,18300,259,23,6,15441,6400,1550,4886,23471,23186,0.987857355885987,80,285,33,7,,,,3,22,3,4,トゲホッグ Lv32 / つぼみラビ Lv33 / ぷるミン Lv32
92,balanced,バランス,3420804338,completed,1,,,1000,400,80,721,481,240,7309,480,241,0,0,757,105,1,194,0,25,24,55,14,13,0,1,1,1,0,0,0,4103,246180,721,44,11,293874,64330,5600,92502,363884,338682,0.9307416649261853,80,25202,100,12,256,,,15,62,15,13,ヘルナイト Lv91 / 雲ぷる Lv93 / ヨミオオカミ Lv100
93,collector,収集・配合,603849899,completed,1,,,1000,400,80,771,541,230,15503,538,233,0,0,847,174,1,157,0,122,77,123,25,24,418,419,358,0.8544152744630071,2,74,0,3468,208080,771,45,12,331840,64480,6850,150840,403250,379820,0.9418970861748295,80,23430,100,13,378,,,24,64,28,13,ヘルナイト Lv92 / ルーメンオウル Lv97 / クラッグベア Lv100
94,rush,速攻,2654290990,stuck,0,tower,boss_retry_cap,1000,400,80,243,129,114,923,130,113,0,0,351,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,297,17820,243,23,6,14893,6400,1550,4829,22923,22649,0.9880469397548314,80,274,32,7,,,,3,23,3,4,トゲホッグ Lv31 / プフバット Lv32 / ぷるミン Lv32
95,balanced,バランス,405185522,stuck,0,demon_gate,boss_retry_cap,1000,400,80,782,530,252,16783,504,278,0,0,820,81,1,224,0,66,65,46,11,11,0,1,1,1,0,0,0,3549,212940,782,39,11,333851,36980,5600,145895,376511,358835,0.9530531644493786,80,17676,100,12,262,,,12,59,12,11,コーラルルーメ Lv100 / インプファング Lv100 / グルーモス Lv100
96,collector,収集・配合,760084684,completed,1,,,1000,400,80,578,403,175,8872,392,186,0,0,670,96,1,196,0,46,33,120,25,23,319,320,252,0.7875,0,0,0,3090,185400,578,44,10,246807,64330,4500,103525,315717,304875,0.9656591187677572,80,10842,99,11,213,455,,26,64,26,13,ドゥームゲイザー Lv87 / 雲ぷる Lv94 / ゲイルグリフ Lv99
97,rush,速攻,3500641616,stuck,0,tower,boss_retry_cap,1000,400,80,276,145,131,1063,147,129,0,0,425,0,0,13,0,0,0,2,2,2,0,1,1,1,0,0,0,316,18960,276,23,6,16383,6400,1550,5192,24413,24152,0.9893089747265801,80,261,33,7,,,,3,24,3,4,プフバット Lv32 / リーフリン Lv32 / ぷるミン Lv33
98,balanced,バランス,3637621136,completed,1,,,1000,400,80,556,370,186,9771,371,185,0,0,613,113,1,174,0,50,49,66,13,12,0,1,1,1,0,0,0,3503,210180,556,43,10,246331,63480,4500,80817,314391,290997,0.9255894729810968,80,23394,100,11,187,,,14,63,14,13,コーラルルーメ Lv100 / ヨミオオカミ Lv100 / アイアンマンティス Lv100
99,collector,収集・配合,170828314,completed,1,,,1000,400,80,555,380,175,2711,380,175,0,0,620,116,1,138,0,2,1,143,22,21,305,306,244,0.7973856209150327,1,13,0,2612,156720,555,45,10,214677,64480,4500,101120,283737,273090,0.9624758138698866,80,10647,79,11,516,516,516,22,61,24,13,ストームジン Lv79 / ドゥームゲイザー Lv74 / 雲ぷる Lv77
100,rush,速攻,2741345982,stuck,0,snowfield,boss_retry_cap,1000,400,80,346,183,163,1228,183,163,0,0,472,0,0,10,0,0,0,3,2,2,0,1,1,1,0,0,0,520,31200,346,25,7,27940,9000,2100,7575,39120,38775,0.991180981595092,80,345,41,8,,,,3,30,3,5,ドリモール Lv40 / ぷるミン Lv41 / プフバット Lv41
101,balanced,バランス,641412639,completed,1,,,1000,400,80,761,507,254,8613,508,253,0,0,825,186,1,167,0,50,23,47,14,13,0,1,1,1,0,0,0,3967,238020,761,44,11,359266,64330,5600,161887,429276,399907,0.9315848079091307,80,29369,100,12,195,,,15,63,15,13,雲ぷる Lv94 / アビスフィン Lv100 / クラッグベア Lv100
102,collector,収集・配合,377347288,completed,1,,,1000,400,80,758,535,223,16522,544,214,0,0,774,162,1,234,0,74,62,113,32,28,429,430,374,0.8697674418604651,3,77,0,3610,216600,758,45,12,350969,64480,6850,160294,422379,398344,0.943096129305671,80,24035,100,13,50,437,,30,65,36,13,パールセラフ Lv96 / ストームジン Lv84 / アビスジェリー Lv100
103,rush,速攻,3708142122,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,607,320,287,2372,318,289,0,0,908,0,0,10,0,0,0,3,2,2,0,1,1,1,0,0,0,1290,77400,607,28,9,78250,12500,3550,16416,94380,93816,0.9940241576605213,80,564,60,10,,,,3,35,3,7,ペブロン Lv58 / ぷるミン Lv59 / リーフリン Lv60
104,balanced,バランス,645093175,stuck,0,demon_gate,boss_retry_cap,1000,400,80,679,454,225,16522,456,223,0,0,742,163,1,235,0,83,53,41,14,12,0,1,1,1,1,10,0,3716,222960,679,43,11,316630,49780,5600,130915,372090,353875,0.9510467897551668,80,18215,100,12,136,,,14,57,16,11,コーラルルーメ Lv100 / ルミネル Lv100 / シンダーホーン Lv100
105,collector,収集・配合,1525037870,completed,1,,,1000,400,80,636,444,192,10834,442,194,0,0,749,154,1,141,0,79,24,73,25,23,346,347,299,0.861671469740634,1,40,0,3262,195720,636,45,11,283536,64480,5600,120586,353696,333606,0.9431998100063331,80,20090,100,12,77,529,,25,63,27,13,アビスジェリー Lv86 / ドゥームゲイザー Lv72 / クラッグベア Lv100
106,rush,速攻,2702540429,stuck,0,snowfield,boss_retry_cap,1000,400,80,324,171,153,1233,173,151,0,0,465,0,0,11,0,0,0,3,2,2,0,1,1,1,0,0,0,511,30660,324,25,7,27130,9000,2100,7321,38310,37981,0.991412163925868,80,329,40,8,,,,3,29,3,5,ペブロン Lv40 / ぷるミン Lv40 / プフバット Lv40
107,balanced,バランス,2802216727,stuck,0,demon_gate,boss_retry_cap,1000,400,80,717,479,238,28819,481,236,0,0,782,147,1,316,0,115,112,54,14,12,0,1,1,1,0,0,0,3731,223860,717,42,11,337774,49630,5600,150964,393084,374824,0.9535468245972871,80,18260,100,12,471,,,15,56,15,11,ルーメンオウル Lv100 / コーラルルーメ Lv100 / クリスタゴン Lv100
108,collector,収集・配合,547261379,completed,1,,,1000,400,80,727,512,215,17169,499,228,0,0,807,127,1,237,0,102,51,95,24,23,411,412,353,0.8567961165048543,0,0,0,3619,217140,727,44,11,379686,64330,5600,187999,449696,425689,0.9466150466092649,80,24007,100,12,518,518,,25,62,25,13,ドゥームゲイザー Lv100 / アビスジェリー Lv100 / ルーメンオウル Lv100
109,rush,速攻,4065138956,stuck,0,snowfield,boss_retry_cap,1000,400,80,333,174,159,1247,179,154,0,0,474,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,526,31560,333,25,7,28194,9000,2100,7444,39374,39004,0.9906029359475796,80,370,41,8,,,,3,28,3,5,ペブロン Lv40 / ぷるミン Lv41 / プフバット Lv41
110,balanced,バランス,792389158,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,823,552,271,24719,546,277,0,0,914,166,1,217,0,110,109,57,14,13,0,1,1,1,0,0,0,3389,203340,823,43,12,445355,55830,6850,282320,508115,485660,0.9558072483591313,80,22455,100,13,175,,,15,60,15,12,ルーメンオウル Lv100 / ヨミオオカミ Lv100 / スノーフェア Lv100
111,collector,収集・配合,1240333903,completed,1,,,1000,400,80,815,573,242,16243,572,243,0,0,867,169,1,157,0,107,73,102,26,24,464,465,411,0.8838709677419355,1,36,0,3567,214020,815,45,12,406099,64480,6850,215141,477509,452361,0.9473350240519027,80,25148,100,13,190,582,,26,62,28,13,ドゥームゲイザー Lv100 / アビスジェリー Lv100 / ルミネル Lv100
112,rush,速攻,91906996,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,462,241,221,1735,246,216,0,0,655,0,0,12,0,0,0,3,2,2,0,1,1,1,0,0,0,786,47160,462,26,8,45598,10000,2750,10864,58428,58024,0.9930855069487232,80,404,49,9,,,,3,33,3,6,トゲホッグ Lv48 / ぷるミン Lv49 / リーフリン Lv49
113,balanced,バランス,1043191270,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,822,548,274,3699,556,266,0,0,869,185,1,30,0,0,0,60,14,12,0,1,1,1,1,23,0,3752,225120,822,44,12,455136,55980,6850,271092,518046,496212,0.9578531636186748,80,21834,100,13,321,492,492,14,62,16,12,アビスフィン Lv100 / クラッグベア Lv100 / アイスタートル Lv100
114,collector,収集・配合,1965732563,completed,1,,,1000,400,80,938,686,252,28699,628,310,0,0,1030,168,1,285,0,149,106,150,26,24,561,562,458,0.8149466192170819,2,63,0,3532,211920,938,45,12,480643,64480,6850,286753,552053,526723,0.9541167243000219,80,25330,100,13,180,180,,25,64,29,13,ドゥームゲイザー Lv100 / アビスジェリー Lv100 / ルーメンオウル Lv100
115,rush,速攻,176885668,stuck,0,tower,boss_retry_cap,1000,400,80,302,158,144,1114,160,142,0,0,469,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,333,19980,302,23,6,17933,6400,1550,5726,25963,25706,0.9901012980010014,80,257,34,7,,,,3,24,3,4,プフバット Lv33 / つぼみラビ Lv34 / ぷるミン Lv33
116,balanced,バランス,3225717387,completed,1,,,1000,400,80,622,411,211,7524,421,201,0,0,684,100,1,167,0,32,32,62,13,12,0,1,1,1,0,0,0,3560,213600,622,43,11,341622,63480,5600,167458,410782,381058,0.9276404516264101,80,29724,100,12,115,393,393,14,61,14,13,雲ぷる Lv96 / シンダーホーン Lv100 / ヨミオオカミ Lv100
117,collector,収集・配合,1232790417,stuck,0,sky_ruins,boss_stalled,1000,400,80,704,501,203,32129,484,219,1,1,836,142,1,400,0,177,129,98,25,23,395,396,329,0.8308080808080808,1,40,0,3612,216720,704,44,11,287780,55980,5600,100687,349440,337157,0.9648494734432235,80,12283,100,12,175,,,25,63,27,12,アビスジェリー Lv96 / ルーメンオウル Lv95 / コーラルルーメ Lv100
118,rush,速攻,2693042993,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,549,285,264,2007,289,260,0,0,769,0,0,9,0,0,0,3,2,2,0,1,1,1,0,0,0,873,52380,549,26,8,52420,10000,2750,12484,65250,64864,0.9940842911877394,80,386,51,9,,,,3,32,3,6,トゲホッグ Lv51 / ぷるミン Lv51 / プフバット Lv51
119,balanced,バランス,2766242222,completed,1,,,1000,400,80,690,459,231,17649,462,228,0,0,731,79,1,274,0,81,63,47,15,14,0,1,1,1,0,0,0,4013,240780,690,44,11,332916,64330,5600,133839,402926,374619,0.9297464050470806,80,28307,100,12,524,524,,16,62,16,13,ドゥームゲイザー Lv96 / アビスジェリー Lv100 / ルーメンオウル Lv100
120,collector,収集・配合,1591024627,stuck,0,demon_gate,boss_training_campaign_cap,1000,400,80,1000,723,277,31246,720,280,0,0,1214,260,1,246,0,209,109,93,26,24,588,589,548,0.9303904923599321,3,97,0,3875,232500,1000,43,13,460134,49780,8250,234204,518244,496104,0.957278810753236,80,22140,100,14,239,,,24,58,26,11,ヘルナイト Lv24 / アビスジェリー Lv100 / ルミネル Lv100
121,rush,速攻,3166111137,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,529,275,254,1880,279,250,0,0,764,0,0,8,0,0,0,4,2,2,0,1,1,1,0,0,0,853,51180,529,26,8,50727,10000,2750,11969,63557,63149,0.9935805654766587,80,408,50,9,,,,3,34,3,6,リーフリン Lv50 / ぷるミン Lv50 / プフバット Lv50
122,balanced,バランス,2074059783,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,977,650,327,12352,656,321,0,0,1042,306,1,74,0,129,0,49,11,11,0,1,1,1,0,0,0,3698,221880,977,41,12,515234,47980,6850,326917,570144,548797,0.9625585816916428,80,21347,100,13,429,,,12,61,12,12,スチールバグ Lv100 / スノーフェア Lv100 / クリスタゴン Lv100
123,collector,収集・配合,2535837883,completed,1,,,1000,400,80,565,389,176,4432,393,172,0,0,592,92,1,67,0,17,0,100,29,26,305,306,252,0.8235294117647058,1,5,0,2583,154980,565,45,10,208706,64480,4500,96516,277766,266746,0.9603263178358762,80,11020,83,11,135,135,,29,61,30,13,ストームジン Lv75 / ドゥームゲイザー Lv72 / アビスジェリー Lv83
124,rush,速攻,2682444706,stuck,0,tower,boss_retry_cap,1000,400,80,266,139,127,927,143,123,0,0,382,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,311,18660,266,23,6,15916,6400,1550,4974,23946,23634,0.9869706840390879,80,312,32,7,,,,3,25,3,4,プフバット Lv31 / アワマリン Lv31 / ぷるミン Lv32
125,balanced,バランス,1629301799,completed,1,,,1000,400,80,680,458,222,12243,444,236,0,0,785,112,1,356,0,60,23,57,15,14,0,1,1,1,0,0,0,4314,258840,680,44,11,283927,64330,5600,80211,353937,339051,0.9579416675849092,80,14886,97,12,360,,,16,63,16,13,ヘルナイト Lv93 / 雲ぷる Lv93 / コーラルルーメ Lv97
126,collector,収集・配合,3221621465,completed,1,,,1000,400,80,644,445,199,6501,451,193,0,0,642,106,1,144,0,49,1,72,27,26,343,344,303,0.8808139534883721,0,0,0,3185,191100,644,44,11,254257,64330,5600,99501,324267,307751,0.949066664199564,80,16516,92,12,182,612,,28,61,28,13,ストームジン Lv77 / ドゥームゲイザー Lv71 / アビスジェリー Lv92
127,rush,速攻,2585496358,stuck,0,snowfield,boss_retry_cap,1000,400,80,353,186,167,1387,187,166,0,0,532,0,0,11,0,0,0,3,2,2,0,1,1,1,0,0,0,525,31500,353,25,7,28507,9000,2100,7876,39687,39376,0.9921636808022778,80,311,41,8,,,,3,27,3,5,ペブロン Lv40 / ぷるミン Lv41 / プフバット Lv40
128,balanced,バランス,3073237371,stuck,0,demon_gate,boss_retry_cap,1000,400,80,765,540,225,30527,456,309,0,0,975,67,1,379,0,86,83,93,13,11,0,1,1,1,1,3,0,3657,219420,765,43,11,335214,49780,5600,153471,390674,372891,0.9544812298745246,8,17783,100,12,,,,13,55,15,11,ルーメンオウル Lv100 / コーラルルーメ Lv100 / スノーフェア Lv100
129,collector,収集・配合,1938556217,stuck,0,demon_gate,boss_retry_cap,1000,400,80,893,644,249,40314,640,253,0,0,984,242,1,310,0,183,155,61,24,21,539,540,497,0.9203703703703704,2,79,0,3374,202440,893,43,12,439511,49780,6850,241287,496221,470677,0.9485229363529556,80,25544,100,13,62,,,23,58,26,11,コーラルルーメ Lv100 / アビスジェリー Lv100 / ルミネル Lv100
130,rush,速攻,2189854900,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,476,248,228,1664,253,223,0,0,681,0,0,11,0,0,0,2,2,2,0,1,1,1,0,0,0,823,49380,476,26,8,48115,10000,2750,11180,60945,60560,0.9936828287800475,80,385,50,9,,,,3,33,3,6,トゲホッグ Lv50 / ぷるミン Lv50 / プフバット Lv50
131,balanced,バランス,924086373,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,821,551,270,19491,551,270,0,0,929,195,1,153,0,122,112,38,15,12,0,1,1,1,1,39,0,3899,233940,821,44,12,440705,55980,6850,246769,503615,480709,0.9545168432234942,80,22906,100,13,43,,,15,61,17,12,アビスジェリー Lv100 / ゲイルグリフ Lv100 / ルミネル Lv100
132,collector,収集・配合,1978101087,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,873,704,169,9577,403,470,0,0,1162,180,1,58,0,3,0,32,13,12,303,304,283,0.930921052631579,1,34,0,1338,80280,873,34,10,118419,14780,4500,40588,137779,136018,0.9872186617699359,8,1761,66,11,268,273,,13,34,15,7,グルーモス Lv66 / クリスタゴン Lv58 / リーファウル Lv58
133,rush,速攻,495512922,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,479,249,230,1657,255,224,0,0,679,0,0,9,0,0,0,2,2,2,0,1,1,1,0,0,0,841,50460,479,26,8,49483,10000,2750,11429,62313,61889,0.993195641358946,80,424,50,9,,,,3,31,3,6,トゲホッグ Lv50 / ぷるミン Lv50 / プフバット Lv50
134,balanced,バランス,334120896,completed,1,,,1000,400,80,910,606,304,22672,608,302,0,0,991,175,1,274,0,122,58,60,14,13,0,1,1,1,0,0,0,3934,236040,910,44,12,464998,64330,6850,270729,536258,506769,0.9450096781772953,80,29489,100,13,363,,,15,61,15,13,雲ぷる Lv100 / アビスフィン Lv100 / ルミネル Lv100
135,collector,収集・配合,1794806981,stuck,0,sky_ruins,campaign_battle_cap_at_boss,1000,400,80,1000,722,278,44563,711,289,0,0,1065,175,1,335,0,168,128,88,27,25,601,602,542,0.9003322259136213,2,52,0,3508,210480,1000,44,13,552270,55980,8250,343949,616580,584479,0.947937007363197,80,32101,100,14,185,,,26,63,29,12,アビスジェリー Lv100 / コーラルルーメ Lv100 / ルミネル Lv100
136,rush,速攻,789978726,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,428,225,203,1519,228,200,0,0,603,0,0,9,0,0,0,3,2,2,0,1,1,1,0,0,0,752,45120,428,26,8,42697,10000,2750,9938,55527,55058,0.9915536585805104,80,469,48,9,,,,3,32,3,6,トゲホッグ Lv47 / ぷるミン Lv48 / プフバット Lv48
137,balanced,バランス,1369426216,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,733,487,246,19428,497,236,0,0,776,140,1,156,0,130,112,47,15,14,0,1,1,1,0,0,0,3820,229200,733,43,11,408808,55830,5600,219016,470318,448216,0.9530062638470141,80,22102,100,12,,,,16,63,16,12,アビスジェリー Lv100 / クラッグベア Lv100 / ルミネル Lv100
138,collector,収集・配合,1238572424,completed,1,,,1000,400,80,668,469,199,12278,464,204,0,0,635,134,1,195,0,67,56,123,26,24,367,368,299,0.8125,2,54,0,3554,213240,668,45,11,325782,64480,5600,142234,395942,373824,0.9441382828798157,80,22118,100,12,49,389,,25,63,29,13,パールセラフ Lv100 / ドゥームゲイザー Lv98 / アビスジェリー Lv100
139,rush,速攻,1254203092,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,418,223,195,1415,226,192,0,0,555,0,0,8,0,0,0,6,2,2,0,1,1,1,0,0,0,995,59700,418,28,8,56853,12500,2750,11875,72183,71575,0.9915769641051217,80,608,54,9,,,,3,34,3,7,シンドレイク Lv51 / ペブロン Lv53 / ぷるミン Lv54
140,balanced,バランス,21197780,stuck,0,sky_ruins,campaign_battle_cap_at_boss,1000,400,80,1000,673,327,24176,659,341,0,0,1104,173,1,243,0,90,83,43,13,12,0,1,1,1,1,19,0,3787,227220,1000,44,12,466027,55980,6850,280058,528937,507278,0.9590518341503809,80,21659,100,13,687,,,13,61,15,12,コーラルルーメ Lv100 / スノーフェア Lv100 / クリスタゴン Lv100
141,collector,収集・配合,3820778426,stuck,0,demon_gate,boss_training_campaign_cap,1000,400,80,1000,725,275,49859,700,300,0,0,1036,146,1,360,0,235,178,95,25,23,592,593,530,0.893760539629005,1,48,0,3740,224400,1000,43,13,448202,49780,8250,227572,506312,481572,0.9511368484254767,80,24740,100,14,436,774,,25,60,27,11,ルーメンオウル Lv100 / コーラルルーメ Lv100 / ルミネル Lv100
142,rush,速攻,4045756371,stuck,0,snowfield,boss_retry_cap,1000,400,80,363,190,173,1366,193,170,0,0,529,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,551,33060,363,25,7,30262,9000,2100,7976,41442,41036,0.9902031755224169,80,406,42,8,,,,3,27,3,5,ペブロン Lv41 / ぷるミン Lv42 / プフバット Lv41
