run,profile,profile_label,seed,initialStateHash,status,completed,failed_stage,failure_reason,maxBattles,maxTurnsPerBattle,maxBossLosses,totalBattles,normalBattles,bossBattles,totalTurns,wins,losses,kos,guardTurns,maxGuardStreak,maxBattleTurns,guardLoopBattles,battles50Plus,battles100Plus,stalledBattles,timerOrTurnCaps,scoutAttempts,scoutSuccesses,scoutCharmPurchases,scoutCharmGold,scoutCharmConsumed,scoutCharmWasted,zeroRewardScoutWins,scoutEncountersByStage,scoutSuccessesByStage,fusions,fusionLevelDebt,levelRecoveryBattles,equips,trainingBooks,trainingGold,freeHeals,freeHealPoints,questClaims,questGold,rankClaims,rankGold,battleGold,defeatGoldLost,firstBRankBattle,firstARankBattle,firstSRankBattle,minGold,actions,finalGold,finalHighestLevel,finalPlayerRank,finalOwned,finalDexDiscovered,finalDexScouted,finalParty,finalPartyData,bossesCleared,goldInflow,goldSink,goldSinkRate,charmWasteRate,sourceRandomCalls,scenario
137,balanced,バランス,2208425659,d92846d04863b404f118e3cfbdbae0dd1e4b8c9a3f362df18e328345b6ebbdf5,completed,1,,,400,200,40,150,96,54,682,100,50,161,18,1,20,0,0,0,0,0,17,5,0,0,1,1,5,[object Object],[object Object],0,0,0,6,204,12240,150,7211,27,7880,5,1100,9609,5008,,,,80,[object Object],1421,26,6,6,22,6,ルミネル Lv24 / リーファウル Lv26 / ギアビット Lv26,"[object Object],[object Object],[object Object]",5,18669,17248,0.9238845144356955,1,4073,control
138,collector,収集・配合,1624905205,ad21e82f633bc1873e596fb5ed76b1d88842242163bb580d3abb658b27bd686d,completed,1,,,400,200,40,132,85,47,562,92,40,121,24,1,18,0,0,0,0,0,24,11,66,3300,67,60,9,[object Object],[object Object],0,0,0,11,99,5940,132,6079,28,8780,5,1100,9033,7912,,,,80,[object Object],1841,23,6,12,25,12,クラッグベア Lv22 / クリスタゴン Lv23 / ルミネル Lv22,"[object Object],[object Object],[object Object]",5,18993,17152,0.9030695519401885,0.8955223880597015,3478,control
139,rush,速攻,1327552686,ffd4976db15999d4111a746ef2a34b6b25d9ce7b772e441a82c928f4385c64b5,stuck,0,tower,boss_retry_cap,400,200,40,214,115,99,779,115,99,276,0,0,8,0,0,0,0,0,4,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,229,13740,214,9170,23,6400,5,1100,10919,4480,,,,80,[object Object],279,29,6,3,25,3,ヒノコぐま Lv26 / つぼみラビ Lv29 / ぷるミン Lv29,"[object Object],[object Object],[object Object]",4,18499,18220,0.9849181036812801,1,5067,control
140,balanced,バランス,3848226984,f792faadcf2dc6aa56bed85fb13678ca449640cad792e6d06560b4dcec9a5508,completed,1,,,400,200,40,130,86,44,512,79,51,143,10,1,16,0,0,0,0,0,15,5,0,0,1,1,5,[object Object],[object Object],0,0,0,6,164,9840,130,5294,26,6980,5,1100,8070,4989,,,,80,[object Object],1401,24,6,6,24,6,ルーメンオウル Lv21 / リーファウル Lv24 / アッシュインプ Lv24,"[object Object],[object Object],[object Object]",5,16230,14829,0.9136783733826248,1,3216,control
141,collector,収集・配合,836564670,55484b8c41bad81d0c47bc4f08c1337f631fadd10cc83cab8d723a9b03e0c3c6,completed,1,,,400,200,40,136,85,51,653,91,45,132,23,1,20,0,0,0,0,0,30,11,61,3050,62,54,10,[object Object],[object Object],0,0,0,9,77,4620,136,5673,27,7580,5,1100,7338,7226,,,,80,[object Object],1202,23,6,12,25,12,クラッグベア Lv18 / クリスタゴン Lv19 / リーファウル Lv23,"[object Object],[object Object],[object Object]",5,16098,14896,0.9253323394210461,0.8709677419354839,3835,control
142,rush,速攻,516932417,7a167e432d13343ea1cfb82c745d85852f19f2f43759bbf1b3ff10204a15130a,stuck,0,tower,boss_retry_cap,400,200,40,204,109,95,773,111,93,306,0,0,10,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,244,14640,204,12983,23,6400,5,1100,11378,3987,,,,80,[object Object],331,29,6,3,24,3,プフバット Lv28 / つぼみラビ Lv29 / ぷるミン Lv29,"[object Object],[object Object],[object Object]",4,18958,18627,0.9825403523578436,1,4944,control
143,balanced,バランス,2561102609,c294a841490cc23b85737fa56919cd5aaada60b4f9ae4b031b1739d663c17374,completed,1,,,400,200,40,112,71,41,450,74,38,95,23,1,15,0,0,0,0,0,10,5,0,0,1,1,4,[object Object],[object Object],0,0,0,6,150,9000,112,5452,26,6980,5,1100,6832,4276,,,,80,[object Object],1716,23,6,6,22,6,クラッグベア Lv19 / ドリモール Lv23 / アッシュインプ Lv23,"[object Object],[object Object],[object Object]",5,14992,13276,0.8855389541088581,1,2809,control
144,collector,収集・配合,3326885937,05dd4c363458661b3737c82523c4fea8dcea94b7c5d67308b0a6f05446aba083,completed,1,,,400,200,40,193,129,64,1144,134,59,205,32,1,26,0,0,0,0,0,19,10,96,4800,97,84,9,[object Object],[object Object],1,5,0,8,146,8760,193,15290,30,9830,6,1550,13595,9660,,,,80,[object Object],1835,29,7,10,24,12,グルーモス Lv25 / ギアビット Lv27 / リーファウル Lv29,"[object Object],[object Object],[object Object]",5,25055,23220,0.9267611255238475,0.865979381443299,6115,control
145,rush,速攻,2533169067,1fb6414260edd7b8fd01094c1440a6340a07f6b5889c66fe20a8652f3b0cad2c,stuck,0,tower,boss_retry_cap,400,200,40,162,89,73,612,89,73,218,0,0,11,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,220,13200,162,6615,23,6400,5,1100,9331,3388,,,,80,[object Object],323,28,6,3,23,3,トゲホッグ Lv27 / リーフリン Lv28 / ぷるミン Lv28,"[object Object],[object Object],[object Object]",4,16911,16588,0.9809000059133108,1,3936,control
146,balanced,バランス,3834287517,3948f0e0dc0ca7a7ea4739124c8c187ccdf3ac3f914416bf0ffc7bd7e4eb4992,completed,1,,,400,200,40,74,45,29,331,51,23,83,13,1,13,0,0,0,0,0,14,6,0,0,1,1,5,[object Object],[object Object],0,0,0,7,118,7080,74,3466,27,8180,4,750,4442,4015,,,,80,[object Object],2357,21,5,7,22,7,グルーモス Lv21 / シンダーホーン Lv19 / リーファウル Lv20,"[object Object],[object Object],[object Object]",5,13452,11095,0.8247844186738031,1,2008,control
147,collector,収集・配合,2109199084,3a8ebaefffa35e48cf536268b1857e6ccc662e0b2a97d1119d76243410cc68fe,completed,1,,,400,200,40,82,46,36,384,52,30,101,15,1,14,0,0,0,0,0,19,11,34,1700,35,27,10,[object Object],[object Object],0,0,0,9,41,2460,82,4598,27,7580,4,750,3600,6490,,,,80,[object Object],1360,18,5,12,23,12,クラッグベア Lv18 / クリスタゴン Lv16 / シンダーホーン Lv16,"[object Object],[object Object],[object Object]",5,12010,10650,0.8867610324729392,0.7714285714285715,2265,control
148,rush,速攻,3540742161,60ed8059df3089fc91392566fe9d6d08fb15a4d16c1e53067443711859937195,stuck,0,tower,boss_retry_cap,400,200,40,148,81,67,540,83,65,198,0,0,11,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,215,12900,148,5579,23,6400,5,1100,8871,3236,,,,80,[object Object],315,27,6,3,22,3,ドリモール Lv27 / プフバット Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,16451,16136,0.9808522278280956,1,3513,control
149,balanced,バランス,4066140267,4008c84ebc306a3f6873e154911480214e1a7dbb100870e62f7a1f104c34efcf,completed,1,,,400,200,40,109,68,41,478,76,33,121,20,1,18,0,0,0,0,0,21,6,0,0,1,1,4,[object Object],[object Object],0,0,0,7,195,11700,109,5701,28,9080,5,1100,7918,5055,,,,80,[object Object],1423,26,6,7,21,7,グルーモス Lv24 / ギアビット Lv25 / トゲホッグ Lv26,"[object Object],[object Object],[object Object]",5,18178,16755,0.9217185608977886,1,2901,control
150,collector,収集・配合,2089171027,2234e4c34d0b2b906958cfd9e5d1002e6ab3572af8d2b8cce8d252592dc3c4bc,completed,1,,,400,200,40,97,58,39,494,61,36,114,17,1,25,0,0,0,0,0,33,8,37,1850,38,28,7,[object Object],[object Object],0,0,0,9,50,3000,97,2854,26,6980,4,750,4120,5781,,,,80,[object Object],1299,17,5,9,22,9,ルーメンオウル Lv16 / シンダーホーン Lv17 / クリスタゴン Lv16,"[object Object],[object Object],[object Object]",5,11930,10631,0.8911148365465213,0.7368421052631579,2780,control
151,rush,速攻,493040609,6cb6959cdffa6a4cc75a817f45aae67b11b03f974827c1e42f3be2cc020a1374,stuck,0,tower,boss_retry_cap,400,200,40,159,91,68,582,84,75,221,0,0,10,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,221,13260,159,8317,23,6400,5,1100,9339,3361,,,,80,[object Object],298,27,6,3,24,3,トゲホッグ Lv26 / プフバット Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,16919,16621,0.982386665878598,1,3766,control
152,balanced,バランス,3540056161,4badb6742d592b24728a9395fd0f99bb89977ae99a40069e8e2937d27a560c8e,completed,1,,,400,200,40,149,96,53,588,100,49,164,26,1,22,0,0,0,0,0,15,7,0,0,1,1,6,[object Object],[object Object],0,0,0,5,212,12720,149,7471,27,7880,5,1100,10534,5442,,,,80,[object Object],1432,28,6,8,24,8,グルーモス Lv25 / アッシュインプ Lv25 / プフバット Lv28,"[object Object],[object Object],[object Object]",5,19594,18162,0.9269164029805043,1,3716,control
153,collector,収集・配合,1227145058,9b6236a33de1bbd0d7d42fb87df6ea892ef45fa9eb1103e0774e3fc3c7d78f38,completed,1,,,400,200,40,119,75,44,652,76,43,126,25,1,41,0,0,0,0,0,52,10,58,2900,59,47,9,[object Object],[object Object],0,0,0,9,66,3960,119,4756,27,7580,5,1100,7625,8119,,,,80,[object Object],1406,22,6,11,22,11,ルーメンオウル Lv21 / シンダーホーン Lv22 / グルーモス Lv22,"[object Object],[object Object],[object Object]",5,16385,14979,0.9141898077509918,0.7966101694915254,3543,control
154,rush,速攻,1380775007,3f7fe0c06b933a3a101201d63e308d47b4cd5a87e63d20dcce23b7e85f740fd4,stuck,0,tower,boss_retry_cap,400,200,40,127,70,57,470,73,54,170,0,0,10,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,203,12180,127,5133,23,6400,4,750,8171,2963,,,,80,[object Object],258,27,5,3,23,3,ドリモール Lv26 / つぼみラビ Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,15401,15143,0.9832478410492825,1,3037,control
155,balanced,バランス,787793054,2a1631f35ae89fc7c3612c7aae4533554af910dec2364cca49520a21ea2640c6,completed,1,,,400,200,40,89,55,34,367,61,28,98,14,1,15,0,0,0,0,0,16,6,0,0,1,1,5,[object Object],[object Object],0,0,0,7,133,7980,89,4414,27,8180,4,750,5446,4158,,,,80,[object Object],2318,21,5,7,24,7,クリスタゴン Lv19 / リーファウル Lv21 / ギアビット Lv21,"[object Object],[object Object],[object Object]",5,14456,12138,0.8396513558384062,1,2288,control
156,collector,収集・配合,1956534569,087042c2fb308a93b466c253ad932737fc4cd50b4c674ab6f875d2aa550cf86a,completed,1,,,400,200,40,111,68,43,556,75,36,103,22,1,18,0,0,0,0,0,59,11,51,2550,52,40,10,[object Object],[object Object],0,0,0,9,73,4380,111,4983,28,8780,5,1100,5797,7411,,,,80,[object Object],1416,19,6,12,22,12,ルーメンオウル Lv19 / クリスタゴン Lv19 / シンダーホーン Lv19,"[object Object],[object Object],[object Object]",5,15757,14341,0.9101351780161199,0.7692307692307693,3143,control
157,rush,速攻,4223251649,4d890ce77eda7eda9f1d10536923fbc5ddbef505d82a1ae561c97004805f42af,completed,1,,,400,200,40,117,67,50,415,66,51,153,0,0,10,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,181,10860,117,4359,24,7200,4,750,7248,2891,,,,80,[object Object],1527,26,5,3,23,3,ドリモール Lv25 / プフバット Lv26 / ぷるミン Lv25,"[object Object],[object Object],[object Object]",5,15278,13751,0.9000523628747218,1,2745,control
158,balanced,バランス,1556533109,a9ea0b49ae9d696963a2f0971c80088efe9f2aa77d274f2a07de3c004082180e,completed,1,,,400,200,40,95,59,36,418,64,31,100,11,1,21,0,0,0,0,0,15,5,0,0,1,1,5,[object Object],[object Object],0,0,0,6,147,8820,95,4565,26,6980,4,750,6409,3943,,,,80,[object Object],1456,23,5,6,24,6,シンダーホーン Lv21 / クリスタゴン Lv21 / アクアン Lv23,"[object Object],[object Object],[object Object]",5,14219,12763,0.8976018004079049,1,2524,control
159,collector,収集・配合,624379431,6605bbb23821ca529ba7d3d207486cf9fadee0f0ce4185388eccbefc5c4f9ac5,completed,1,,,400,200,40,119,76,43,496,83,36,105,19,1,21,0,0,0,0,0,23,9,53,2650,54,46,7,[object Object],[object Object],0,0,0,8,71,4260,119,4655,27,8180,5,1100,6366,6986,,,,80,[object Object],1830,20,6,10,25,10,シンダーホーン Lv20 / クラッグベア Lv18 / グルーモス Lv20,"[object Object],[object Object],[object Object]",5,15726,13896,0.8836322014498283,0.8518518518518519,3074,control
160,rush,速攻,983779669,7d129d49ba144ec534eb9c2ffaeb9bdc4a2ab823ff78801193e58b2cffde16f2,stuck,0,volcano,boss_retry_cap,400,200,40,123,69,54,460,65,58,176,0,0,11,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,126,7560,123,5545,20,4320,4,750,4828,2222,,,,80,[object Object],196,22,5,3,17,3,ぷるミン Lv21 / つぼみラビ Lv21 / プフバット Lv22,"[object Object],[object Object],[object Object]",3,9978,9782,0.9803567849268391,1,2949,control
161,balanced,バランス,1508746404,059ccd8c7b57645107eaa987f8ee08e877bc7cc16070e0dd2b52bdc74ab67df5,completed,1,,,400,200,40,96,61,35,354,67,29,84,9,1,18,0,0,0,0,0,11,7,0,0,1,1,5,[object Object],[object Object],0,0,0,7,156,9360,96,3578,27,8180,5,1100,7406,4770,,,,80,[object Object],2636,24,6,8,22,8,ルーメンオウル Lv22 / シンドレイク Lv24 / つぼみラビ Lv24,"[object Object],[object Object],[object Object]",5,16766,14130,0.8427770487892162,1,2335,control
162,collector,収集・配合,2833970566,7ccf05e90e3848d5b1483ffde2529fa4c8ebc00f87a5de1e6693d0410d39b4cb,completed,1,,,400,200,40,118,73,45,727,76,42,133,31,1,33,0,0,0,0,0,24,12,50,2500,51,40,11,[object Object],[object Object],0,0,0,11,60,3600,118,5455,27,7580,5,1100,6405,7682,,,,80,[object Object],1383,20,6,13,23,13,ルーメンオウル Lv19 / シンダーホーン Lv20 / ルミネル Lv20,"[object Object],[object Object],[object Object]",5,15165,13782,0.9088031651829871,0.7843137254901961,3702,control
163,rush,速攻,1049804410,ea46b2db4656e991cd0df6c0e0e2c3d25c1f4733f77312fb612332d1973630f4,stuck,0,tower,boss_retry_cap,400,200,40,171,100,71,653,87,84,241,0,0,10,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,219,13140,171,10782,23,6400,5,1100,9456,3606,,,,46,[object Object],290,28,6,3,23,3,トゲホッグ Lv26 / プフバット Lv27 / ぷるミン Lv28,"[object Object],[object Object],[object Object]",4,17036,16746,0.982977224700634,1,4117,control
164,balanced,バランス,2602278183,b265a119a18f79898adddb037c344115d97b6fac1aac5509e6e80e69f51d673d,completed,1,,,400,200,40,71,43,28,323,50,21,69,18,1,24,0,0,0,0,0,16,8,0,0,1,1,6,[object Object],[object Object],0,0,0,7,105,6300,71,3139,27,8180,4,750,4268,5004,,,,80,[object Object],1974,21,5,9,23,9,ルーメンオウル Lv15 / ギアビット Lv20 / トゲホッグ Lv21,"[object Object],[object Object],[object Object]",5,13278,11304,0.851333032083145,1,1906,control
165,collector,収集・配合,3687461752,63b8f8e16f8db9a37d9e216040387d2edc6ba15408a81e650eecff7e589f0df5,completed,1,,,400,200,40,83,49,34,423,56,27,102,18,1,23,0,0,0,0,0,42,14,40,2000,41,28,12,[object Object],[object Object],0,0,0,11,56,3360,83,5267,29,9630,4,750,4463,7547,,,,80,[object Object],2016,18,5,15,23,15,クラッグベア Lv17 / ルミネル Lv18 / シンダーホーン Lv18,"[object Object],[object Object],[object Object]",5,14923,12907,0.8649065201367018,0.6829268292682927,2406,control
166,rush,速攻,880755237,4a3557e067bca2f4198270d39d00594d5053efe1442355404b360a49fbf87d14,stuck,0,tower,boss_retry_cap,400,200,40,186,102,84,719,100,86,226,0,0,9,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,221,13260,186,7118,23,6400,5,1100,9605,3616,,,,80,[object Object],309,28,6,3,25,3,ペブロン Lv27 / アワマリン Lv27 / ぷるミン Lv28,"[object Object],[object Object],[object Object]",4,17185,16876,0.9820192027931336,1,4520,control
167,balanced,バランス,2016156708,4fa2582591bdf11e616fb3bcb999217aa8bde108109e4f260e10d63c7e4025d7,completed,1,,,400,200,40,111,70,41,474,75,36,121,15,1,24,0,0,0,0,0,15,7,0,0,1,1,6,[object Object],[object Object],0,0,0,6,154,9240,111,5294,27,8180,5,1100,7708,5408,,,,80,[object Object],2420,24,6,8,22,8,クリスタゴン Lv22 / リーファウル Lv24 / ヒノコぐま Lv24,"[object Object],[object Object],[object Object]",5,17068,14648,0.8582142020154675,1,2895,control
168,collector,収集・配合,3153757766,c6c782484c89808663938396d8c241551ed6e7dcf9b66bd2731455cd7d0cb113,completed,1,,,400,200,40,169,113,56,969,113,56,168,20,1,43,0,0,0,0,0,32,9,77,3850,78,65,8,[object Object],[object Object],0,0,0,8,85,5100,169,8401,28,9080,5,1100,10442,9428,,,,80,[object Object],2324,25,6,10,24,10,ルーメンオウル Lv23 / グルーモス Lv24 / リーファウル Lv25,"[object Object],[object Object],[object Object]",5,20702,18378,0.8877403149454159,0.8333333333333334,5210,control
169,rush,速攻,2772042677,e27ebdf602d034e9c7fbccb128e2a361f362871af75ffd8f3acba3f648fb01c8,completed,1,,,400,200,40,150,83,67,474,83,67,194,0,0,8,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,209,12540,150,5112,24,7200,5,1100,8867,3205,,,,80,[object Object],1502,27,6,3,23,3,グルーモス Lv25 / プフバット Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",5,17247,15745,0.9129123905606772,1,3278,control
170,balanced,バランス,2431153396,9f763bab0fa3def7fc64c35f93a1fb2453d6309bca80cb33abf70b9af299fad7,completed,1,,,400,200,40,81,51,30,317,57,24,53,11,1,21,0,0,0,0,0,16,6,0,0,1,1,4,[object Object],[object Object],0,0,0,5,127,7620,81,2164,27,8180,4,750,4832,3806,,,,80,[object Object],2416,21,5,7,23,7,ルーメンオウル Lv20 / ギアビット Lv20 / ぷるミン Lv21,"[object Object],[object Object],[object Object]",5,13842,11426,0.8254587487357319,1,1992,control
171,collector,収集・配合,163029703,0e676ade31bd8c8cf0cce6d3be369fab38c006e11c3e432842fe530af624527b,completed,1,,,400,200,40,123,75,48,638,81,42,141,18,1,18,0,0,0,0,0,40,11,53,2650,54,43,10,[object Object],[object Object],0,0,0,10,82,4920,123,6330,28,8780,5,1100,6345,7519,,,,80,[object Object],1216,21,6,12,24,12,グルーモス Lv21 / ルミネル Lv20 / クリスタゴン Lv21,"[object Object],[object Object],[object Object]",5,16305,15089,0.9254216498006747,0.7962962962962963,3591,control
172,rush,速攻,1397419603,3dcfbbe7704405bb4d302423e1cca630a8a46c6519a2a448e8bfa73ad1a7b90e,stuck,0,tower,boss_retry_cap,400,200,40,196,106,90,766,106,90,257,0,0,11,0,0,0,0,0,5,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,231,13860,196,8054,23,6400,5,1100,10303,3753,,,,80,[object Object],270,29,6,3,24,3,アワマリン Lv26 / リーフリン Lv28 / ぷるミン Lv29,"[object Object],[object Object],[object Object]",4,17883,17613,0.9849018621036739,1,4782,control
173,balanced,バランス,1814614354,cd3ee39ad8e7fc79d6780090f255b1eb66ab4ba2618f2d0d2c848039a383b5cc,completed,1,,,400,200,40,144,92,52,654,99,45,143,19,1,25,0,0,0,0,0,9,7,0,0,1,1,5,[object Object],[object Object],0,0,0,8,211,12660,144,4636,28,9080,5,1100,10865,6085,,,,80,[object Object],2380,28,6,8,23,8,ルミネル Lv26 / ドリモール Lv28 / アクアン Lv28,"[object Object],[object Object],[object Object]",5,21125,18745,0.8873372781065089,1,3926,control
174,collector,収集・配合,2630351494,0b29c3de04c2bc31388d0368e6b9a4526a2e0966ca74f537cfccd65acb7029ad,completed,1,,,400,200,40,161,109,52,853,107,54,151,23,1,56,0,1,0,0,0,39,10,71,3550,72,59,8,[object Object],[object Object],0,0,0,8,97,5820,161,6654,28,8780,5,1100,9548,8275,,,,80,[object Object],1863,23,6,11,25,11,ルーメンオウル Lv22 / グルーモス Lv23 / シンドレイク Lv23,"[object Object],[object Object],[object Object]",5,19508,17645,0.9045007176542956,0.8194444444444444,4651,control
175,rush,速攻,459469202,80cc6b031c94ee8a8c98db001f155d99d74dc6bb073f85e0078c70a50b13776e,stuck,0,volcano,boss_retry_cap,400,200,40,172,92,80,595,91,81,208,0,0,7,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,150,9000,172,5867,21,5020,5,1100,5785,2774,,,,80,[object Object],211,23,6,3,20,3,リーフリン Lv21 / プフバット Lv22 / ぷるミン Lv23,"[object Object],[object Object],[object Object]",3,11985,11774,0.9823946599916562,1,3964,control
176,balanced,バランス,3054418861,47488fce55a5e793f9f47f8618ba957dd040635a1ff5d00765ea6aed5ab932e0,completed,1,,,400,200,40,87,55,32,419,56,31,94,19,1,20,0,0,0,0,0,12,5,0,0,1,1,5,[object Object],[object Object],0,0,0,6,123,7380,87,3160,26,6980,4,750,4925,3908,,,,80,[object Object],1447,22,5,6,24,6,クラッグベア Lv19 / シンドレイク Lv20 / ドリモール Lv22,"[object Object],[object Object],[object Object]",5,12735,11288,0.8863761287789557,1,2430,control
177,collector,収集・配合,362762639,b31deb1bc28ff03464b185d89201fcebe41538f85ef719e1484104d1523f5556,completed,1,,,400,200,40,107,68,39,511,74,33,99,18,1,36,0,0,0,0,0,24,11,51,2550,52,45,9,[object Object],[object Object],0,0,0,9,81,4860,107,4076,28,8780,5,1100,6718,7233,,,,80,[object Object],2035,22,6,12,24,12,ルーメンオウル Lv22 / シンダーホーン Lv20 / グルーモス Lv22,"[object Object],[object Object],[object Object]",5,16678,14643,0.877982971579326,0.8653846153846154,2976,control
178,rush,速攻,615435213,13faa8ab90427f68cbb439209926e17e78d75ce5233ab2f1e64f76b6393985bc,stuck,0,tower,boss_retry_cap,400,200,40,156,85,71,580,87,69,193,0,0,7,0,0,0,0,0,4,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,220,13200,156,6162,23,6400,5,1100,9116,3237,,,,80,[object Object],259,27,6,3,24,3,ペブロン Lv27 / アワマリン Lv26 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,16696,16437,0.9844873023478677,1,3729,control
179,balanced,バランス,820743899,ecc9119e2c679075d44b01bd5bfd763b448f2bd75394006779747555626ead12,completed,1,,,400,200,40,104,66,38,393,70,34,83,12,1,19,0,0,0,0,0,10,6,0,0,1,1,5,[object Object],[object Object],0,0,0,5,147,8820,104,3473,26,6980,5,1100,6739,4370,,,,80,[object Object],1709,23,6,7,23,7,クラッグベア Lv20 / アッシュインプ Lv23 / つぼみラビ Lv21,"[object Object],[object Object],[object Object]",5,14899,13190,0.8852943150547017,1,2530,control
180,collector,収集・配合,3466123200,f552fc608fc13b996ea6bd5241f8fb1a796a18187edd8c6cf155a2b0f9ade958,completed,1,,,400,200,40,151,101,50,882,104,47,164,22,1,29,0,0,0,0,0,24,11,78,3900,79,68,9,[object Object],[object Object],0,0,0,12,101,6060,151,8568,27,8540,5,1100,9857,7759,,,,80,[object Object],1858,24,6,12,24,12,グルーモス Lv24 / ルミネル Lv23 / クリスタゴン Lv22,"[object Object],[object Object],[object Object]",5,19577,17719,0.9050927108341421,0.8607594936708861,4802,control
181,rush,速攻,1288435788,90b65619a2d8052aef6e85e5ba90a850f33fbc9db9ba19cdfc1025d058826db3,stuck,0,volcano,boss_retry_cap,400,200,40,108,58,50,468,61,47,162,0,0,10,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,126,7560,108,7415,20,4320,4,750,4712,2034,,,,80,[object Object],268,22,5,3,17,3,リーフリン Lv21 / つぼみラビ Lv21 / ぷるミン Lv22,"[object Object],[object Object],[object Object]",3,9862,9594,0.9728249847901034,1,2830,control
182,balanced,バランス,2578054574,42a6a2fd34141d4cf479ae6a40df65576e11a98bf186ee0f039e6ea41d5a0c1c,completed,1,,,400,200,40,107,67,40,597,73,34,116,12,1,23,0,0,0,0,0,15,6,0,0,1,1,5,[object Object],[object Object],0,0,0,7,161,9660,107,6390,28,9080,5,1100,7804,5085,,,,80,[object Object],3319,25,6,7,23,7,ルミネル Lv23 / アクアン Lv25 / トゲホッグ Lv25,"[object Object],[object Object],[object Object]",5,18064,14745,0.8162643932683791,1,3310,control
183,collector,収集・配合,3861794691,2232a199f0c581ab7146597341b0ed5c7d5a0283eca0e34d317baed6f9b00ac3,completed,1,,,400,200,40,116,73,43,681,80,36,124,15,1,24,0,0,0,0,0,38,13,55,2750,56,45,11,[object Object],[object Object],0,0,0,10,90,5400,116,5840,29,10980,5,1100,7089,8759,,,,80,[object Object],2340,21,6,14,25,14,クラッグベア Lv19 / グルーモス Lv21 / クリスタゴン Lv20,"[object Object],[object Object],[object Object]",5,19249,16909,0.8784352433892669,0.8035714285714286,3669,control
184,rush,速攻,1275161468,349ba481bdfd195cef3d6f57d542f1d04b0a0262f67d883d397a3e7df2cdb329,completed,1,,,400,200,40,134,74,60,507,76,58,168,0,0,12,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,198,11880,134,5910,24,7200,5,1100,8247,2846,,,,80,[object Object],1901,27,6,3,22,3,ドリモール Lv25 / ペブロン Lv26 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",5,16627,14726,0.8856678895771937,1,3255,control
185,balanced,バランス,3420245885,ef3b18c97fc58f016b93afe33f5cce7890ad948c1d1dc97401ff2141e81ac404,completed,1,,,400,200,40,98,62,36,404,67,31,83,12,1,17,0,0,0,0,0,13,7,0,0,1,1,5,[object Object],[object Object],0,0,0,6,150,9000,98,3298,27,8180,5,1100,7161,4883,,,,80,[object Object],2638,24,6,8,23,8,ルミネル Lv24 / ギアビット Lv24 / プフバット Lv24,"[object Object],[object Object],[object Object]",5,16521,13883,0.8403244355668543,1,2512,control
186,collector,収集・配合,1923970398,d3044e1953129b88da9bcf6f7308aa7b9090cca8e7dc9597b86cc02971371697,completed,1,,,400,200,40,152,102,50,908,104,48,160,21,1,76,0,2,0,0,0,28,10,75,3750,76,66,8,[object Object],[object Object],0,0,0,10,115,6900,152,7042,29,9680,5,1100,10661,8561,,,,80,[object Object],2310,25,6,11,24,11,ルーメンオウル Lv23 / グルーモス Lv25 / ルミネル Lv24,"[object Object],[object Object],[object Object]",5,21521,19211,0.8926629803447795,0.868421052631579,4719,control
187,rush,速攻,519359325,973cb2d34e0f154889b52a8c85995069739d6c84503c82197f05b50e0d795b78,stuck,0,tower,boss_retry_cap,400,200,40,152,82,70,559,86,66,206,0,0,10,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,227,13620,152,6873,23,6400,5,1100,9531,3249,,,,80,[object Object],242,28,6,3,23,3,ペブロン Lv27 / リーフリン Lv28 / ぷるミン Lv28,"[object Object],[object Object],[object Object]",4,17111,16869,0.9858570510198118,1,3626,control
