run,profile,stage_index,stage_id,stage_name,req_level,boss_level,unlock_wins,reached,cleared,entry_highest_level,boss_start_highest_level,clear_highest_level,normalBattles,normalCombatWins,scoutWins,normalLosses,scoutEncounters,bossAttempts,bossLosses,bossTurns,recruitmentBossBattles,recruitmentBossLosses,totalBattles,totalTurns,guardTurns,maxGuardStreak,maxBattleTurns,battles50Plus,guardLoopBattles,stalledBattles,kos,trainingBooks,fusions,levelRecoveryBattles,gold_at_entry,gold_at_clear,scenario
172,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,8,3,1,4,3,3,2,26,0,0,11,57,0,0,11,0,0,0,10,7,0,0,230,663,control
172,rush,2,cave,こだま洞くつ,3,7,2,1,1,6,7,13,20,20,0,0,2,19,18,124,0,0,39,170,0,0,9,0,0,0,37,36,0,0,663,550,control
172,rush,3,brook,しずく湖畔,5,10,3,1,1,13,13,15,7,6,1,0,2,5,4,31,0,0,12,44,0,0,7,0,0,0,14,12,0,0,550,1157,control
172,rush,4,volcano,ほむら火山,8,14,4,1,1,15,15,21,26,26,0,0,0,23,22,131,0,0,49,182,0,0,7,0,0,0,68,68,0,0,1157,958,control
172,rush,5,tower,星晶の塔,12,20,5,1,0,21,22,0,45,45,0,0,0,40,40,184,0,0,85,313,0,0,6,0,0,0,128,108,0,0,958,0,control
173,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,6,5,1,0,2,3,2,25,1,0,10,46,2,1,10,0,0,0,4,6,0,0,230,878,control
173,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,7,11,6,5,1,0,3,3,2,37,2,1,11,75,2,1,16,0,0,0,13,16,0,0,956,2300,control
173,balanced,3,brook,しずく湖畔,5,10,3,1,1,10,12,13,3,2,1,0,3,1,0,8,2,2,6,23,1,1,8,0,0,0,7,0,0,0,2398,3295,control
173,balanced,4,volcano,ほむら火山,8,14,4,1,1,13,11,18,22,21,1,0,3,10,9,108,2,2,34,159,6,1,21,0,0,0,36,63,0,0,2552,1565,control
173,balanced,5,tower,星晶の塔,12,20,5,1,1,18,18,28,55,54,1,0,3,26,25,193,2,2,83,351,8,1,25,0,0,0,83,126,0,0,1213,3072,control
174,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,8,23,20,0,3,5,7,6,56,2,1,32,131,7,1,12,0,0,0,10,1,0,0,230,2090,control
174,collector,2,cave,こだま洞くつ,3,7,2,1,1,9,5,10,11,9,2,0,4,4,3,53,2,1,17,105,5,1,16,0,0,0,9,12,0,0,1988,1838,control
174,collector,3,brook,しずく湖畔,5,10,3,1,1,11,11,15,15,12,3,0,8,5,4,34,5,5,25,96,3,1,9,0,0,0,28,25,0,0,1992,1327,control
174,collector,4,volcano,ほむら火山,8,14,4,1,1,15,16,17,10,8,2,0,9,3,2,27,5,5,18,95,2,1,12,0,0,0,26,14,0,0,702,1644,control
174,collector,5,tower,星晶の塔,12,20,5,1,1,17,16,23,50,43,1,6,12,14,13,120,5,5,69,426,6,1,56,1,0,0,78,45,0,0,870,3527,control
175,rush,1,meadow,はじまり草原,1,4,2,1,1,1,3,9,19,15,0,4,0,14,13,58,0,0,33,103,0,0,6,0,0,0,17,9,0,0,230,959,control
175,rush,2,cave,こだま洞くつ,3,7,2,1,1,9,9,13,14,13,1,0,2,13,12,65,0,0,27,99,0,0,7,0,0,0,25,33,0,0,959,518,control
175,rush,3,brook,しずく湖畔,5,10,3,1,1,13,13,17,15,14,1,0,3,13,12,61,0,0,28,90,0,0,7,0,0,0,38,30,0,0,518,1130,control
175,rush,4,volcano,ほむら火山,8,14,4,1,0,17,17,0,44,44,0,0,0,40,40,197,0,0,84,303,0,0,6,0,0,0,128,78,0,0,1130,0,control
175,rush,5,tower,星晶の塔,12,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,control
176,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,10,5,1,4,6,3,2,26,2,1,15,75,5,1,14,0,0,0,12,5,0,0,230,871,control
176,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,7,11,6,5,1,0,3,3,2,43,2,2,11,81,5,1,20,0,0,0,14,14,0,0,836,2327,control
176,balanced,3,brook,しずく湖畔,5,10,3,1,1,11,11,14,13,12,1,0,3,6,5,44,2,2,21,81,3,1,11,0,0,0,23,29,0,0,1803,1179,control
176,balanced,4,volcano,ほむら火山,8,14,4,1,1,14,14,17,11,9,1,1,4,4,3,54,2,2,17,94,1,1,20,0,0,0,20,26,0,0,914,2141,control
176,balanced,5,tower,星晶の塔,12,20,5,1,1,17,18,22,15,14,1,0,3,6,5,36,2,2,23,88,5,1,8,0,0,0,25,49,0,0,1659,1868,control
177,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,8,6,2,0,3,3,2,30,1,0,12,55,4,1,12,0,0,0,8,1,0,0,230,1156,control
177,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,7,11,8,8,0,0,2,3,2,55,1,0,12,92,5,1,27,0,0,0,4,10,0,0,1414,2608,control
177,collector,3,brook,しずく湖畔,5,10,3,1,1,11,8,13,15,13,2,0,7,5,4,22,5,5,25,66,4,1,6,0,0,0,19,25,0,0,2742,1394,control
177,collector,4,volcano,ほむら火山,8,14,4,1,1,13,14,16,7,4,3,0,8,2,1,29,5,5,14,79,2,1,15,0,0,0,19,8,0,0,737,2858,control
177,collector,5,tower,星晶の塔,12,20,5,1,1,16,16,22,30,27,2,1,9,9,8,59,5,5,44,219,3,1,36,0,0,0,49,37,0,0,1511,3854,control
178,rush,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,7,7,0,0,1,6,5,27,0,0,13,44,0,0,7,0,0,0,5,10,0,0,230,556,control
178,rush,2,cave,こだま洞くつ,3,7,2,1,1,7,8,12,11,9,1,1,3,9,8,51,0,0,20,78,0,0,7,0,0,0,18,31,0,0,556,559,control
178,rush,3,brook,しずく湖畔,5,10,3,1,1,12,13,14,6,5,1,0,3,4,3,27,0,0,10,40,0,0,7,0,0,0,11,8,0,0,559,1393,control
178,rush,4,volcano,ほむら火山,8,14,4,1,1,14,15,19,15,15,0,0,0,12,11,76,0,0,27,106,0,0,7,0,0,0,35,56,0,0,1393,991,control
178,rush,5,tower,星晶の塔,12,20,5,1,0,19,20,0,46,45,0,1,0,40,40,199,0,0,86,312,0,0,6,0,0,0,124,115,0,0,991,0,control
179,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,8,5,1,2,3,3,2,22,1,0,12,47,3,1,9,0,0,0,8,5,0,0,230,1589,control
179,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,7,10,4,3,1,0,3,2,1,35,2,2,8,71,1,1,18,0,0,0,7,8,0,0,1667,2626,control
179,balanced,3,brook,しずく湖畔,5,10,3,1,1,10,11,14,7,6,1,0,3,3,2,16,2,2,12,34,0,0,7,0,0,0,9,30,0,0,2034,960,control
179,balanced,4,volcano,ほむら火山,8,14,4,1,1,14,13,19,26,25,1,0,4,12,11,81,2,2,40,143,3,1,19,0,0,0,27,47,0,0,744,1574,control
179,balanced,5,tower,星晶の塔,12,20,5,1,1,19,18,23,21,20,1,0,3,9,8,49,2,2,32,98,5,1,7,0,0,0,32,57,0,0,1220,2206,control
180,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,9,7,1,1,2,3,2,30,1,0,13,59,3,1,12,0,0,0,7,0,0,0,230,1121,control
180,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,6,10,8,6,2,0,4,3,2,46,2,1,13,89,6,1,17,0,0,0,13,8,0,0,1199,2639,control
180,collector,3,brook,しずく湖畔,5,10,3,1,1,9,10,14,18,16,2,0,7,6,5,49,5,5,29,107,1,1,17,0,0,0,33,23,0,0,2717,1330,control
180,collector,4,volcano,ほむら火山,8,14,4,1,1,14,13,17,22,20,2,0,8,7,6,94,5,5,34,200,3,1,20,0,0,0,39,27,0,0,704,1587,control
180,collector,5,tower,星晶の塔,12,20,5,1,1,17,18,24,44,39,2,3,10,13,12,157,5,5,62,427,9,1,29,0,0,0,72,43,0,0,840,3517,control
181,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,5,3,1,2,0,2,2,1,17,0,0,5,26,0,0,9,0,0,0,5,3,0,0,230,925,control
181,rush,2,cave,こだま洞くつ,3,7,2,1,1,5,6,11,7,7,0,0,0,6,5,47,0,0,13,67,0,0,10,0,0,0,18,21,0,0,925,1383,control
181,rush,3,brook,しずく湖畔,5,10,3,1,1,11,11,14,4,4,0,0,0,2,1,11,0,0,6,22,0,0,6,0,0,0,4,22,0,0,1383,1348,control
181,rush,4,volcano,ほむら火山,8,14,4,1,0,14,14,0,44,44,0,0,0,40,40,214,0,0,84,353,0,0,7,0,0,0,135,80,0,0,1348,0,control
181,rush,5,tower,星晶の塔,12,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,control
182,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,6,5,1,0,3,3,2,25,2,0,11,57,2,1,11,0,0,0,5,6,0,0,230,876,control
182,balanced,2,cave,こだま洞くつ,3,7,2,1,1,8,9,10,4,3,1,0,3,2,1,35,2,2,8,64,3,1,18,0,0,0,12,11,0,0,2352,2617,control
182,balanced,3,brook,しずく湖畔,5,10,3,1,1,10,11,14,9,8,1,0,3,4,3,21,2,2,15,53,1,1,9,0,0,0,17,30,0,0,2027,1186,control
182,balanced,4,volcano,ほむら火山,8,14,4,1,1,14,13,16,13,11,1,1,6,5,4,76,2,2,20,137,3,1,23,0,0,0,25,30,0,0,919,1250,control
182,balanced,5,tower,星晶の塔,12,20,5,1,1,16,18,25,35,34,1,0,3,16,15,129,2,2,53,286,3,1,18,0,0,0,57,84,0,0,968,4285,control
183,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,9,7,1,1,3,3,2,27,1,0,13,61,3,1,12,0,0,0,7,0,0,0,230,1168,control
183,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,6,10,8,6,2,0,6,3,2,52,4,0,15,134,3,1,24,0,0,0,7,7,0,0,1246,2661,control
183,collector,3,brook,しずく湖畔,5,10,3,1,1,13,13,15,9,6,3,0,8,3,2,35,5,5,17,85,0,0,16,0,0,0,23,18,0,0,5097,3396,control
183,collector,4,volcano,ほむら火山,8,14,4,1,1,15,10,17,22,20,2,0,7,7,6,123,5,5,34,255,6,1,23,0,0,0,41,43,0,0,1795,1630,control
183,collector,5,tower,星晶の塔,12,20,5,1,1,17,17,21,25,20,3,2,12,7,6,38,5,5,37,146,3,1,8,0,0,0,46,22,0,0,862,4430,control
184,rush,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,11,8,0,3,4,7,6,36,0,0,18,65,0,0,8,0,0,0,9,9,0,0,230,575,control
184,rush,2,cave,こだま洞くつ,3,7,2,1,1,7,7,11,5,3,2,0,2,4,3,35,0,0,9,47,0,0,12,0,0,0,11,14,0,0,575,1686,control
184,rush,3,brook,しずく湖畔,5,10,3,1,1,11,11,15,9,9,0,0,0,7,6,43,0,0,16,59,0,0,7,0,0,0,20,27,0,0,1686,1332,control
184,rush,4,volcano,ほむら火山,8,14,4,1,1,15,15,17,6,6,0,0,0,3,2,19,0,0,9,33,0,0,8,0,0,0,8,23,0,0,1332,942,control
184,rush,5,tower,星晶の塔,12,20,5,1,1,17,18,27,43,43,0,0,0,39,38,196,0,0,82,303,0,0,7,0,0,0,120,125,0,0,942,1901,control
185,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,8,5,1,2,3,3,2,28,1,0,12,55,3,1,13,0,0,0,8,5,0,0,230,897,control
185,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,8,11,6,5,1,0,3,3,2,38,2,1,11,95,3,1,17,0,0,0,7,15,0,0,975,2673,control
185,balanced,3,brook,しずく湖畔,5,10,3,1,1,12,12,14,5,4,1,0,3,2,1,11,2,2,9,30,1,1,6,0,0,0,7,14,0,0,2487,2542,control
185,balanced,4,volcano,ほむら火山,8,14,4,1,1,14,10,14,10,9,1,0,4,4,3,19,2,2,16,48,3,1,7,0,0,0,11,27,0,0,1969,1281,control
185,balanced,5,tower,星晶の塔,12,20,5,1,1,14,17,24,33,32,1,0,4,15,14,92,2,2,50,176,2,1,13,0,0,0,50,89,0,0,993,3405,control
186,collector,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,10,7,1,2,3,3,2,30,2,1,15,81,4,1,12,0,0,0,10,0,0,0,230,1156,control
186,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,6,11,11,9,2,0,3,4,3,57,1,0,16,85,3,1,19,0,0,0,11,17,0,0,1096,1871,control
186,collector,3,brook,しずく湖畔,5,10,3,1,1,10,11,12,6,4,2,0,7,2,1,10,5,5,13,53,0,0,6,0,0,0,19,8,0,0,2265,2170,control
186,collector,4,volcano,ほむら火山,8,14,4,1,1,12,13,18,19,18,1,0,8,6,5,61,5,5,30,176,7,1,16,0,0,0,42,32,0,0,1147,1634,control
186,collector,5,tower,星晶の塔,12,20,5,1,1,18,15,25,56,51,2,3,10,17,16,296,5,5,78,513,7,1,76,2,0,0,78,58,0,0,865,4373,control
187,rush,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,3,2,1,0,1,2,1,15,0,0,5,24,0,0,8,0,0,0,3,5,0,0,230,827,control
187,rush,2,cave,こだま洞くつ,3,7,2,1,1,6,6,10,6,5,1,0,1,5,4,41,0,0,11,58,0,0,10,0,0,0,13,15,0,0,827,1642,control
187,rush,3,brook,しずく湖畔,5,10,3,1,1,10,11,14,5,5,0,0,0,3,2,16,0,0,8,23,0,0,6,0,0,0,7,29,0,0,1642,1143,control
187,rush,4,volcano,ほむら火山,8,14,4,1,1,14,14,20,23,23,0,0,0,20,19,113,0,0,43,155,0,0,8,0,0,0,58,50,0,0,1143,2186,control
187,rush,5,tower,星晶の塔,12,20,5,1,0,20,21,0,45,45,0,0,0,40,40,182,0,0,85,299,0,0,7,0,0,0,125,128,0,0,2186,0,control
188,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,7,4,2,1,4,3,2,34,2,0,12,70,4,1,13,0,0,0,10,5,0,0,230,889,control
188,balanced,2,cave,こだま洞くつ,3,7,2,1,1,8,9,11,4,3,1,0,4,2,1,17,2,2,8,49,1,1,11,0,0,0,11,12,0,0,2545,2554,control
188,balanced,3,brook,しずく湖畔,5,10,3,1,1,11,11,14,7,6,1,0,4,3,2,20,2,2,12,50,1,1,10,0,0,0,14,28,0,0,1979,1416,control
188,balanced,4,volcano,ほむら火山,8,14,4,1,1,14,12,17,16,15,1,0,3,7,6,75,2,2,25,126,7,1,19,0,0,0,27,35,0,0,1098,1523,control
188,balanced,5,tower,星晶の塔,12,20,5,1,1,17,18,30,73,73,0,0,7,35,34,209,2,2,110,424,21,1,18,0,0,0,124,166,0,0,1181,3481,control
189,collector,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,10,7,1,2,7,3,2,18,4,0,17,85,4,1,15,0,0,0,11,0,0,0,230,1144,control
189,collector,2,cave,こだま洞くつ,3,7,2,1,1,8,8,11,8,6,2,0,5,3,2,60,3,2,14,120,3,1,27,0,0,0,8,7,0,0,2926,2656,control
189,collector,3,brook,しずく湖畔,5,10,3,1,1,13,8,13,15,12,3,0,8,5,4,43,5,5,25,119,1,1,12,0,0,0,30,24,1,0,4092,1922,control
189,collector,4,volcano,ほむら火山,8,14,4,1,1,13,14,18,20,17,2,1,10,6,5,162,5,5,31,286,4,1,32,0,0,0,43,31,1,0,1016,1665,control
189,collector,5,tower,星晶の塔,12,20,5,1,1,18,17,26,49,46,1,2,12,15,14,78,5,5,69,257,9,1,10,0,0,0,73,45,0,0,881,5365,control
190,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,5,3,1,1,2,3,2,24,0,0,8,37,0,0,9,0,0,0,6,8,0,0,230,701,control
190,rush,2,cave,こだま洞くつ,3,7,2,1,1,7,7,11,10,9,1,0,1,9,8,72,0,0,19,100,0,0,10,0,0,0,27,13,0,0,701,1719,control
190,rush,3,brook,しずく湖畔,5,10,3,1,1,11,11,15,8,8,0,0,0,6,5,33,0,0,14,48,0,0,7,0,0,0,17,30,0,0,1719,1348,control
190,rush,4,volcano,ほむら火山,8,14,4,1,1,15,15,20,20,20,0,0,0,17,16,91,0,0,37,139,0,0,7,0,0,0,50,61,0,0,1348,1255,control
190,rush,5,tower,星晶の塔,12,20,5,1,0,20,21,0,45,45,0,0,0,40,40,188,0,0,85,310,0,0,7,0,0,0,125,112,0,0,1255,0,control
191,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,6,5,1,0,3,3,2,24,2,0,11,63,4,1,12,0,0,0,8,6,0,0,230,875,control
191,balanced,2,cave,こだま洞くつ,3,7,2,1,1,8,8,11,6,5,1,0,3,3,2,43,2,2,11,75,4,1,23,0,0,0,13,17,0,0,1651,2117,control
191,balanced,3,brook,しずく湖畔,5,10,3,1,1,11,12,14,7,6,1,0,3,3,2,20,2,2,12,44,1,1,9,0,0,0,13,27,0,0,1640,1145,control
191,balanced,4,volcano,ほむら火山,8,14,4,1,1,14,15,18,14,13,1,0,3,6,5,44,2,2,22,84,6,1,10,0,0,0,25,29,0,0,888,1521,control
191,balanced,5,tower,星晶の塔,12,20,5,1,1,18,19,29,55,53,0,2,9,25,24,122,2,2,82,300,24,1,17,0,0,0,98,125,0,0,1179,3030,control
192,collector,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,14,13,1,0,5,5,4,57,4,0,23,137,7,1,14,0,0,0,13,1,0,0,230,1312,control
192,collector,2,cave,こだま洞くつ,3,7,2,1,1,9,9,13,14,13,1,0,4,5,4,88,3,2,22,155,4,1,20,0,0,0,20,25,0,0,3094,1349,control
192,collector,3,brook,しずく湖畔,5,10,3,1,1,11,12,14,6,5,1,0,7,2,1,11,5,5,13,50,2,1,7,0,0,0,12,9,0,0,2380,3240,control
192,collector,4,volcano,ほむら火山,8,14,4,1,1,14,14,17,16,13,3,0,8,5,4,29,5,5,26,91,3,1,8,0,0,0,29,27,0,0,1711,1604,control
192,collector,5,tower,星晶の塔,12,20,5,1,1,17,17,21,17,14,3,0,10,5,4,89,5,5,27,178,4,1,24,0,0,0,30,24,0,0,848,4446,control
193,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,9,2,2,5,6,3,2,26,0,0,12,54,0,0,10,0,0,0,12,7,0,0,230,676,control
193,rush,2,cave,こだま洞くつ,3,7,2,1,1,6,7,11,8,8,0,0,0,7,6,46,0,0,15,66,0,0,8,0,0,0,22,16,0,0,676,1427,control
193,rush,3,brook,しずく湖畔,5,10,3,1,1,11,11,14,4,4,0,0,0,2,1,12,0,0,6,19,0,0,8,0,0,0,5,21,0,0,1427,1432,control
193,rush,4,volcano,ほむら火山,8,14,4,1,0,14,14,0,45,44,0,1,0,40,40,197,0,0,85,334,0,0,6,0,0,0,138,89,0,0,1432,0,control
193,rush,5,tower,星晶の塔,12,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,control
194,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,9,7,1,1,4,4,3,32,1,0,14,59,5,1,12,0,0,0,8,7,0,0,230,763,control
194,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,7,10,4,3,1,0,3,2,1,39,2,2,8,82,3,1,22,0,0,0,8,7,0,0,841,2948,control
194,balanced,3,brook,しずく湖畔,5,10,3,1,1,10,11,14,7,6,1,0,3,3,2,18,2,2,12,54,0,0,8,0,0,0,15,27,1,0,2284,1587,control
194,balanced,4,volcano,ほむら火山,8,14,4,1,1,14,14,20,26,25,1,0,4,12,11,92,2,2,40,157,6,1,13,0,0,0,42,66,0,0,1230,1204,control
194,balanced,5,tower,星晶の塔,12,20,5,1,1,20,21,29,51,51,0,0,7,24,23,116,2,2,77,263,5,1,8,0,0,0,84,112,0,0,933,1840,control
195,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,12,10,1,1,4,4,3,35,2,0,18,83,4,1,13,0,0,0,10,1,0,0,230,1040,control
195,collector,2,cave,こだま洞くつ,3,7,2,1,1,8,9,11,8,7,1,0,2,3,2,53,1,0,12,81,3,1,26,0,0,0,5,13,0,0,2666,2156,control
195,collector,3,brook,しずく湖畔,5,10,3,1,1,12,7,12,15,12,3,0,8,5,4,23,5,5,25,73,3,1,6,0,0,0,19,17,0,0,2290,2421,control
195,collector,4,volcano,ほむら火山,8,14,4,1,1,12,12,15,7,4,3,0,5,2,1,18,2,1,11,52,2,1,14,0,0,0,8,10,0,0,1279,3982,control
195,collector,5,tower,星晶の塔,12,20,5,1,1,16,17,21,21,19,1,1,9,6,5,35,5,5,32,117,2,1,10,0,0,0,34,47,0,0,3762,2701,control
196,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,7,4,1,2,4,4,3,29,0,0,11,50,0,0,9,0,0,0,9,8,0,0,230,680,control
196,rush,2,cave,こだま洞くつ,3,7,2,1,1,7,7,11,8,7,1,0,1,7,6,54,0,0,15,74,0,0,10,0,0,0,19,16,0,0,680,1713,control
196,rush,3,brook,しずく湖畔,5,10,3,1,1,11,11,13,4,4,0,0,0,2,1,9,0,0,6,17,0,0,6,0,0,0,5,15,0,0,1713,1758,control
196,rush,4,volcano,ほむら火山,8,14,4,1,1,13,14,20,22,22,0,0,0,19,18,97,0,0,41,144,0,0,7,0,0,0,56,71,0,0,1758,1260,control
196,rush,5,tower,星晶の塔,12,20,5,1,0,20,20,0,45,45,0,0,0,40,40,182,0,0,85,294,0,0,6,0,0,0,127,110,0,0,1260,0,control
197,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,6,5,1,0,3,3,2,21,2,0,11,51,2,1,9,0,0,0,6,6,0,0,230,876,control
197,balanced,2,cave,こだま洞くつ,3,7,2,1,1,8,9,12,6,5,1,0,3,3,2,17,2,2,11,46,1,1,10,0,0,0,13,26,0,0,2352,1505,control
197,balanced,3,brook,しずく湖畔,5,10,3,1,1,12,12,15,9,8,1,0,5,4,3,26,2,2,15,49,2,1,11,0,0,0,17,18,0,0,1166,1208,control
197,balanced,4,volcano,ほむら火山,8,14,4,1,1,15,14,18,12,11,1,0,6,5,4,31,2,2,19,78,1,1,9,0,0,0,22,28,0,0,937,1218,control
197,balanced,5,tower,星晶の塔,12,20,5,1,1,18,17,23,23,22,1,0,5,10,9,40,2,2,35,114,0,0,6,0,0,0,37,64,0,0,944,3070,control
198,collector,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,8,6,2,0,3,3,2,38,1,0,12,68,7,1,14,0,0,0,11,1,0,0,230,1123,control
198,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,6,10,5,3,2,0,7,2,1,25,5,5,12,82,2,1,19,0,0,0,20,4,0,0,1381,3544,control
198,collector,3,brook,しずく湖畔,5,10,3,1,1,10,8,13,18,16,2,0,7,6,5,34,5,5,29,98,6,1,9,0,0,0,31,13,0,0,1872,1324,control
198,collector,4,volcano,ほむら火山,8,14,4,1,1,13,11,15,13,11,2,0,9,4,3,33,5,5,22,115,6,1,12,0,0,0,30,16,0,0,701,2200,control
198,collector,5,tower,星晶の塔,12,20,5,1,1,15,15,24,53,49,1,3,12,16,15,118,5,5,74,496,11,1,29,0,0,0,93,55,0,0,1162,2302,control
199,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,7,4,1,2,2,4,3,30,0,0,11,49,0,0,9,0,0,0,9,8,0,0,230,681,control
199,rush,2,cave,こだま洞くつ,3,7,2,1,1,7,7,11,13,10,1,2,3,10,9,77,0,0,23,115,0,0,10,0,0,0,33,20,0,0,681,1267,control
199,rush,3,brook,しずく湖畔,5,10,3,1,1,11,12,14,6,6,0,0,0,4,3,23,0,0,10,35,0,0,8,0,0,0,11,20,0,0,1267,1360,control
199,rush,4,volcano,ほむら火山,8,14,4,1,1,14,15,19,19,19,0,0,0,16,15,93,0,0,35,131,0,0,7,0,0,0,47,50,0,0,1360,1962,control
199,rush,5,tower,星晶の塔,12,20,5,1,0,19,20,0,46,45,0,1,0,40,40,182,0,0,86,300,0,0,7,0,0,0,125,119,0,0,1962,0,control
200,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,11,8,0,3,4,4,3,25,2,2,17,66,2,1,11,0,0,0,8,6,0,0,230,759,control
200,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,7,12,10,9,1,0,4,5,4,37,2,2,17,81,1,1,12,0,0,0,13,29,0,0,588,750,control
200,balanced,3,brook,しずく湖畔,5,10,3,1,1,12,12,15,13,12,1,0,3,6,5,37,2,2,21,88,1,1,11,0,0,0,24,13,0,0,581,1425,control
200,balanced,4,volcano,ほむら火山,8,14,4,1,1,15,15,20,27,25,1,1,5,12,11,80,2,2,41,139,1,1,10,0,0,0,47,64,0,0,1104,1232,control
200,balanced,5,tower,星晶の塔,12,20,5,1,1,20,20,21,7,6,1,0,3,2,1,16,2,2,11,40,0,0,8,0,0,0,12,17,0,0,955,1871,control
201,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,17,13,1,3,4,5,4,56,3,1,25,130,10,1,14,0,0,0,16,0,0,0,230,2029,control
201,collector,2,cave,こだま洞くつ,3,7,2,1,1,8,5,9,8,7,1,0,2,3,2,40,1,0,12,67,3,1,15,0,0,0,5,8,0,0,2712,2396,control
201,collector,3,brook,しずく湖畔,5,10,3,1,1,8,7,12,15,13,2,0,8,5,4,21,5,5,25,80,2,1,9,0,0,0,19,17,0,0,2730,2424,control
201,collector,4,volcano,ほむら火山,8,14,4,1,1,12,12,16,13,11,2,0,9,4,3,22,5,5,22,83,2,1,9,0,0,0,25,12,0,0,1281,3498,control
201,collector,5,tower,星晶の塔,12,20,5,1,1,16,16,22,33,30,2,1,9,10,9,161,5,5,48,340,9,1,51,1,0,0,50,50,0,0,1848,2228,control
202,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,6,3,1,2,4,3,2,24,0,0,9,44,0,0,10,0,0,0,7,8,0,0,230,662,control
202,rush,2,cave,こだま洞くつ,3,7,2,1,1,6,7,12,12,11,1,0,2,11,10,88,0,0,23,117,0,0,10,0,0,0,32,33,0,0,662,564,control
202,rush,3,brook,しずく湖畔,5,10,3,1,1,12,12,13,3,3,0,0,0,1,0,8,0,0,4,13,0,0,8,0,0,0,2,0,0,0,564,1693,control
202,rush,4,volcano,ほむら火山,8,14,4,1,0,13,14,0,44,44,0,0,0,40,40,199,0,0,84,353,0,0,6,0,0,0,140,84,0,0,1693,0,control
202,rush,5,tower,星晶の塔,12,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,control
203,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,8,4,2,2,5,3,2,35,1,0,12,59,5,1,12,0,0,0,10,5,0,0,230,863,control
203,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,7,10,4,3,1,0,4,2,1,19,2,2,8,52,1,1,13,0,0,0,10,6,0,0,1121,2785,control
203,balanced,3,brook,しずく湖畔,5,10,3,1,1,10,11,13,5,4,1,0,3,2,1,15,2,2,9,42,0,0,9,0,0,0,11,15,0,0,2157,2241,control
203,balanced,4,volcano,ほむら火山,8,14,4,1,1,13,12,16,14,13,1,0,3,6,5,46,2,2,22,79,5,1,9,0,0,0,23,44,0,0,1737,1258,control
203,balanced,5,tower,星晶の塔,12,20,5,1,1,16,17,22,21,18,1,2,8,8,7,52,2,2,31,125,3,1,9,0,0,0,35,52,0,0,976,1811,control
