run,profile,profile_label,seed,status,completed,failed_stage,failure_reason,maxBattles,maxTurnsPerBattle,maxBossLosses,totalBattles,normalBattles,bossBattles,totalTurns,wins,losses,stalledBattles,timerOrTurnCaps,kos,guardTurns,maxGuardStreak,maxBattleTurns,guardLoopBattles,battles50Plus,battles100Plus,scoutAttempts,scoutSuccesses,zeroRewardScoutWins,scoutCharmPurchases,scoutCharmConsumed,scoutCharmWasted,charmWasteRate,fusions,fusionLevelDebt,levelRecoveryBattles,trainingBooks,trainingGold,freeHeals,questClaims,rankClaims,battleGold,questGold,rankGold,defeatGoldLost,goldInflow,goldSink,goldSinkRate,minGold,finalGold,finalHighestLevel,finalPlayerRank,firstBRankBattle,firstARankBattle,firstSRankBattle,finalOwned,finalDexDiscovered,finalDexScouted,bossesCleared,finalParty
71,balanced,バランス,4022196546,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,449,309,140,2069,282,167,0,0,510,15,3,34,0,0,0,26,8,6,0,1,1,1,0,0,0,1358,81480,449,31,9,90289,13180,3550,24399,107099,105879,0.9886086704824508,80,1220,62,10,40,,,9,35,9,7,スノーフェア Lv60 / グルーモス Lv62 / リーファウル Lv62
72,collector,収集・配合,821857122,completed,1,,,1000,400,80,673,470,203,10856,470,203,0,0,611,151,6,281,1,52,25,121,23,21,367,368,313,0.8505434782608695,1,44,0,3817,229020,673,45,11,293879,64480,5600,106015,364039,353385,0.9707339048838174,80,10654,96,12,352,446,,23,65,25,13,パールセラフ Lv96 / コーラルルーメ Lv96 / ヘルナイト Lv93
73,rush,速攻,2413474600,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,631,333,298,2318,329,302,0,0,914,0,0,11,0,0,0,3,2,2,0,1,1,1,0,0,0,1270,76200,631,28,9,78549,12500,3550,17840,94679,94040,0.9932508792868535,80,639,60,10,,,,3,33,3,7,ペブロン Lv59 / ぷるミン Lv60 / プフバット Lv60
74,balanced,バランス,3265865549,completed,1,,,1000,400,80,712,473,239,8942,479,233,0,0,771,135,3,224,0,76,8,51,14,13,0,1,1,1,0,0,0,3924,235440,712,44,11,312739,64330,5600,118019,382749,353459,0.923474653101641,80,29290,100,12,180,553,,15,63,15,13,ドゥームゲイザー Lv93 / コーラルルーメ Lv100 / ルミネル Lv100
75,collector,収集・配合,1417342317,completed,1,,,1000,400,80,654,461,193,12195,442,212,0,0,802,179,3,273,0,62,28,142,21,19,357,358,289,0.8072625698324022,2,43,0,3456,207360,654,45,11,272065,64480,5600,106051,342225,331261,0.9679625977061874,80,10964,98,12,209,210,,20,61,24,13,ストームジン Lv93 / グレイシャーファング Lv98 / 雲ぷる Lv94
76,rush,速攻,2150450191,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,590,311,279,2187,310,280,0,0,897,0,0,9,0,0,0,2,2,2,0,1,1,1,0,0,0,1233,73980,590,28,9,74461,12500,3550,16022,90591,90002,0.9934982503780728,80,589,59,10,,,,3,34,3,7,ペブロン Lv56 / ぷるミン Lv58 / プフバット Lv59
77,balanced,バランス,1272236092,completed,1,,,1000,400,80,539,356,183,3240,369,170,0,0,581,101,2,162,0,6,4,40,16,14,0,1,1,1,0,0,0,3760,225600,539,44,10,238843,64330,4500,64105,307753,289705,0.9413555676142881,80,18048,100,11,174,,,17,58,17,13,コーラルルーメ Lv99 / ヨミオオカミ Lv100 / シンダーホーン Lv100
78,collector,収集・配合,2259626649,completed,1,,,1000,400,80,802,575,227,40013,543,259,0,0,924,178,3,391,0,213,176,85,30,28,449,450,382,0.8488888888888889,2,32,0,3408,204480,802,45,12,335959,64480,6850,157988,407369,384918,0.944887804423017,80,22451,100,13,82,212,,29,62,33,13,ストームジン Lv83 / ルーメンオウル Lv100 / アビスジェリー Lv100
79,rush,速攻,1882423920,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,456,243,213,1752,238,218,0,0,641,0,0,11,0,0,0,2,2,2,0,1,1,1,0,0,0,806,48360,456,26,8,46821,10000,2750,10914,59651,59274,0.9936799047794672,59,377,50,9,,,,3,33,3,6,ペブロン Lv49 / リーフリン Lv49 / ぷるミン Lv50
80,balanced,バランス,3322768215,stuck,0,sky_ruins,campaign_battle_cap_at_boss,1000,400,80,1000,666,334,28070,675,325,0,0,1043,212,5,254,1,173,131,39,13,12,0,1,1,1,0,0,0,4041,242460,1000,42,13,513974,54980,8250,311911,577284,554371,0.9603089640454265,80,22913,100,14,196,,,14,61,14,12,雲ぷる Lv100 / ルミネル Lv100 / ヨミオオカミ Lv100
81,collector,収集・配合,3628861458,completed,1,,,1000,400,80,662,464,198,6053,455,207,0,0,727,123,5,194,1,43,7,95,27,25,361,362,306,0.8453038674033149,0,0,0,2932,175920,662,44,11,245200,64330,5600,106925,315210,300895,0.954585831667777,80,14315,85,12,188,613,,28,61,28,13,ストームジン Lv74 / アビスジェリー Lv85 / ドゥームゲイザー Lv71
82,rush,速攻,1570520334,stuck,0,tower,boss_retry_cap,1000,400,80,295,154,141,1073,157,138,0,0,459,0,0,9,0,0,0,2,2,2,0,1,1,1,0,0,0,325,19500,295,23,6,17344,6400,1550,5586,25374,25086,0.9886497990068575,80,288,33,7,,,,3,24,3,4,プフバット Lv32 / つぼみラビ Lv33 / ぷるミン Lv33
83,balanced,バランス,73030072,completed,1,,,1000,400,80,830,556,274,10588,548,282,0,0,918,195,3,175,0,73,26,37,14,13,0,1,1,1,0,0,0,4564,273840,830,44,12,358403,64330,6850,126601,429663,400441,0.9319885584748978,80,29222,100,13,466,,,15,61,15,13,ヘルナイト Lv94 / 雲ぷる Lv93 / アビスフィン Lv100
84,collector,収集・配合,2934331602,completed,1,,,1000,400,80,645,447,198,5574,448,197,0,0,670,136,3,169,0,18,13,106,28,27,354,355,303,0.8535211267605634,1,43,0,3495,209700,645,45,11,280913,64480,5600,108661,351073,336061,0.9572396624063941,80,15012,100,12,168,556,,28,65,30,13,ドゥームゲイザー Lv88 / 雲ぷる Lv91 / クラッグベア Lv100
85,rush,速攻,3154531745,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,402,211,191,1195,216,186,0,0,546,0,0,8,0,0,0,3,2,2,0,1,1,1,0,0,0,715,42900,402,26,7,40752,10000,2100,9609,52932,52509,0.99200861482657,80,423,47,8,,,,3,31,3,6,グルーモス Lv46 / ぷるミン Lv47 / プフバット Lv47
86,balanced,バランス,680427949,stuck,0,demon_gate,boss_retry_cap,1000,400,80,817,561,256,14620,515,302,0,0,987,108,4,202,0,59,58,40,14,13,0,1,1,1,0,0,0,3766,225960,817,41,11,335696,44430,5600,142123,385806,368083,0.9540624044208748,8,17723,100,12,,,,15,54,15,11,コーラルルーメ Lv100 / クリスタゴン Lv100 / グルーモス Lv100
87,collector,収集・配合,3385733810,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,916,680,236,38051,657,259,0,0,995,245,5,254,1,217,144,133,26,23,602,603,522,0.8656716417910447,3,89,69,3175,190500,916,44,12,515912,55980,6850,326324,578822,546924,0.9448915210548321,80,31898,100,13,78,174,,24,65,30,12,アビスジェリー Lv100 / ルーメンオウル Lv100 / クラッグベア Lv100
88,rush,速攻,608453641,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,608,318,290,2087,321,287,0,0,874,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,1269,76140,608,28,9,77098,12500,3550,16613,93228,92753,0.9949049641738533,80,475,60,10,,,,3,33,3,7,ドリモール Lv57 / ぷるミン Lv59 / プフバット Lv60
89,balanced,バランス,2296774934,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,726,486,240,25908,488,238,0,0,749,202,3,239,0,123,104,36,14,12,0,1,1,1,0,0,0,4065,243900,726,43,11,399938,55830,5600,195132,461448,439032,0.951422478805846,80,22416,100,12,154,,,15,61,15,12,アビスジェリー Lv100 / ルーメンオウル Lv100 / ゲイルグリフ Lv100
90,collector,収集・配合,3711575718,completed,1,,,1000,400,80,765,542,223,26855,524,241,0,0,856,204,4,319,0,154,129,100,26,24,416,417,359,0.8609112709832134,1,29,0,3911,234660,765,45,12,333193,64480,6850,127443,404603,382903,0.9463671796798343,80,21700,100,13,189,201,,26,64,28,13,ヘルナイト Lv98 / ルーメンオウル Lv99 / コーラルルーメ Lv100
91,rush,速攻,1727159599,stuck,0,tower,boss_retry_cap,1000,400,80,259,137,122,1004,138,121,0,0,366,0,0,12,0,0,0,2,2,2,0,1,1,1,0,0,0,305,18300,259,23,6,15441,6400,1550,4886,23471,23186,0.987857355885987,80,285,33,7,,,,3,22,3,4,トゲホッグ Lv32 / つぼみラビ Lv33 / ぷるミン Lv32
92,balanced,バランス,3420804338,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,907,608,299,3669,606,301,0,0,1050,392,3,20,0,0,0,73,13,11,0,1,1,1,0,0,0,3742,224520,907,42,12,514078,54980,6850,330117,575988,554637,0.9629315194066543,80,21351,100,13,149,,,14,62,14,12,ゲイルグリフ Lv100 / アイアンマンティス Lv100 / シンダーホーン Lv100
93,collector,収集・配合,603849899,completed,1,,,1000,400,80,628,434,194,14044,436,192,0,0,647,151,4,289,0,85,28,95,26,25,332,333,284,0.8528528528528528,1,37,0,3541,212460,628,45,11,269205,64480,5600,97701,339365,326761,0.9628600474415452,80,12604,100,12,215,406,486,26,64,28,13,パールセラフ Lv100 / 雲ぷる Lv96 / ヘルナイト Lv98
94,rush,速攻,2654290990,stuck,0,tower,boss_retry_cap,1000,400,80,243,129,114,923,130,113,0,0,351,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,297,17820,243,23,6,14893,6400,1550,4829,22923,22649,0.9880469397548314,80,274,32,7,,,,3,23,3,4,トゲホッグ Lv31 / プフバット Lv32 / ぷるミン Lv32
95,balanced,バランス,405185522,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,425,285,140,1715,281,144,0,0,466,119,5,30,2,0,0,35,8,7,0,1,1,1,0,0,0,1357,81420,425,32,9,86092,15380,3550,22506,105102,103926,0.9888108694411143,80,1176,62,10,177,,,9,35,9,7,クリスタゴン Lv59 / グルーモス Lv61 / ヒノコぐま Lv62
96,collector,収集・配合,760084684,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,940,675,265,40453,679,261,0,0,924,224,3,260,0,246,125,83,28,26,582,583,538,0.9228130360205832,0,0,0,3087,185220,940,43,13,553823,55830,8250,372024,617983,586344,0.9488027987824907,80,31639,100,14,189,,,29,63,29,12,アビスジェリー Lv100 / コーラルルーメ Lv100 / アビスフィン Lv100
97,rush,速攻,3500641616,stuck,0,tower,boss_retry_cap,1000,400,80,276,145,131,1063,147,129,0,0,425,0,0,13,0,0,0,2,2,2,0,1,1,1,0,0,0,316,18960,276,23,6,16383,6400,1550,5192,24413,24152,0.9893089747265801,80,261,33,7,,,,3,24,3,4,プフバット Lv32 / リーフリン Lv32 / ぷるミン Lv33
98,balanced,バランス,3637621136,completed,1,,,1000,400,80,607,403,204,9846,406,201,0,0,640,48,3,352,0,37,34,28,12,11,0,1,1,1,0,0,0,3668,220080,607,43,11,276187,63480,5600,93909,345347,313989,0.9091985741877011,80,31358,100,12,,,,13,63,13,13,コーラルルーメ Lv100 / ルーメンオウル Lv100 / 雲ぷる Lv80
99,collector,収集・配合,170828314,stuck,0,demon_gate,boss_stalled,1000,400,80,690,496,194,24103,463,226,1,1,940,213,3,400,0,149,75,148,23,21,380,381,307,0.8057742782152231,2,73,0,3685,221100,690,43,11,279931,49780,5600,91291,335391,331391,0.9880736215342689,80,4000,99,12,579,580,,22,55,26,11,ドゥームゲイザー Lv48 / ルーメンオウル Lv99 / コーラルルーメ Lv99
100,rush,速攻,2741345982,stuck,0,snowfield,boss_retry_cap,1000,400,80,346,183,163,1228,183,163,0,0,472,0,0,10,0,0,0,3,2,2,0,1,1,1,0,0,0,520,31200,346,25,7,27940,9000,2100,7575,39120,38775,0.991180981595092,80,345,41,8,,,,3,30,3,5,ドリモール Lv40 / ぷるミン Lv41 / プフバット Lv41
101,balanced,バランス,641412639,completed,1,,,1000,400,80,803,533,270,10167,539,264,0,0,830,100,3,181,0,40,40,47,12,12,0,1,1,1,0,0,0,3890,233400,803,43,12,346282,63480,6850,152153,416692,385553,0.9252709435266335,80,31139,100,13,431,,,13,61,13,13,コーラルルーメ Lv100 / アイスタートル Lv100 / クリスタゴン Lv100
102,collector,収集・配合,377347288,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,837,594,243,23811,587,250,0,0,837,194,3,269,0,109,71,116,27,27,498,499,433,0.8677354709418837,0,0,0,3433,205980,837,42,12,487209,48830,6850,280223,542969,511103,0.9413115665903579,80,31866,100,13,169,169,,28,64,28,12,ドゥームゲイザー Lv100 / 雲ぷる Lv100 / アビスジェリー Lv100
103,rush,速攻,3708142122,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,607,320,287,2372,318,289,0,0,908,0,0,10,0,0,0,3,2,2,0,1,1,1,0,0,0,1290,77400,607,28,9,78250,12500,3550,16416,94380,93816,0.9940241576605213,80,564,60,10,,,,3,35,3,7,ペブロン Lv58 / ぷるミン Lv59 / リーフリン Lv60
104,balanced,バランス,645093175,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,794,528,266,3604,539,255,0,0,860,201,3,33,0,0,0,56,13,12,0,1,1,1,0,0,0,3650,219000,794,42,12,457445,54980,6850,278512,519355,497512,0.9579420627509122,80,21843,100,13,33,,,14,56,14,12,クラッグベア Lv100 / クリスタゴン Lv100 / アイスタートル Lv100
105,collector,収集・配合,1525037870,completed,1,,,1000,400,80,801,572,229,12916,546,255,0,0,847,200,2,217,0,79,22,117,30,28,429,430,375,0.872093023255814,2,68,0,3593,215580,801,45,12,292197,64480,6850,113878,363607,350908,0.9650749298005814,80,12699,92,13,203,211,,29,62,33,13,ドゥームゲイザー Lv74 / ストームジン Lv73 / コーラルルーメ Lv92
106,rush,速攻,2702540429,stuck,0,snowfield,boss_retry_cap,1000,400,80,324,171,153,1233,173,151,0,0,465,0,0,11,0,0,0,3,2,2,0,1,1,1,0,0,0,511,30660,324,25,7,27130,9000,2100,7321,38310,37981,0.991412163925868,80,329,40,8,,,,3,29,3,5,ペブロン Lv40 / ぷるミン Lv40 / プフバット Lv40
107,balanced,バランス,2802216727,completed,1,,,1000,400,80,538,356,182,2820,363,175,0,0,598,127,5,90,1,10,0,57,13,13,0,1,1,1,0,0,0,2574,154440,538,43,10,162819,63480,4500,61532,230879,215972,0.9354337120309772,80,14907,78,11,474,474,,14,62,14,13,パールセラフ Lv75 / ヘルナイト Lv75 / 雲ぷる Lv78
108,collector,収集・配合,547261379,completed,1,,,1000,400,80,759,535,224,10120,537,222,0,0,820,223,5,122,1,78,22,143,24,22,427,428,369,0.8621495327102804,2,84,0,3659,219540,759,45,12,344372,64480,6850,150772,415782,391662,0.941988830685311,80,24120,100,13,239,474,,23,65,27,13,パールセラフ Lv90 / ヘルナイト Lv99 / アビスフィン Lv100
109,rush,速攻,4065138956,stuck,0,snowfield,boss_retry_cap,1000,400,80,333,174,159,1247,179,154,0,0,474,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,526,31560,333,25,7,28194,9000,2100,7444,39374,39004,0.9906029359475796,80,370,41,8,,,,3,28,3,5,ペブロン Lv40 / ぷるミン Lv41 / プフバット Lv41
110,balanced,バランス,792389158,completed,1,,,1000,400,80,969,643,326,11546,651,318,0,0,1042,168,3,181,0,52,50,41,14,13,0,1,1,1,0,0,0,4143,248580,969,44,12,379257,64330,6850,168542,450517,417122,0.925874051367651,80,33395,100,13,308,,,15,63,15,13,コーラルルーメ Lv100 / 雲ぷる Lv83 / スチールバグ Lv100
111,collector,収集・配合,1240333903,stuck,0,deep_sea_temple,boss_training_campaign_cap,1000,400,80,1000,768,232,14583,597,403,0,0,1086,185,2,168,0,97,20,96,23,21,439,440,398,0.9045454545454545,2,29,0,3078,184680,1000,40,12,240412,33380,6850,73360,280722,279990,0.9973924380704041,8,732,92,13,316,317,,22,53,25,10,アビスジェリー Lv73 / ルミネル Lv92 / スノーフェア Lv89
112,rush,速攻,91906996,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,462,241,221,1735,246,216,0,0,655,0,0,12,0,0,0,3,2,2,0,1,1,1,0,0,0,786,47160,462,26,8,45598,10000,2750,10864,58428,58024,0.9930855069487232,80,404,49,9,,,,3,33,3,6,トゲホッグ Lv48 / ぷるミン Lv49 / リーフリン Lv49
113,balanced,バランス,1043191270,completed,1,,,1000,400,80,542,358,184,15238,369,173,0,0,604,118,2,377,0,81,48,61,12,11,0,1,1,1,0,0,0,3904,234240,542,43,10,271961,63480,4500,80553,340021,314793,0.9258045826581299,80,25228,100,11,,,,13,62,13,13,アビスジェリー Lv100 / 雲ぷる Lv96 / ルーメンオウル Lv100
114,collector,収集・配合,1965732563,completed,1,,,1000,400,80,678,476,202,5914,467,211,0,0,676,125,3,83,0,43,0,99,23,21,367,368,304,0.8260869565217391,1,42,0,2898,173880,678,45,11,246141,64480,5600,113069,316301,305299,0.9652166765201501,80,11002,91,12,373,636,,23,64,25,13,ストームジン Lv76 / ドゥームゲイザー Lv69 / アビスジェリー Lv91
115,rush,速攻,176885668,stuck,0,tower,boss_retry_cap,1000,400,80,302,158,144,1114,160,142,0,0,469,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,333,19980,302,23,6,17933,6400,1550,5726,25963,25706,0.9901012980010014,80,257,34,7,,,,3,24,3,4,プフバット Lv33 / つぼみラビ Lv34 / ぷるミン Lv33
116,balanced,バランス,3225717387,completed,1,,,1000,400,80,587,389,198,5699,398,189,0,0,614,119,3,86,0,46,0,46,14,13,0,1,1,1,0,0,0,3882,232920,587,44,10,250943,64330,4500,70605,319853,303525,0.9489515496181058,80,16328,100,11,178,479,,15,60,15,13,ドゥームゲイザー Lv85 / アビスジェリー Lv96 / ヨミオオカミ Lv100
117,collector,収集・配合,1232790417,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,923,665,258,31910,652,271,0,0,1025,256,4,227,0,170,129,123,29,27,561,562,493,0.8772241992882562,1,25,0,3579,214740,923,44,13,539771,55980,8250,328613,604081,571403,0.9459046055082018,80,32678,100,14,338,556,,29,63,31,12,ドゥームゲイザー Lv100 / ルーメンオウル Lv100 / ルミネル Lv100
118,rush,速攻,2693042993,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,549,285,264,2007,289,260,0,0,769,0,0,9,0,0,0,3,2,2,0,1,1,1,0,0,0,873,52380,549,26,8,52420,10000,2750,12484,65250,64864,0.9940842911877394,80,386,51,9,,,,3,32,3,6,トゲホッグ Lv51 / ぷるミン Lv51 / プフバット Lv51
119,balanced,バランス,2766242222,completed,1,,,1000,400,80,471,312,159,4652,321,150,0,0,485,110,3,155,0,30,9,45,16,14,0,1,1,1,0,0,0,2930,175800,471,44,10,180271,64330,4500,58526,249181,234326,0.940384700278111,80,14855,90,11,169,359,,17,62,17,13,パールセラフ Lv81 / ストームジン Lv75 / ルミネル Lv90
120,collector,収集・配合,1591024627,stuck,0,sky_ruins,boss_training_campaign_cap,1000,400,80,1000,722,278,52774,700,300,0,0,1227,282,4,363,0,263,221,111,25,24,580,581,516,0.8881239242685026,2,80,0,3850,231000,1000,44,13,491308,55980,8250,269670,555618,529670,0.9532988492093488,80,25948,100,14,662,,,24,62,26,12,ルーメンオウル Lv100 / コーラルルーメ Lv100 / ルミネル Lv100
121,rush,速攻,3166111137,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,529,275,254,1880,279,250,0,0,764,0,0,8,0,0,0,4,2,2,0,1,1,1,0,0,0,853,51180,529,26,8,50727,10000,2750,11969,63557,63149,0.9935805654766587,80,408,50,9,,,,3,34,3,6,リーフリン Lv50 / ぷるミン Lv50 / プフバット Lv50
122,balanced,バランス,2074059783,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,936,628,308,21625,618,318,0,0,1030,119,3,148,0,145,126,57,12,12,0,1,1,1,0,0,0,3718,223080,936,41,12,466536,47980,6850,276610,521446,499690,0.9582775589418655,80,21756,100,13,,,,13,63,13,12,アビスジェリー Lv100 / ルミネル Lv100 / アイアンマンティス Lv100
123,collector,収集・配合,2535837883,stuck,0,demon_gate,boss_training_campaign_cap,1000,400,80,1000,728,272,62922,719,281,0,0,1042,343,3,313,0,338,282,73,28,25,583,584,534,0.9143835616438356,2,84,0,3906,234360,1000,43,13,447267,49780,8250,217429,505377,480939,0.9516440202066971,80,24438,100,14,67,709,,27,60,31,11,ルーメンオウル Lv100 / アビスジェリー Lv100 / ルミネル Lv100
124,rush,速攻,2682444706,stuck,0,tower,boss_retry_cap,1000,400,80,266,139,127,927,143,123,0,0,382,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,311,18660,266,23,6,15916,6400,1550,4974,23946,23634,0.9869706840390879,80,312,32,7,,,,3,25,3,4,プフバット Lv31 / アワマリン Lv31 / ぷるミン Lv32
125,balanced,バランス,1629301799,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,893,601,292,20337,589,304,0,0,995,225,3,153,0,124,114,61,12,11,0,1,1,1,0,0,0,3893,233580,893,42,12,447974,54980,6850,254504,509884,488084,0.9572451773344526,80,21800,100,13,648,,,13,63,13,12,アビスジェリー Lv100 / ゲイルグリフ Lv100 / ルミネル Lv100
126,collector,収集・配合,3221621465,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,890,636,254,38336,631,259,0,0,950,248,4,345,0,188,121,130,27,26,530,531,469,0.8832391713747646,0,0,0,3831,229860,890,43,12,512129,55830,6850,287304,574889,543664,0.9456851670496391,80,31225,100,13,193,533,,28,59,28,12,ドゥームゲイザー Lv100 / 雲ぷる Lv100 / ルーメンオウル Lv100
127,rush,速攻,2585496358,stuck,0,snowfield,boss_retry_cap,1000,400,80,353,186,167,1387,187,166,0,0,532,0,0,11,0,0,0,3,2,2,0,1,1,1,0,0,0,525,31500,353,25,7,28507,9000,2100,7876,39687,39376,0.9921636808022778,80,311,41,8,,,,3,27,3,5,ペブロン Lv40 / ぷるミン Lv41 / プフバット Lv40
128,balanced,バランス,3073237371,completed,1,,,1000,400,80,609,432,177,7404,357,252,0,0,810,97,3,151,0,35,33,86,15,13,0,1,1,1,1,3,0,4095,245700,609,45,10,257789,64480,4500,66273,326849,311973,0.9544866283819133,8,14876,100,11,388,486,,15,61,17,13,ドゥームゲイザー Lv90 / ルーメンオウル Lv100 / ゲイルグリフ Lv98
129,collector,収集・配合,1938556217,stuck,0,sky_ruins,campaign_battle_cap_at_boss,1000,400,80,1000,749,251,23766,724,276,0,0,1044,311,3,225,0,144,112,151,29,27,604,605,518,0.856198347107438,5,177,87,4063,243780,1000,45,13,408845,57180,8250,170976,474355,444956,0.9380232104647364,80,29399,100,14,85,353,,25,66,32,12,ルーメンオウル Lv100 / エクリプスウルフ Lv100 / アビスジェリー Lv84
130,rush,速攻,2189854900,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,476,248,228,1664,253,223,0,0,681,0,0,11,0,0,0,2,2,2,0,1,1,1,0,0,0,823,49380,476,26,8,48115,10000,2750,11180,60945,60560,0.9936828287800475,80,385,50,9,,,,3,33,3,6,トゲホッグ Lv50 / ぷるミン Lv50 / プフバット Lv50
131,balanced,バランス,924086373,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,893,596,297,13474,601,292,0,0,961,227,4,73,0,154,0,55,13,12,0,1,1,1,0,0,0,3816,228960,893,42,12,491788,54980,6850,303009,553698,531969,0.9607565857200134,80,21729,100,13,373,,,14,63,14,12,アビスフィン Lv100 / ルミネル Lv100 / クリスタゴン Lv100
132,collector,収集・配合,1978101087,stuck,0,demon_gate,boss_training_campaign_cap,1000,400,80,1000,731,269,27891,691,309,0,0,1016,252,4,233,0,140,94,83,25,23,560,561,513,0.9144385026737968,3,78,0,3722,223320,1000,43,13,385771,49780,8250,167744,443881,419064,0.9440908712019663,80,24817,100,14,252,254,,23,59,29,11,コーラルルーメ Lv100 / ルミネル Lv100 / クリスタゴン Lv100
133,rush,速攻,495512922,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,479,249,230,1657,255,224,0,0,679,0,0,9,0,0,0,2,2,2,0,1,1,1,0,0,0,841,50460,479,26,8,49483,10000,2750,11429,62313,61889,0.993195641358946,80,424,50,9,,,,3,31,3,6,トゲホッグ Lv50 / ぷるミン Lv50 / プフバット Lv50
134,balanced,バランス,334120896,completed,1,,,1000,400,80,504,335,169,4620,337,167,0,0,564,85,3,155,0,21,8,55,14,14,0,1,1,1,0,0,0,2373,142380,504,44,10,173051,64330,4500,71873,241961,214253,0.8854856774438856,80,27708,79,11,322,412,,15,59,15,13,パールセラフ Lv78 / ヘルナイト Lv79 / 雲ぷる Lv77
135,collector,収集・配合,1794806981,stuck,0,demon_gate,boss_retry_cap,1000,400,80,925,666,259,18786,658,267,0,0,1064,249,4,134,0,183,5,105,24,23,553,554,500,0.9025270758122743,2,56,0,3353,201180,925,42,12,465335,42780,6850,261547,515045,490377,0.9521051558601675,80,24668,100,13,399,,,23,56,26,11,アビスジェリー Lv100 / アイスタートル Lv100 / シンダーホーン Lv100
136,rush,速攻,789978726,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,428,225,203,1519,228,200,0,0,603,0,0,9,0,0,0,3,2,2,0,1,1,1,0,0,0,752,45120,428,26,8,42697,10000,2750,9938,55527,55058,0.9915536585805104,80,469,48,9,,,,3,32,3,6,トゲホッグ Lv47 / ぷるミン Lv48 / プフバット Lv48
137,balanced,バランス,1369426216,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,781,520,261,14883,527,254,0,0,821,257,7,140,1,129,46,44,15,14,0,1,1,1,0,0,0,3843,230580,781,43,12,429591,55830,6850,239244,492351,469824,0.9542460561672466,80,22527,100,13,276,,,16,60,16,12,アビスジェリー Lv100 / ゲイルグリフ Lv100 / クラッグベア Lv100
138,collector,収集・配合,1238572424,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,876,629,247,17326,625,251,0,0,957,222,5,84,1,187,0,106,29,27,550,551,485,0.8802177858439202,1,26,0,2988,179280,876,44,12,543384,55980,6850,367961,606294,574741,0.9479575915315012,80,31553,100,13,161,,,29,64,31,12,アビスジェリー Lv100 / ヨミオオカミ Lv100 / クラッグベア Lv100
139,rush,速攻,1254203092,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,418,223,195,1415,226,192,0,0,555,0,0,8,0,0,0,6,2,2,0,1,1,1,0,0,0,995,59700,418,28,8,56853,12500,2750,11875,72183,71575,0.9915769641051217,80,608,54,9,,,,3,34,3,7,シンドレイク Lv51 / ペブロン Lv53 / ぷるミン Lv54
140,balanced,バランス,21197780,stuck,0,demon_gate,boss_retry_cap,1000,400,80,643,432,211,16672,429,214,0,0,614,143,3,163,0,96,95,52,13,11,0,1,1,1,0,0,0,3450,207000,643,40,11,325780,43580,5600,150277,375040,357277,0.9526370520477816,80,17763,100,12,33,,,14,53,14,11,ルーメンオウル Lv100 / アビスフィン Lv100 / ギアぷるミン Lv100
141,collector,収集・配合,3820778426,completed,1,,,1000,400,80,543,380,163,5624,368,175,0,0,633,127,3,169,0,16,15,116,30,26,307,308,241,0.7824675324675324,1,37,0,3101,186060,543,45,10,247222,64480,4500,103826,316282,305236,0.9650754706243163,80,11046,90,11,44,131,,30,63,32,13,ドゥームゲイザー Lv86 / 雲ぷる Lv90 / ヘルナイト Lv87
142,rush,速攻,4045756371,stuck,0,snowfield,boss_retry_cap,1000,400,80,363,190,173,1366,193,170,0,0,529,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,551,33060,363,25,7,30262,9000,2100,7976,41442,41036,0.9902031755224169,80,406,42,8,,,,3,27,3,5,ペブロン Lv41 / ぷるミン Lv42 / プフバット Lv41
