run,profile,profile_label,seed,status,completed,failed_stage,failure_reason,maxBattles,maxTurnsPerBattle,maxBossLosses,totalBattles,normalBattles,bossBattles,totalTurns,wins,losses,stalledBattles,timerOrTurnCaps,kos,guardTurns,maxGuardStreak,maxBattleTurns,guardLoopBattles,battles50Plus,battles100Plus,scoutAttempts,scoutSuccesses,zeroRewardScoutWins,scoutCharmPurchases,scoutCharmConsumed,scoutCharmWasted,charmWasteRate,fusions,fusionLevelDebt,levelRecoveryBattles,trainingBooks,trainingGold,freeHeals,questClaims,rankClaims,battleGold,questGold,rankGold,defeatGoldLost,goldInflow,goldSink,goldSinkRate,minGold,finalGold,finalHighestLevel,finalPlayerRank,firstBRankBattle,firstARankBattle,firstSRankBattle,finalOwned,finalDexDiscovered,finalDexScouted,bossesCleared,finalParty
71,balanced,バランス,1734445634,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,978,651,327,18949,658,320,0,0,1026,233,1,130,0,150,102,46,14,13,0,1,1,1,0,0,0,3958,237480,978,43,13,498200,55830,8250,302020,562360,539500,0.9593498826374565,80,22860,100,14,193,,,15,59,15,12,アビスジェリー Lv100 / サンラビ Lv100 / グルーモス Lv100
72,collector,収集・配合,2724741222,stuck,0,sky_ruins,boss_stalled,1000,400,80,704,498,206,13861,486,217,1,1,766,129,1,400,0,87,26,112,25,24,381,382,316,0.8272251308900523,1,43,0,3862,231720,704,44,11,295842,55980,5600,99857,357502,350627,0.9807693383533519,80,6875,100,12,192,,,25,66,27,12,アビスジェリー Lv95 / コーラルルーメ Lv100 / 雲ぷる Lv78
73,rush,速攻,2676733392,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,520,270,250,1971,275,245,0,0,769,0,0,9,0,0,0,2,2,2,0,1,1,1,0,0,0,847,50820,520,26,8,50419,10000,2750,11992,63249,62812,0.9930907998545432,80,437,50,9,,,,3,31,3,6,ぷるミン Lv50 / プフバット Lv50 / リーフリン Lv50
74,balanced,バランス,1027997609,completed,1,,,1000,400,80,845,561,284,19772,570,275,0,0,881,106,1,237,0,122,49,53,13,11,0,1,1,1,1,23,0,4018,241080,845,45,12,424802,64480,6850,225265,496212,466345,0.939810000564275,80,29867,100,13,161,,,13,63,15,13,コーラルルーメ Lv100 / ルミネル Lv100 / サンダードローン Lv100
75,collector,収集・配合,2515743606,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,941,677,264,43428,661,280,0,0,1160,335,1,215,0,301,206,100,25,24,569,570,512,0.8982456140350877,0,0,0,3118,187080,941,43,13,560458,55830,8250,376259,624618,591789,0.947441476230272,80,32829,100,14,380,,,26,60,26,12,ルーメンオウル Lv100 / クラッグベア Lv100 / ルミネル Lv100
76,rush,速攻,4080503074,stuck,0,tower,boss_retry_cap,1000,400,80,255,135,120,1053,136,119,0,0,361,0,0,12,0,0,0,4,2,2,0,1,1,1,0,0,0,306,18360,255,23,6,15553,6400,1550,4943,23583,23303,0.9881270406648858,80,280,32,7,,,,3,24,3,4,ペブロン Lv32 / つぼみラビ Lv32 / ぷるミン Lv32
77,balanced,バランス,3016156968,completed,1,,,1000,400,80,685,460,225,6336,453,232,0,0,731,116,1,218,0,22,12,45,15,13,0,1,1,1,1,20,0,4093,245580,685,45,11,283919,64480,5600,84540,354079,330120,0.9323343095749819,80,23959,100,12,594,,,15,63,17,13,ヘルナイト Lv87 / コーラルルーメ Lv97 / スノーフェア Lv100
78,collector,収集・配合,2317886224,stuck,0,demon_gate,boss_retry_cap,1000,400,80,983,715,268,69173,685,298,0,0,1120,286,1,311,0,376,309,90,18,17,590,591,530,0.8967851099830795,1,41,0,3285,197100,983,42,13,469866,42780,8250,268110,520976,494710,0.9495830901999325,80,26266,100,14,545,,,18,57,20,11,ルーメンオウル Lv100 / アビスジェリー Lv100 / スノーフェア Lv100
79,rush,速攻,495466002,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,524,276,248,1736,279,245,0,0,757,0,0,9,0,0,0,3,2,2,0,1,1,1,0,0,0,1235,74100,524,28,9,73279,12500,3550,14761,89409,88861,0.9938708631122146,80,548,59,10,,,,3,33,3,7,ドリモール Lv57 / ぷるミン Lv58 / つぼみラビ Lv59
80,balanced,バランス,29279154,completed,1,,,1000,400,80,576,381,195,5229,391,185,0,0,606,124,1,81,0,46,0,39,12,11,0,1,1,1,0,0,0,3719,223140,576,43,10,243072,63480,4500,69565,311132,292705,0.9407743337233071,80,18427,100,11,196,,,13,63,13,13,アビスジェリー Lv96 / ヨミオオカミ Lv100 / ゲイルグリフ Lv79
81,collector,収集・配合,2939964334,stuck,0,sky_ruins,boss_stalled,1000,400,80,881,638,243,23139,595,285,1,1,989,157,1,400,0,92,58,134,30,29,454,455,404,0.8879120879120879,3,108,0,3941,236460,881,44,12,321154,55980,6850,106856,384064,366016,0.9530078320279953,14,18048,100,13,533,647,,28,63,33,12,パールセラフ Lv95 / ルーメンオウル Lv100 / 雲ぷる Lv80
82,rush,速攻,3216758841,stuck,0,snowfield,boss_retry_cap,1000,400,80,368,194,174,1380,194,174,0,0,526,0,0,10,0,0,0,3,2,2,0,1,1,1,0,0,0,533,31980,368,25,7,29185,9000,2100,8004,40365,39984,0.9905611296915645,80,381,42,8,,,,3,29,3,5,ペブロン Lv41 / ぷるミン Lv42 / プフバット Lv41
83,balanced,バランス,1764380818,stuck,0,demon_gate,boss_retry_cap,1000,400,80,889,598,291,16086,588,301,0,0,994,195,1,133,0,118,75,48,14,12,0,1,1,1,0,0,0,3914,234840,889,42,12,388699,49630,6850,193115,445259,427955,0.9611372257495076,80,17304,100,13,228,,,15,56,15,11,ルミネル Lv100 / ヨミオオカミ Lv100 / グルーモス Lv100
84,collector,収集・配合,2895645763,stuck,0,sky_ruins,boss_training_campaign_cap,1000,400,80,1000,721,279,44590,718,282,0,0,1023,158,1,392,0,215,138,99,30,28,576,577,528,0.9150779896013865,3,81,0,4074,244440,1000,44,13,480722,55980,8250,243565,545032,516805,0.9482103803079452,80,28227,100,14,263,265,,28,64,34,12,アビスジェリー Lv100 / コーラルルーメ Lv100 / ルーメンオウル Lv100
85,rush,速攻,209493861,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,627,326,301,2324,332,295,0,0,910,0,0,9,0,0,0,2,2,2,0,1,1,1,0,0,0,1335,80100,627,28,9,81877,12500,3550,17275,98007,97375,0.9935514810166621,80,632,61,10,,,,3,33,3,7,ドリモール Lv59 / リーフリン Lv61 / ぷるミン Lv61
86,balanced,バランス,2218493466,stuck,0,sky_ruins,boss_stalled,1000,400,80,748,501,247,22211,494,253,1,1,796,68,1,400,0,78,72,52,11,11,0,1,1,1,0,0,0,3744,224640,748,41,11,315518,47980,5600,123035,369178,347675,0.9417543840640559,80,21503,100,12,200,,,12,64,12,12,ルーメンオウル Lv100 / アビスジェリー Lv100 / 雲ぷる Lv90
87,collector,収集・配合,940871560,completed,1,,,1000,400,80,603,421,182,5029,416,187,0,0,586,103,1,146,0,34,3,137,24,22,333,334,267,0.7994011976047904,1,24,0,3126,187560,603,45,11,248276,64480,5600,103359,318436,307569,0.9658738333605497,80,10867,96,12,145,145,,24,62,26,13,ドゥームゲイザー Lv74 / 雲ぷる Lv81 / クラッグベア Lv96
88,rush,速攻,789159484,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,744,386,358,2513,389,355,0,0,863,0,0,8,0,0,0,8,2,2,0,1,1,1,0,0,0,1242,74520,744,28,9,76313,12500,3550,17346,92443,91866,0.9937583159352249,80,577,60,10,,,,3,35,3,7,ルミネル Lv56 / リーフリン Lv58 / ぷるミン Lv60
89,balanced,バランス,2745533382,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,902,603,299,41413,601,301,0,0,978,124,1,309,0,159,142,60,13,13,0,1,1,1,0,0,0,3818,229080,902,42,12,467961,54980,6850,279172,529871,508252,0.9591995032753255,80,21619,100,13,228,,,14,62,14,12,アビスジェリー Lv100 / ルーメンオウル Lv100 / ルミネル Lv100
90,collector,収集・配合,3567535157,stuck,0,demon_gate,boss_retry_cap,1000,400,80,878,632,246,38089,618,260,0,0,978,190,1,294,0,170,161,117,22,21,537,538,480,0.8921933085501859,3,87,0,3285,197100,878,43,12,441037,49780,6850,248047,497747,471997,0.9482668906090845,80,25750,100,13,191,,,20,60,26,11,コーラルルーメ Lv100 / アビスジェリー Lv100 / ルミネル Lv100
91,rush,速攻,1324982785,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,488,258,230,1730,261,227,0,0,706,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,1154,69240,488,28,8,68538,12500,2750,14071,83868,83311,0.9933586111508561,80,557,58,9,,,,3,34,3,7,ドリモール Lv56 / ぷるミン Lv57 / リーフリン Lv58
92,balanced,バランス,921125976,completed,1,,,1000,400,80,839,555,284,3262,567,272,0,0,893,231,1,17,0,0,0,41,12,12,0,1,1,1,0,0,0,3966,237960,839,43,12,388850,63480,6850,191840,459260,429800,0.9358533292688238,80,29460,100,13,440,,,13,61,13,13,ゲイルグリフ Lv98 / アビスフィン Lv100 / クリスタゴン Lv100
93,collector,収集・配合,2121664327,stuck,0,demon_gate,boss_retry_cap,1000,400,80,979,712,267,71860,711,268,0,0,1055,191,1,320,0,336,315,86,27,23,600,601,552,0.9184692179700499,1,31,0,3565,213900,979,43,13,488228,49780,8250,276880,546338,520780,0.9532194355874934,80,25558,100,14,43,657,,27,55,29,11,ルーメンオウル Lv100 / アビスジェリー Lv100 / ルミネル Lv100
94,rush,速攻,1598049941,stuck,0,snowfield,boss_retry_cap,1000,400,80,346,184,162,1260,182,164,0,0,491,0,0,11,0,0,0,4,2,2,0,1,1,1,0,0,0,513,30780,346,25,7,27914,9000,2100,7949,39094,38729,0.9906635289302707,80,365,41,8,,,,3,29,3,5,ペブロン Lv40 / ぷるミン Lv41 / プフバット Lv41
95,balanced,バランス,2648323862,completed,1,,,1000,400,80,639,425,214,5241,428,211,0,0,722,172,1,78,0,37,0,53,13,12,0,1,1,1,0,0,0,3976,238560,639,43,11,298826,63480,5600,101601,367986,340161,0.9243857103259363,80,27825,100,12,346,491,,14,60,14,13,ドゥームゲイザー Lv97 / スノーフェア Lv100 / クラッグベア Lv100
96,collector,収集・配合,2612543575,completed,1,,,1000,400,80,820,594,226,14554,573,247,0,0,855,97,1,272,0,104,44,97,26,25,472,473,406,0.8583509513742071,2,90,44,3709,222540,820,45,12,306295,64480,6850,120684,377705,366824,0.9711918031267789,80,10881,95,13,438,763,,25,67,29,13,ドゥームゲイザー Lv75 / アビスジェリー Lv91 / ルーメンオウル Lv95
97,rush,速攻,4006865656,stuck,0,snowfield,boss_retry_cap,1000,400,80,405,213,192,1517,212,193,0,0,574,0,0,9,0,0,0,2,2,2,0,1,1,1,0,0,0,574,34440,405,25,7,32116,9000,2100,8524,43296,42964,0.9923318551367332,80,332,43,8,,,,3,29,3,5,ペブロン Lv42 / ぷるミン Lv43 / プフバット Lv42
98,balanced,バランス,2357779091,completed,1,,,1000,400,80,596,395,201,10803,403,193,0,0,637,45,1,306,0,45,44,63,13,11,0,1,1,1,0,0,0,4248,254880,596,43,11,273754,63480,5600,70742,342914,325622,0.9495733624173991,80,17292,100,12,554,,,14,62,14,13,ルーメンオウル Lv100 / コーラルルーメ Lv100 / ゲイルグリフ Lv91
99,collector,収集・配合,1843114609,completed,1,,,1000,400,80,553,380,173,7949,383,170,0,0,583,98,1,229,0,69,6,119,27,25,297,298,241,0.8087248322147651,1,6,0,2721,163260,553,45,10,211225,64480,4500,91229,280285,269339,0.9609468933407068,80,10946,90,11,193,378,,27,64,29,13,パールセラフ Lv85 / ヘルナイト Lv84 / ルーメンオウル Lv90
100,rush,速攻,2617572100,stuck,0,snowfield,boss_retry_cap,1000,400,80,329,174,155,1136,175,154,0,0,443,0,0,11,0,0,0,3,2,2,0,1,1,1,0,0,0,512,30720,329,25,7,26924,9000,2100,7089,38104,37809,0.9922580306529498,80,295,40,8,,,,3,27,3,5,ドリモール Lv40 / ぷるミン Lv40 / プフバット Lv40
101,balanced,バランス,3084326278,completed,1,,,1000,400,80,529,350,179,5026,357,172,0,0,582,104,1,234,0,23,14,64,13,13,0,1,1,1,0,0,0,2850,171000,529,43,10,180924,63480,4500,59783,248984,230783,0.9268989171994988,80,18201,81,11,237,424,,14,61,14,13,パールセラフ Lv78 / ヘルナイト Lv81 / 雲ぷる Lv73
102,collector,収集・配合,2707270758,stuck,0,demon_gate,boss_stalled,1000,400,80,830,598,232,32423,575,254,1,1,828,144,1,400,0,152,120,100,28,27,461,462,401,0.8679653679653679,1,31,0,3624,217440,830,43,12,297200,49780,6850,99587,353910,340077,0.9609137916419429,80,13833,100,13,272,277,,28,57,30,11,ルーメンオウル Lv100 / コーラルルーメ Lv98 / ルミネル Lv100
103,rush,速攻,4237196854,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,427,224,203,1536,228,199,0,0,609,0,0,9,0,0,0,4,2,2,0,1,1,1,0,0,0,747,44820,427,26,8,42643,10000,2750,10273,55473,55093,0.9931498206334614,80,380,48,9,,,,3,30,3,6,トゲホッグ Lv47 / ぷるミン Lv48 / つぼみラビ Lv48
104,balanced,バランス,3187820646,completed,1,,,1000,400,80,653,433,220,17008,440,213,0,0,671,113,1,318,0,91,66,38,14,13,0,1,1,1,0,0,0,3742,224520,653,44,11,306697,64330,5600,123136,376707,347656,0.9228817091267218,80,29051,100,12,175,,,15,62,15,13,アビスジェリー Lv100 / 雲ぷる Lv97 / ルミネル Lv100
105,collector,収集・配合,3835694288,completed,1,,,1000,400,80,698,493,205,18500,473,225,0,0,780,114,1,264,0,106,79,87,27,25,390,391,321,0.8209718670076727,1,40,0,2871,172260,698,45,11,245439,64480,5600,112729,315599,304489,0.9647971001175543,80,11110,91,12,254,642,,27,63,29,13,ルーメンオウル Lv91 / アビスジェリー Lv86 / ドゥームゲイザー Lv69
106,rush,速攻,1414265626,stuck,0,snowfield,boss_retry_cap,1000,400,80,431,223,208,1691,228,203,0,0,579,0,0,13,0,0,0,4,2,2,0,1,1,1,0,0,0,580,34800,431,25,7,32777,9000,2100,8833,43957,43633,0.9926291603157631,80,324,43,8,,,,3,28,3,5,ペブロン Lv42 / アワマリン Lv42 / ぷるミン Lv43
107,balanced,バランス,3157642622,completed,1,,,1000,400,80,790,525,265,20739,533,257,0,0,849,58,1,317,0,99,91,43,14,12,0,1,1,1,0,0,0,3912,234720,790,44,12,383490,64330,6850,190515,454750,425235,0.9350962067069819,80,29515,100,13,167,,,15,62,15,13,雲ぷる Lv100 / アビスジェリー Lv100 / ルミネル Lv100
108,collector,収集・配合,853670881,stuck,0,demon_gate,boss_retry_cap,1000,400,80,950,684,266,46446,679,271,0,0,1002,161,1,318,0,241,141,86,23,22,568,569,517,0.9086115992970123,0,0,0,3366,201960,950,41,13,486029,42630,8250,280086,536989,510446,0.9505706820810109,80,26543,100,14,199,,,24,56,24,11,アビスジェリー Lv100 / コーラルルーメ Lv100 / ルミネル Lv100
109,rush,速攻,386784182,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,580,306,274,2091,305,275,0,0,838,0,0,11,0,0,0,2,2,2,0,1,1,1,0,0,0,1260,75600,580,28,9,75889,12500,3550,15838,92019,91438,0.9936860865690781,80,581,60,10,,,,3,35,3,7,ドリモール Lv58 / リーフリン Lv60 / ぷるミン Lv60
110,balanced,バランス,3599624206,completed,1,,,1000,400,80,603,399,204,2626,409,194,0,0,641,126,1,157,0,1,1,40,14,12,0,1,1,1,0,0,0,3677,220620,603,44,11,230527,64330,5600,65170,300537,285790,0.9509311665452174,80,14747,91,12,145,550,,15,62,15,13,ドゥームゲイザー Lv81 / コーラルルーメ Lv91 / サンラビ Lv91
111,collector,収集・配合,1045417146,completed,1,,,1000,400,80,896,637,259,30544,626,270,0,0,1038,191,1,397,0,167,99,103,29,28,497,498,432,0.8674698795180723,3,116,0,3796,227760,896,45,12,408529,64480,6850,203740,479939,456350,0.9508500038546566,80,23589,100,13,185,,,27,65,31,13,アビスジェリー Lv100 / 雲ぷる Lv89 / ルーメンオウル Lv100
112,rush,速攻,3384163097,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,542,286,256,1967,287,255,0,0,803,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,1198,71880,542,28,9,70894,12500,3550,14631,87024,86511,0.9941050744622173,80,513,58,10,,,,3,35,3,7,ドリモール Lv55 / ぷるミン Lv58 / つぼみラビ Lv58
113,balanced,バランス,1120750675,stuck,0,demon_gate,boss_retry_cap,1000,400,80,964,641,323,30707,648,316,0,0,1007,158,1,305,0,121,87,40,13,12,0,1,1,1,0,0,0,4110,246600,964,41,12,414417,48780,6850,205840,470127,452440,0.9623782509832449,80,17687,100,13,210,,,14,55,14,11,コーラルルーメ Lv100 / ルミネル Lv100 / グルーモス Lv100
114,collector,収集・配合,3705084836,completed,1,,,1000,400,80,590,404,186,15562,401,189,0,0,654,101,1,345,0,91,29,119,18,17,325,326,263,0.8067484662576687,0,0,0,3412,204720,590,44,10,264239,64330,4500,101172,333149,322142,0.9669607292832937,80,11007,100,11,73,360,,19,63,19,13,パールセラフ Lv95 / アビスジェリー Lv98 / ルーメンオウル Lv100
115,rush,速攻,4146521744,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,473,253,220,1530,251,222,0,0,677,0,0,7,0,0,0,7,2,2,0,1,1,1,0,0,0,1097,65820,473,28,8,65004,12500,2750,14027,80334,79847,0.9939378096447332,80,487,56,9,,,,3,36,3,7,シンドレイク Lv53 / ぷるミン Lv55 / プフバット Lv56
116,balanced,バランス,1498036591,completed,1,,,1000,400,80,475,315,160,5288,318,157,0,0,556,85,1,126,0,28,28,62,13,13,0,1,1,1,0,0,0,3637,218220,475,43,10,229964,63480,4500,64989,298024,283209,0.9502892384505945,80,14815,100,11,127,,,14,60,14,13,ルーメンオウル Lv92 / アビスフィン Lv100 / ヨミオオカミ Lv100
117,collector,収集・配合,1345496631,completed,1,,,1000,400,80,522,358,164,2957,354,168,0,0,664,147,1,39,0,0,0,123,24,21,285,286,229,0.8006993006993007,1,32,0,2216,132960,522,45,10,190543,64480,4500,96626,259603,243836,0.93926495456524,80,15767,74,11,61,490,,24,60,26,13,ドゥームゲイザー Lv68 / ストームジン Lv70 / 雲ぷる Lv74
118,rush,速攻,1587681079,stuck,0,tower,boss_retry_cap,1000,400,80,306,160,146,1042,162,144,0,0,424,0,0,9,0,0,0,2,2,2,0,1,1,1,0,0,0,318,19080,306,23,6,16910,6400,1550,5555,24940,24635,0.9877706495589414,80,305,33,7,,,,3,23,3,4,リーフリン Lv32 / プフバット Lv33 / ぷるミン Lv33
119,balanced,バランス,1453743589,completed,1,,,1000,400,80,605,402,203,4428,407,198,0,0,655,82,1,70,0,29,0,56,15,14,0,1,1,1,0,0,0,3018,181080,605,44,10,200945,64330,4500,74180,269855,255260,0.9459153990105797,80,14595,84,11,573,573,,16,64,16,13,ドゥームゲイザー Lv69 / アビスジェリー Lv84 / ゲイルグリフ Lv78
120,collector,収集・配合,2897998771,completed,1,,,1000,400,80,652,455,197,5406,448,204,0,0,724,147,1,231,0,25,4,134,23,21,360,361,299,0.8282548476454293,1,36,0,2816,168960,652,45,11,233582,64480,5600,105951,303742,292911,0.9643414476759882,80,10831,80,12,61,605,,23,64,25,13,ドゥームゲイザー Lv74 / 雲ぷる Lv80 / アビスジェリー Lv80
121,rush,速攻,1257039020,stuck,0,tower,boss_retry_cap,1000,400,80,253,135,118,933,134,119,0,0,385,0,0,10,0,0,0,3,2,2,0,1,1,1,0,0,0,303,18180,253,23,6,15516,6400,1550,5047,23546,23227,0.9864520513038308,80,319,32,7,,,,3,24,3,4,プフバット Lv31 / リーフリン Lv32 / ぷるミン Lv32
122,balanced,バランス,2176138428,stuck,0,machine_city,boss_retry_cap,1000,400,80,647,430,217,2328,437,210,0,0,580,95,1,25,0,0,0,30,9,7,0,1,1,1,0,0,0,2630,157800,647,35,10,170082,23780,4500,39025,198442,196825,0.9918515233670292,80,1617,79,11,317,,,10,45,10,9,スノーニャ Lv79 / ギアぷるミン Lv75 / ギアビット Lv75
123,collector,収集・配合,313102501,stuck,0,demon_gate,boss_stalled,1000,400,80,825,596,229,33128,576,248,1,1,815,157,1,400,0,168,131,107,27,24,455,456,392,0.8596491228070176,1,45,0,4011,240660,825,43,12,305504,49780,6850,94636,362214,358046,0.9884929903316824,80,4168,98,13,52,748,,27,59,28,11,ルーメンオウル Lv98 / コーラルルーメ Lv95 / アビスジェリー Lv95
124,rush,速攻,1387360832,stuck,0,tower,boss_retry_cap,1000,400,80,301,158,143,1204,159,142,0,0,463,0,0,12,0,0,0,2,2,2,0,1,1,1,0,0,0,326,19560,301,23,6,17414,6400,1550,5563,25444,25123,0.9873840591102028,80,321,33,7,,,,3,24,3,4,プフバット Lv32 / リーフリン Lv33 / ぷるミン Lv33
125,balanced,バランス,857586966,completed,1,,,1000,400,80,531,352,179,5503,357,174,0,0,595,65,1,301,0,22,15,62,12,12,0,1,1,1,0,0,0,3410,204600,531,43,10,213783,63480,4500,62547,281843,267147,0.9478574951302675,80,14696,89,11,143,473,,13,61,13,13,ドゥームゲイザー Lv83 / 雲ぷる Lv85 / ルーメンオウル Lv89
126,collector,収集・配合,4212026430,completed,1,,,1000,400,80,707,513,194,11977,436,271,0,0,976,89,1,227,0,82,43,162,24,23,340,341,280,0.8211143695014663,2,49,0,2611,156660,707,45,11,228726,64480,5600,108558,298886,282218,0.9442329182363844,32,16668,84,12,259,675,,23,65,27,13,ドゥームゲイザー Lv73 / ルーメンオウル Lv84 / ヘルナイト Lv75
127,rush,速攻,584067153,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,475,250,225,1531,256,219,0,0,663,0,0,9,0,0,0,3,2,2,0,1,1,1,0,0,0,1165,69900,475,28,8,68986,12500,2750,13887,84316,83787,0.9937259832060344,80,529,58,9,,,,3,35,3,7,グルーモス Lv55 / トゲホッグ Lv57 / ぷるミン Lv58
128,balanced,バランス,3368808290,stuck,0,deep_sea_temple,boss_retry_cap,1000,400,80,689,458,231,3818,466,223,0,0,692,63,1,77,0,7,0,28,12,10,0,1,1,1,0,0,0,3610,216600,689,38,11,232167,32380,5600,51763,270227,268363,0.9931020956455129,80,1864,96,12,445,,,13,52,13,10,アイスタートル Lv94 / クリスタゴン Lv94 / グルーモス Lv96
129,collector,収集・配合,1076772279,stuck,0,sky_ruins,boss_stalled,1000,400,80,575,397,178,12943,403,171,1,1,612,109,1,400,0,88,21,95,27,26,306,307,266,0.8664495114006515,1,12,0,3102,186120,575,44,10,229424,55980,4500,83830,289984,285250,0.9836749613771795,80,4734,97,11,202,359,,27,65,29,12,パールセラフ Lv96 / ルーメンオウル Lv96 / コーラルルーメ Lv97
130,rush,速攻,1147862780,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,538,283,255,1684,280,258,0,0,685,0,0,7,0,0,0,4,2,2,0,1,1,1,0,0,0,781,46860,538,26,8,46233,10000,2750,11809,59063,58669,0.9933291570018455,80,394,49,9,,,,3,34,3,6,アッシュインプ Lv47 / リーフリン Lv48 / ぷるミン Lv49
131,balanced,バランス,1523994005,completed,1,,,1000,400,80,740,491,249,6064,501,239,0,0,710,173,1,163,0,21,21,36,13,11,0,1,1,1,0,0,0,3961,237660,740,43,11,300591,63480,5600,103897,369751,341557,0.9237486849258014,80,28194,100,12,,,,14,61,14,13,コーラルルーメ Lv100 / サンダードローン Lv100 / クリスタゴン Lv100
132,collector,収集・配合,2008980171,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,986,713,273,34453,697,289,0,0,1021,214,1,236,0,194,104,110,26,24,608,609,545,0.8949096880131363,0,0,0,3257,195420,986,43,13,574541,55830,8250,381424,638701,607244,0.9507484722898508,80,31457,100,14,370,,,27,60,27,12,アビスジェリー Lv100 / コーラルルーメ Lv100 / アビスフィン Lv100
133,rush,速攻,4050836522,stuck,0,tower,boss_retry_cap,1000,400,80,285,151,134,1071,150,135,0,0,416,0,0,11,0,0,0,2,2,2,0,1,1,1,0,0,0,318,19080,285,23,6,16768,6400,1550,5441,24798,24521,0.9888297443342206,80,277,33,7,,,,3,24,3,4,つぼみラビ Lv33 / リーフリン Lv33 / ぷるミン Lv33
134,balanced,バランス,3725667192,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,814,543,271,3227,546,268,0,0,928,262,1,30,0,0,0,66,12,12,0,1,1,1,0,0,0,3763,225780,814,42,12,450649,54980,6850,264124,512559,489904,0.9558002103172513,80,22655,100,13,155,,,13,62,13,12,スチールバグ Lv100 / クリスタゴン Lv100 / アイアンマンティス Lv100
135,collector,収集・配合,850650675,stuck,0,sky_ruins,boss_stalled,1000,400,80,758,542,216,20929,527,230,1,1,859,184,1,400,0,153,46,101,31,28,417,418,351,0.8397129186602871,1,42,0,4087,245220,758,44,12,323021,55980,6850,115444,385931,381514,0.9885549489416502,80,4417,97,13,93,,,31,64,33,12,アビスジェリー Lv97 / 雲ぷる Lv91 / ルーメンオウル Lv95
136,rush,速攻,3600134410,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,561,297,264,2132,295,266,0,0,853,0,0,9,0,0,0,3,2,2,0,1,1,1,0,0,0,1218,73080,561,28,9,72511,12500,3550,15072,88641,88152,0.9944833654854977,80,489,59,10,,,,3,34,3,7,ペブロン Lv55 / ぷるミン Lv58 / つぼみラビ Lv59
137,balanced,バランス,3407655117,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,805,536,269,11434,544,261,0,0,861,171,1,73,0,138,0,42,15,13,0,1,1,1,0,0,0,3719,223140,805,43,12,451248,55830,6850,268295,514008,491435,0.9560843410997494,80,22573,100,13,49,471,471,16,61,16,12,ヨミオオカミ Lv100 / ルミネル Lv100 / スチールバグ Lv100
138,collector,収集・配合,3185797146,stuck,0,sky_ruins,boss_stalled,1000,400,80,810,579,231,25236,575,234,1,1,775,150,1,400,0,93,64,74,27,24,479,480,425,0.8854166666666666,0,0,0,3360,201600,810,43,12,405537,55830,6850,211252,468297,436802,0.9327456720841688,80,31495,100,13,53,,,28,64,28,12,雲ぷる Lv100 / コーラルルーメ Lv100 / ルミネル Lv100
139,rush,速攻,3470627710,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,437,230,207,1694,232,205,0,0,615,0,0,11,0,0,0,2,2,2,0,1,1,1,0,0,0,774,46440,437,26,8,44524,10000,2750,10483,57354,56923,0.9924852669386617,80,431,49,9,,,,3,32,3,6,トゲホッグ Lv48 / ぷるミン Lv49 / つぼみラビ Lv49
140,balanced,バランス,797040997,completed,1,,,1000,400,80,652,435,217,3244,431,221,0,0,742,127,1,67,0,8,0,63,12,12,0,1,1,1,0,0,0,3400,204000,652,43,11,239216,63480,5600,70128,308376,274128,0.8889407736010585,80,34248,89,12,224,647,,13,64,13,13,ストームジン Lv82 / ヘルナイト Lv76 / アビスフィン Lv89
141,collector,収集・配合,2452708439,completed,1,,,1000,400,80,630,444,186,10639,425,205,0,0,732,75,1,228,0,81,25,104,26,24,352,353,283,0.8016997167138811,1,42,0,2641,158460,630,45,11,217532,64480,5600,100897,287692,276957,0.9626857889687582,80,10735,90,12,233,460,,26,61,28,13,パールセラフ Lv68 / ドゥームゲイザー Lv77 / ルーメンオウル Lv90
142,rush,速攻,3121242966,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,550,285,265,2045,290,260,0,0,823,0,0,12,0,0,0,3,2,2,0,1,1,1,0,0,0,861,51660,550,26,8,51525,10000,2750,12270,64355,63930,0.9933960065262994,80,425,51,9,,,,3,32,3,6,ぷるミン Lv51 / プフバット Lv50 / リーフリン Lv51
