run,profile,profile_label,seed,initialStateHash,status,completed,failed_stage,failure_reason,maxBattles,maxTurnsPerBattle,maxBossLosses,totalBattles,normalBattles,bossBattles,totalTurns,wins,losses,kos,guardTurns,maxGuardStreak,maxBattleTurns,guardLoopBattles,battles50Plus,battles100Plus,stalledBattles,timerOrTurnCaps,scoutAttempts,scoutSuccesses,scoutCharmPurchases,scoutCharmGold,scoutCharmConsumed,scoutCharmWasted,zeroRewardScoutWins,scoutEncountersByStage,scoutSuccessesByStage,fusions,fusionLevelDebt,levelRecoveryBattles,equips,trainingBooks,trainingGold,freeHeals,freeHealPoints,questClaims,questGold,rankClaims,rankGold,battleGold,defeatGoldLost,firstBRankBattle,firstARankBattle,firstSRankBattle,minGold,actions,finalGold,finalHighestLevel,finalPlayerRank,finalOwned,finalDexDiscovered,finalDexScouted,finalParty,finalPartyData,bossesCleared,goldInflow,goldSink,goldSinkRate,charmWasteRate,sourceRandomCalls,scenario
97,rush,速攻,3536532352,027f8d42582997a0fe81b8996456f34f893ba605bc5ea56a243e96e2c269fe2a,stuck,0,tower,boss_retry_cap,400,200,40,161,89,72,635,88,73,217,0,0,9,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,223,13380,161,7222,23,6400,5,1100,9398,3331,,,,80,[object Object],267,27,6,3,22,3,ペブロン Lv27 / リーフリン Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,16978,16711,0.9842737660501826,1,3961,control
98,balanced,バランス,3844708681,507d229926ce2b7ed01ed84aaeebc033c2baf5c137504354572891baa542dbb0,completed,1,,,400,200,40,70,42,28,383,48,22,76,10,1,21,0,0,0,0,0,14,5,0,0,1,1,5,[object Object],[object Object],0,0,0,6,97,5820,70,2862,26,6980,4,750,3723,3592,,,,80,[object Object],2121,19,5,6,22,6,ルーメンオウル Lv19 / シンダーホーン Lv17 / アクアン Lv19,"[object Object],[object Object],[object Object]",5,11533,9412,0.816092950663314,1,2096,control
99,collector,収集・配合,2135709877,75cfb3dd0b406ba182364a611683f4ae81f2579c5b588e23281018044eb4e1ef,completed,1,,,400,200,40,141,91,50,838,95,46,140,18,1,72,0,3,0,0,0,36,13,64,3200,65,56,12,[object Object],[object Object],0,0,0,11,94,5640,141,5435,28,8780,5,1100,8971,8237,,,,80,[object Object],1854,23,6,14,24,14,ルーメンオウル Lv23 / グルーモス Lv22 / ルミネル Lv22,"[object Object],[object Object],[object Object]",5,18931,17077,0.9020653953832338,0.8615384615384616,4331,control
100,rush,速攻,97201735,18814b5e0835318178e4487018c61eed3a264f5504c13341c3c376e5f6e77995,stuck,0,tower,boss_retry_cap,400,200,40,148,82,66,561,82,66,200,0,0,9,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,213,12780,148,7355,23,6400,5,1100,8750,3282,,,,80,[object Object],268,27,6,3,24,3,ペブロン Lv27 / プフバット Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,16330,16062,0.9835884874464176,1,3588,control
101,balanced,バランス,3486624815,4c6b538a0b1f823463b0d858c859a5a11592267901aa30f4e9588e374c8acdc9,completed,1,,,400,200,40,102,64,38,396,72,30,85,17,1,22,0,0,0,0,0,15,6,0,0,1,1,4,[object Object],[object Object],0,0,0,7,178,10680,102,3468,27,8180,5,1100,7522,4503,,,,80,[object Object],1699,24,6,7,23,7,グルーモス Lv24 / ルミネル Lv23 / ヒノコぐま Lv22,"[object Object],[object Object],[object Object]",5,16882,15183,0.8993602653714015,1,2539,control
102,collector,収集・配合,1785451935,f534a0609ab33a95f5e968fb478389754391635da87d7cf53e0391581338e70b,completed,1,,,400,200,40,121,76,45,679,84,37,105,23,1,74,0,1,0,0,0,29,11,57,2850,58,52,9,[object Object],[object Object],0,0,0,11,99,5940,121,5176,28,8780,5,1100,7501,7453,,,,80,[object Object],1218,22,6,12,24,12,ルーメンオウル Lv21 / グルーモス Lv22 / ルミネル Lv22,"[object Object],[object Object],[object Object]",5,17461,16243,0.9302445449859688,0.896551724137931,3643,control
103,rush,速攻,1605152414,bf0ab5d0e3131880495f0421b7c6b6a7e067e3c481556a7ec62431fe6e5c1448,stuck,0,tower,boss_retry_cap,400,200,40,148,82,66,564,82,66,203,0,0,11,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,208,12480,148,7772,23,6400,5,1100,8859,3650,,,,80,[object Object],309,27,6,3,25,3,トゲホッグ Lv26 / つぼみラビ Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,16439,16130,0.9812032362065819,1,3611,control
104,balanced,バランス,3925287803,4359a176c967eda5f8d70e5f41b907cde0594168745641effceaa24f60c7afb9,completed,1,,,400,200,40,159,102,57,619,107,52,175,28,1,16,0,0,0,0,0,17,5,0,0,1,1,5,[object Object],[object Object],0,0,0,6,225,13500,159,6996,28,9080,5,1100,12538,6870,,,,80,[object Object],2428,29,6,6,23,6,グルーモス Lv29 / トゲホッグ Lv29 / ヒノコぐま Lv29,"[object Object],[object Object],[object Object]",5,22798,20370,0.8934994297745417,1,3940,control
105,collector,収集・配合,574893284,5b999b2de6642d3483ae1bdee4f4be6588ca17329b739c79f8882ac39b24ed07,completed,1,,,400,200,40,106,64,42,559,71,35,119,23,1,28,0,0,0,0,0,31,14,48,2400,49,38,13,[object Object],[object Object],0,0,0,12,74,4440,106,4774,29,9630,5,1100,4957,6908,,,,80,[object Object],2019,21,6,15,25,15,クラッグベア Lv17 / クリスタゴン Lv21 / ルーメンオウル Lv18,"[object Object],[object Object],[object Object]",5,15767,13748,0.8719477389484366,0.7755102040816326,3114,control
106,rush,速攻,1291763530,ba9ceb18e4d2b0bdd5e2741e016065312e69aec55e8537e4a9d47be11c1c7d6a,completed,1,,,400,200,40,146,80,66,456,82,64,183,0,0,8,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,207,12420,146,6042,24,7200,5,1100,8657,3046,,,,80,[object Object],1571,27,6,3,24,3,リーファウル Lv25 / プフバット Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",5,17037,15466,0.9077889299759347,1,3195,control
107,balanced,バランス,4149931886,0b85037e2ca3f3d51ad64a707ca86c9a617b389b8985d483d1a46f1368a91d0c,completed,1,,,400,200,40,122,78,44,467,85,37,112,8,1,17,0,0,0,0,0,12,7,0,0,1,1,5,[object Object],[object Object],0,0,0,7,177,10620,122,4691,28,9080,5,1100,8732,5316,,,,80,[object Object],3056,25,6,8,23,8,グルーモス Lv24 / ギアビット Lv25 / リーファウル Lv25,"[object Object],[object Object],[object Object]",5,18992,15936,0.8390901432181971,1,3017,control
108,collector,収集・配合,880402122,b46e4215cd9763974c8beddc43ea0038929b3c3e27ffd1584901769303b226e9,completed,1,,,400,200,40,105,64,41,557,69,36,122,18,1,23,0,0,0,0,0,42,13,47,2350,48,39,11,[object Object],[object Object],0,0,0,14,81,4860,105,6266,28,8780,5,1100,5804,7144,,,,80,[object Object],1410,20,6,14,23,14,クラッグベア Lv19 / ルミネル Lv20 / クリスタゴン Lv19,"[object Object],[object Object],[object Object]",5,15764,14354,0.9105556965237249,0.8125,3118,control
109,rush,速攻,2741270145,61b1544e6810b6c5bf7b475a6a8b98fad2c1d5fe79fa4914f2455daf60b2180b,stuck,0,tower,boss_retry_cap,400,200,40,155,86,69,580,85,70,207,0,0,10,0,0,0,0,0,5,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,219,13140,155,7297,23,6400,5,1100,9126,3317,,,,80,[object Object],249,28,6,3,23,3,ドリモール Lv27 / リーフリン Lv28 / ぷるミン Lv28,"[object Object],[object Object],[object Object]",4,16706,16457,0.9850951753860888,1,3723,control
110,balanced,バランス,1334090972,3dcb398943c247a0a6aaf1e72c974d7bb5746aaa96b4612026818ebc5037b1fc,completed,1,,,400,200,40,111,70,41,483,75,36,118,26,1,14,0,0,0,0,0,17,6,0,0,1,1,5,[object Object],[object Object],0,0,0,6,156,9360,111,4986,28,9080,5,1100,7022,4906,79,,,80,[object Object],3016,25,6,7,21,7,クラッグベア Lv21 / リーファウル Lv24 / トゲホッグ Lv25,"[object Object],[object Object],[object Object]",5,17282,14266,0.8254831616711029,1,2910,control
111,collector,収集・配合,2417447104,0853b347871bd9f3d009595cd3ed98226dc6b63df5ff708597a890c9b62ce3b9,completed,1,,,400,200,40,183,125,58,1284,125,58,190,24,1,50,0,1,0,0,0,25,10,94,4700,95,82,8,[object Object],[object Object],0,0,0,10,93,5580,183,8618,28,8780,6,1550,11293,9553,,,,80,[object Object],1870,22,7,11,23,11,ルーメンオウル Lv20 / ルミネル Lv22 / クリスタゴン Lv21,"[object Object],[object Object],[object Object]",5,21703,19833,0.9138367967562088,0.8631578947368421,6484,control
112,rush,速攻,1348912859,f1d026580979a9f7027398334b753e6f7595ccbd9235a73cd5b2a0e654566a6b,stuck,0,volcano,boss_retry_cap,400,200,40,124,68,56,564,67,57,184,0,0,14,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,138,8280,124,6539,21,5020,4,750,4947,2293,,,,80,[object Object],224,22,5,3,19,3,リーフリン Lv22 / ぷるミン Lv22 / プフバット Lv22,"[object Object],[object Object],[object Object]",3,10797,10573,0.9792534963415763,1,3320,control
113,balanced,バランス,446906750,e6f369a38f1767196c4c99bdc42b27c9fa1fd4ac16a71ceb5bda8c88a7b71fc3,completed,1,,,400,200,40,104,67,37,431,69,35,99,18,1,18,0,0,0,0,0,18,7,0,0,1,1,5,[object Object],[object Object],0,0,0,8,136,8160,104,3910,27,8180,5,1100,6918,5489,,,,80,[object Object],2629,23,6,8,24,8,クリスタゴン Lv22 / リーファウル Lv23 / ギアビット Lv22,"[object Object],[object Object],[object Object]",5,16278,13649,0.8384936724413319,1,2660,control
114,collector,収集・配合,2368476831,4390aff64fe56864905abecb2425d880566fd11647beb602552d949142151046,completed,1,,,400,200,40,109,66,43,498,71,38,122,20,1,27,0,0,0,0,0,24,10,47,2350,48,39,9,[object Object],[object Object],0,0,0,9,61,3660,109,4348,28,8780,4,750,5536,7283,,,,80,[object Object],1853,20,5,11,24,11,ルーメンオウル Lv19 / シンダーホーン Lv19 / グルーモス Lv20,"[object Object],[object Object],[object Object]",5,15146,13293,0.8776574673181038,0.8125,2960,control
115,rush,速攻,289162756,7e6d8d80e0e71afab3f1c674d23ba29f48ea5d0b8424a2d41845d9c99850f94f,completed,1,,,400,200,40,166,90,76,480,92,74,130,0,0,7,0,0,0,0,0,4,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,170,10200,166,2953,24,7200,5,1100,7170,2903,,,,80,[object Object],2447,25,6,3,24,3,シンダーホーン Lv20 / リーフリン Lv22 / ぷるミン Lv25,"[object Object],[object Object],[object Object]",5,15550,13103,0.8426366559485531,1,3467,control
116,balanced,バランス,3471199428,5a377670169625c7689128478f4896e5fcb9403a5d9a4412427fa8b2f828a269,completed,1,,,400,200,40,128,83,45,472,87,41,86,24,1,21,0,0,0,0,0,19,6,0,0,1,1,4,[object Object],[object Object],0,0,0,6,201,12060,128,5600,28,9080,5,1100,9371,5215,,,,80,[object Object],2356,27,6,7,24,7,オアロード Lv26 / シンドレイク Lv27,"[object Object],[object Object]",5,19631,17275,0.8799857368447863,1,3061,control
117,collector,収集・配合,4071045514,27bb7d29875581da35f130708407826cf23896c9a75223db7ed282fae67b5ab5,completed,1,,,400,200,40,108,66,42,550,72,36,102,16,1,22,0,0,0,0,0,39,9,50,2500,51,40,7,[object Object],[object Object],0,0,0,9,61,3660,108,4595,27,8180,5,1100,5807,7593,,,,80,[object Object],1414,19,6,10,24,10,クラッグベア Lv17 / シンダーホーン Lv18 / シンドレイク Lv19,"[object Object],[object Object],[object Object]",5,15167,13753,0.9067712797520934,0.7843137254901961,3063,control
118,rush,速攻,1753486406,586e38aaf11e01d5d90e411230bc5162579a28be61d706d29030d992921a1deb,completed,1,,,400,200,40,125,69,56,411,72,53,134,0,0,9,0,0,0,0,0,4,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,162,9720,125,3966,24,7200,4,750,6622,2457,,,,80,[object Object],2475,25,5,3,23,3,グルーモス Lv22 / トゲホッグ Lv23 / ぷるミン Lv25,"[object Object],[object Object],[object Object]",5,14652,12177,0.831081081081081,1,2791,control
119,balanced,バランス,1203465411,a084717f765d2d6285702819ac36e8536c7006c1386f86b04f3e169885aef458,completed,1,,,400,200,40,122,77,45,468,82,40,129,18,1,16,0,0,0,0,0,9,6,0,0,1,1,5,[object Object],[object Object],0,0,0,7,187,11220,122,5931,27,7880,5,1100,8394,4771,,,,80,[object Object],1463,26,6,7,25,7,クリスタゴン Lv22 / リーファウル Lv25 / トゲホッグ Lv26,"[object Object],[object Object],[object Object]",5,17454,15991,0.9161796722814255,1,3004,control
120,collector,収集・配合,1070055821,bb6a8b1024433b8616499ba9bcd1ca438841ba4362d9fd824afa48bf758cd490,completed,1,,,400,200,40,74,41,33,399,49,25,87,13,1,19,0,0,0,0,0,29,11,35,1750,36,25,9,[object Object],[object Object],0,0,0,12,48,2880,74,4425,28,8780,4,750,3933,7348,,,,80,[object Object],1565,18,5,12,21,12,ルーメンオウル Lv18 / シンダーホーン Lv17 / クラッグベア Lv15,"[object Object],[object Object],[object Object]",5,13543,11978,0.8844421472347338,0.6944444444444444,2244,control
121,rush,速攻,2152747103,3e31d90283737421a8ee1c70a13bf097de622c515b2242dcf36237f5919ad66a,stuck,0,tower,boss_retry_cap,400,200,40,169,93,76,648,92,77,218,0,0,11,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,215,12900,169,7273,23,6400,5,1100,9155,3518,,,,80,[object Object],317,27,6,3,25,3,ペブロン Lv26 / プフバット Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,16735,16418,0.9810576635793248,1,4123,control
122,balanced,バランス,671379074,9db56880c321e6593adb0f49639ca455baa28094dbd467b13f59de4fd9e70c59,completed,1,,,400,200,40,62,38,24,279,44,18,49,14,1,19,0,0,0,0,0,20,5,0,0,1,1,4,[object Object],[object Object],0,0,0,5,129,7740,62,2816,27,8180,4,750,4232,4050,,,,80,[object Object],1452,20,5,6,18,6,クラッグベア Lv19 / シンダーホーン Lv20 / プフバット Lv20,"[object Object],[object Object],[object Object]",5,13242,11790,0.8903488898957861,1,1658,control
123,collector,収集・配合,4169271622,ebac2fc53101a2227db1b5cd6e886497fa35ee44726efd44d1a7c1e628e4487b,completed,1,,,400,200,40,105,64,41,546,72,33,108,15,1,27,0,0,0,0,0,27,10,48,2400,49,39,8,[object Object],[object Object],0,0,0,8,71,4260,105,4973,28,8780,5,1100,5776,7701,64,,,80,[object Object],1375,19,6,11,24,11,ルミネル Lv19 / シンダーホーン Lv19 / クラッグベア Lv18,"[object Object],[object Object],[object Object]",5,15736,14361,0.9126207422470768,0.7959183673469388,3076,control
124,rush,速攻,1533696136,31487496a496caef5c6657ed0f2eddbeafcd09fbd3508ef562301099ca9b6364,stuck,0,tower,boss_retry_cap,400,200,40,152,84,68,575,84,68,208,0,0,11,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,218,13080,152,7108,23,6400,5,1100,9142,3365,,,,80,[object Object],277,27,6,3,24,3,トゲホッグ Lv26 / プフバット Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,16722,16445,0.9834349958138978,1,3672,control
125,balanced,バランス,3922753331,4db345dda81c7dca86d17593e6d2bcf3f29060f8ff2cb88d2363720bfe765b9e,completed,1,,,400,200,40,124,79,45,559,84,40,134,21,1,17,0,0,0,0,0,11,7,0,0,1,1,6,[object Object],[object Object],0,0,0,7,191,11460,124,5523,26,7640,5,1100,9016,4938,,,,80,[object Object],1438,27,6,8,24,8,ルミネル Lv24 / ギアビット Lv25 / ドリモール Lv27,"[object Object],[object Object],[object Object]",5,17836,16398,0.9193765418255214,1,3368,control
126,collector,収集・配合,1920059920,d2f1fb639b0573e17e056d034a7c90944294453257965d8066a0fc4b90dfa431,completed,1,,,400,200,40,97,56,41,520,63,34,120,13,1,31,0,0,0,0,0,41,9,39,1950,40,31,8,[object Object],[object Object],0,0,0,7,67,4020,97,4998,27,8180,4,750,5271,7123,,,,80,[object Object],1188,21,5,10,24,10,クリスタゴン Lv20 / シンダーホーン Lv18 / リーファウル Lv21,"[object Object],[object Object],[object Object]",5,14281,13093,0.9168125481408865,0.775,2895,control
127,rush,速攻,1920423339,a97aa1c9e74c039a71f5d8f88d7dc4b8bfca8ada879bf63d30098f9c9c937731,stuck,0,volcano,boss_retry_cap,400,200,40,112,61,51,461,62,50,163,0,0,10,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,138,8280,112,6598,21,5020,4,750,4760,2114,,,,80,[object Object],216,22,5,3,19,3,リーフリン Lv22 / つぼみラビ Lv21 / ぷるミン Lv22,"[object Object],[object Object],[object Object]",3,10610,10394,0.9796418473138548,1,2831,control
128,balanced,バランス,3737359250,cc4a24beefafafca23dcef5fea6de2b19440b1137b5863308fda20de25672137,completed,1,,,400,200,40,106,67,39,372,74,32,77,9,1,15,0,0,0,0,0,19,5,0,0,1,1,4,[object Object],[object Object],0,0,0,4,160,9600,106,4970,27,8180,5,1100,7440,5489,,,,80,[object Object],1711,24,6,6,23,6,クリスタゴン Lv21 / ギアビット Lv24 / ぷるミン Lv23,"[object Object],[object Object],[object Object]",5,16800,15089,0.898154761904762,1,2500,control
129,collector,収集・配合,1562461926,006cf19ef2b9cf204577f2004fb2d2bf81a2ad814a2793da89cc670e7d28e837,completed,1,,,400,200,40,130,84,46,716,89,41,139,29,1,25,0,0,0,0,0,39,9,58,2900,59,51,7,[object Object],[object Object],0,0,0,10,78,4680,130,6979,27,8180,5,1100,7397,7323,,,,80,[object Object],1854,22,6,10,24,10,クラッグベア Lv19 / ルーメンオウル Lv19 / シンドレイク Lv22,"[object Object],[object Object],[object Object]",5,16757,14903,0.889359670585427,0.864406779661017,3960,control
130,rush,速攻,2496258462,c6c148e73247549fe0dc7fedddefa453bd7845b5cfc4ca7249db2121c9667487,stuck,0,tower,boss_retry_cap,400,200,40,157,85,72,571,88,69,216,0,0,10,0,0,0,0,0,4,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,223,13380,157,7450,23,6400,5,1100,9492,3425,,,,80,[object Object],267,28,6,3,22,3,トゲホッグ Lv27 / プフバット Lv28 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,17072,16805,0.9843603561387066,1,3707,control
131,balanced,バランス,1551684428,5f7a0d7f537cbbf918499ccf853ade8b3cd0314af318568f5030a57154fbef41,completed,1,,,400,200,40,94,58,36,379,67,27,95,17,1,16,0,0,0,0,0,14,7,0,0,1,1,5,[object Object],[object Object],0,0,0,7,163,9780,94,5858,27,8180,5,1100,6939,4803,,,,80,[object Object],1716,24,6,8,24,8,クリスタゴン Lv21 / リーファウル Lv23 / トゲホッグ Lv24,"[object Object],[object Object],[object Object]",5,16299,14583,0.894717467329284,1,2398,control
132,collector,収集・配合,2098310971,7cacebbcd670ff1acc15a8609d1c5286bee46170f1fb2b081a7104e1a485f4c6,completed,1,,,400,200,40,114,72,42,659,79,35,120,21,1,41,0,0,0,0,0,41,13,59,2950,60,46,11,[object Object],[object Object],0,0,0,12,79,4740,114,6970,28,8780,5,1100,7667,8721,,,,80,[object Object],1216,22,6,14,24,14,ルーメンオウル Lv22 / シンダーホーン Lv21 / ルミネル Lv22,"[object Object],[object Object],[object Object]",5,17627,16411,0.9310149202927327,0.7666666666666667,3572,control
133,rush,速攻,3870180703,f4079b9c7be6050ba80592f6651c2f8e9389a6c28953e603e0617bc8b1f220ab,stuck,0,tower,boss_retry_cap,400,200,40,134,73,61,458,77,57,175,0,0,9,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,218,13080,134,4451,23,6400,5,1100,8720,2970,,,,80,[object Object],250,27,6,3,22,3,ドリモール Lv26 / リーフリン Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,16300,16050,0.9846625766871165,1,3076,control
134,balanced,バランス,3140426626,88c429b26a4b7e09414a8987c201587d5a958ef01cd57926393f2639ff904a49,completed,1,,,400,200,40,65,42,23,290,42,23,58,7,1,23,0,0,0,0,0,18,6,0,0,1,1,5,[object Object],[object Object],0,0,0,7,99,5940,65,3058,27,8180,4,750,3722,4441,,,,80,[object Object],2351,19,5,7,23,7,シンダーホーン Lv19 / グルーモス Lv19 / ルーメンオウル Lv16,"[object Object],[object Object],[object Object]",5,12732,10381,0.8153471567703424,1,1728,control
135,collector,収集・配合,65225137,b8b76b494ae791878ee096f368b51f360f92567b2b04fac6f0ccf253efe79fe4,completed,1,,,400,200,40,156,99,57,791,102,54,172,16,1,43,0,0,0,0,0,24,7,72,3600,73,64,7,[object Object],[object Object],0,0,0,7,84,5040,156,6237,26,6980,5,1100,10114,8434,,,,80,[object Object],1200,24,6,8,24,8,ルーメンオウル Lv23 / グルーモス Lv24 / シンドレイク Lv24,"[object Object],[object Object],[object Object]",5,18274,17074,0.9343329320345847,0.8767123287671232,4436,control
136,rush,速攻,1664158313,0df63bf58efd10f22db1aeca6646c747f9196e926bf45e44477c18042e41390f,stuck,0,tower,boss_retry_cap,400,200,40,166,91,75,595,91,75,228,0,0,10,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,230,13800,166,7950,23,6400,5,1100,9923,3436,,,,80,[object Object],267,28,6,3,22,3,トゲホッグ Lv27 / つぼみラビ Lv28 / ぷるミン Lv28,"[object Object],[object Object],[object Object]",4,17503,17236,0.9847454722047649,1,3900,control
137,balanced,バランス,2743848862,3671db14a2cc28a6d599fca850ac5c87c5494220b5da8d2aeb9cf3522d20914b,completed,1,,,400,200,40,85,52,33,377,59,26,93,17,1,20,0,0,0,0,0,11,7,0,0,1,1,6,[object Object],[object Object],0,0,0,6,119,7140,85,5008,27,8180,4,750,5264,4750,,,,80,[object Object],2384,22,5,8,22,8,ルーメンオウル Lv19 / トゲホッグ Lv22 / ヒノコぐま Lv22,"[object Object],[object Object],[object Object]",5,14274,11890,0.8329830460978002,1,2258,control
138,collector,収集・配合,1109758763,cc80257e92d603a8d674a49a51b99c8312043725e30340ce00d091929dbb43c0,completed,1,,,400,200,40,151,102,49,876,102,49,159,7,1,55,0,1,0,0,0,37,11,79,3950,80,59,8,[object Object],[object Object],0,0,0,9,112,6720,151,8473,29,9680,5,1100,11299,10291,39,,,80,[object Object],1198,26,6,12,24,12,グルーモス Lv26 / ルミネル Lv25 / リーファウル Lv26,"[object Object],[object Object],[object Object]",5,22159,20961,0.9459361884561578,0.7375,4712,control
139,rush,速攻,866772286,ea67b11426dbced56c3d57db52022dca874b72a68de8f6e1cf003e1313ed8634,stuck,0,tower,boss_retry_cap,400,200,40,160,87,73,583,89,71,200,0,0,8,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,211,12660,160,6875,23,6400,5,1100,8800,3424,,,,80,[object Object],296,27,6,3,24,3,ペブロン Lv26 / アワマリン Lv26 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,16380,16084,0.9819291819291819,1,3764,control
140,balanced,バランス,1779906677,a0208cceefbfd53ac4392833ac042e542b813d5e2d735e0f76621ebbcd3c4fa1,completed,1,,,400,200,40,179,116,63,693,119,60,168,13,1,17,0,0,0,0,0,13,5,0,0,1,1,4,[object Object],[object Object],0,0,0,6,244,14640,179,7945,28,9080,6,1550,13761,7118,,,,80,[object Object],2713,30,7,6,22,6,グルーモス Lv29 / アクアン Lv30 / アッシュインプ Lv28,"[object Object],[object Object],[object Object]",5,24471,21758,0.8891340770708185,1,4461,control
141,collector,収集・配合,92197536,5b4e4be6546801212694b92337c4bfc76a8ee9c92127df38e17b43ff2ec30efb,completed,1,,,400,200,40,88,51,37,499,52,36,119,16,1,25,0,0,0,0,0,54,9,38,1900,39,22,8,[object Object],[object Object],0,0,0,8,40,2400,88,5149,26,6980,4,750,3845,6121,,,,80,[object Object],1234,18,5,10,24,10,クリスタゴン Lv18 / シンダーホーン Lv16 / シンドレイク Lv17,"[object Object],[object Object],[object Object]",5,11655,10421,0.8941226941226941,0.5641025641025641,2662,control
142,rush,速攻,472724748,4be013c350e1811151533007d2a1315d3f5445ab8988842379bb7951f7cee96d,stuck,0,tower,boss_retry_cap,400,200,40,166,89,77,611,93,73,232,0,0,9,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,227,13620,166,7115,23,6400,5,1100,9579,3263,,,,80,[object Object],276,28,6,3,25,3,ペブロン Lv27 / プフバット Lv28 / ぷるミン Lv28,"[object Object],[object Object],[object Object]",4,17159,16883,0.983915146570313,1,3951,control
143,balanced,バランス,212849361,bdc54b0d5018c406e6d519eb363df3bae192ce551beb8a899a294f61f5e99590,completed,1,,,400,200,40,101,64,37,437,70,31,110,16,1,15,0,0,0,0,0,18,6,0,0,1,1,5,[object Object],[object Object],0,0,0,7,159,9540,101,5162,27,8180,5,1100,7219,5278,,,,80,[object Object],1761,24,6,7,22,7,ルミネル Lv21 / シンドレイク Lv24 / リーファウル Lv24,"[object Object],[object Object],[object Object]",5,16579,14818,0.8937812895832077,1,2661,control
144,collector,収集・配合,485023144,0201204348963e63cbac84d2bb26b4426bcf2edaa0c57e584c38b98219949f15,completed,1,,,400,200,40,89,53,36,415,60,29,83,17,1,17,0,0,0,0,0,49,12,43,2150,44,32,10,[object Object],[object Object],0,0,0,11,73,4380,89,4248,28,8780,4,750,4688,6564,,,,80,[object Object],1204,19,5,13,25,13,ルーメンオウル Lv17 / クリスタゴン Lv19 / シンダーホーン Lv18,"[object Object],[object Object],[object Object]",5,14298,13094,0.9157924185200728,0.7272727272727273,2463,control
145,rush,速攻,2250212252,f30c2c366f1254e7e06a95d5cbbfc52f8cb42e4711972b42f86443e6c73fe486,stuck,0,tower,boss_retry_cap,400,200,40,138,76,62,519,78,60,187,0,0,10,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,214,12840,138,6152,23,6400,5,1100,8484,2956,,,,80,[object Object],268,27,6,3,25,3,ドリモール Lv26 / つぼみラビ Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,16064,15796,0.983316733067729,1,3334,control
146,balanced,バランス,167969064,cd8eea762729dbaf9c97b08ab3a2b5b33e16163c46757cd65a9b48f08e186e25,completed,1,,,400,200,40,125,80,45,528,87,38,138,18,1,18,0,0,0,0,0,25,6,0,0,1,1,4,[object Object],[object Object],0,0,0,7,205,12300,125,8022,28,9080,5,1100,9299,4921,,,,80,[object Object],2338,28,6,7,25,7,リーファウル Lv26 / ギアビット Lv26 / トゲホッグ Lv28,"[object Object],[object Object],[object Object]",5,19559,17221,0.8804642364129045,1,3258,control
147,collector,収集・配合,600581780,59c6cdc721cb28b872d1f3cca46209d052f5f3d0ec83412bf6c3003b45083df1,completed,1,,,400,200,40,123,77,46,836,84,39,132,16,1,58,0,2,0,0,0,35,11,62,3100,63,54,9,[object Object],[object Object],0,0,0,10,88,5280,123,6145,28,8780,5,1100,6425,6795,,,,80,[object Object],1210,21,6,12,25,12,ルーメンオウル Lv20 / グルーモス Lv21 / ルミネル Lv20,"[object Object],[object Object],[object Object]",5,16385,15175,0.9261519682636558,0.8571428571428571,4218,control
